name,address,openPrice,normalizedEPS,peratio,new PE ratio,netincome,operating_margin,net_profit_margin,aquirer multiple,normalized aquirer multiple,cash,assets,roe,new roe,roa,new roa,price/Sales,price/CF,long term debt/equity,revenue_per_share_5_yr_growth,eps_per_share_5_yr_growth,compare
Jumbo,https://www2.sgx.com/securities/equities/42R,0.38,0.02,21.468592592592593,19.0,11350000.0,8.792,6.974,0.05338161979117675,7.118555066079296,47020000.0,87960000.0,16.875,0.061387852236464924,11.946,0.12903592542064574,1.4966011278768478,15.52464197530864,0.0,2.537,-1.373,-2.468592592592593
SingTel 10,https://www2.sgx.com/securities/equities/Z77,3.5,0.23,18.5611821086262,15.217391304347826,3102100000.0,14.876,17.764,0.05057044788942024,69.21038167692853,524900000.0,48253700000.0,18.847,0.08000196001062532,6.32,0.0642872981760984,3.706172360644694,10.79520766773163,29020000.0,-1.179,8.718,-3.343790804278372
BreadTalk,https://www2.sgx.com/securities/equities/CTN,0.745,0.03,34.53607142857143,24.833333333333336,15190000.0,5.402,3.234,0.029635554861869834,25.138722843976296,189770000.0,608860000.0,11.549,0.01992209529555261,3.398,0.024948263968728443,0.6143346442743766,6.9382559523809535,96030000.0,2.628,2.277,-9.702738095238097
Food Empire,https://www2.sgx.com/securities/equities/F03,0.5,0.05,11.015596330275228,10.0,24530000.0,7.558,6.236,0.08712793919158912,5.738687321646963,42220000.0,244720000.0,10.514,0.08234306814367237,7.208,0.1002370055573717,0.638835114889319,8.455963302752293,7830000.0,1.526,9.058,-1.015596330275228
TCIL HK$,https://www2.sgx.com/securities/equities/T15,2.45,0.3,8.015823529411765,8.166666666666668,600900000.0,6.177,4.009,0.17443632595121356,14.045239640539194,4987280000.0,18237480000.0,5.297,0.024236591727775765,3.326,0.03294863106087025,0.2944709727028067,5.029705882352943,11470000.0,11.456,-21.823,0.15084313725490262
Silverlake Axis,https://www2.sgx.com/securities/equities/5CP,0.535,0.02,22.203549019607845,26.75,63910000.0,39.916,30.832,0.05228881161791778,10.231634329525896,498380000.0,1007260000.0,15.634,0.038472883570013904,18.034,0.06344935766336397,7.305835351787775,20.254470588235296,560000.0,5.554,-7.99,4.546450980392155
Hanwell,https://www2.sgx.com/securities/equities/DM0,0.205,0.03,8.492415094339622,6.833333333333333,13430000.0,5.402,4.432,0.14198118194312295,1.4438533134772895,143900000.0,572130000.0,4.751,0.017135347555374093,3.996,0.023473686050373168,0.1807269490922036,3.6327547169811316,6430000.0,4.543,15.225,-1.6590817610062887
Singapore O&G,https://www2.sgx.com/securities/equities/1D8,0.38,0.02,19.5643,19.0,9150000.0,31.295,26.377,0.0,0.0,21550000.0,51730000.0,20.77,0.09648845302119582,18.141,0.17687995360525807,4.9014774999999995,18.441399999999998,0.0,24.036,16.48,-0.5642999999999994
Q&M Dental,https://www2.sgx.com/securities/equities/QC7,0.495,0.02,27.272752941176474,24.75,14350000.0,10.733,12.029,0.03553915498538808,13.928299651567945,24920000.0,214490000.0,12.817,0.0807495357605087,6.638,0.0669028859154273,3.8702080276816617,22.604611764705886,77650000.0,8.778,14.309,-2.522752941176474
Hong Leong Asia,https://www2.sgx.com/securities/equities/H22,0.54,0.07,0.0,7.714285714285714,24760000.0,5.159,4.222,-0.2977034988577612,-1.8138852988691438,1299350000.0,4817440000.0,3.634,0.0037209302325581397,3.227,0.005139659238101564,0.09477000000000003,1.4607,30840000.0,-6.02,-13.833,7.714285714285714
VICOM,https://www2.sgx.com/securities/equities/V01,6.85,0.39,17.448891336270194,17.564102564102562,34700000.0,39.685,35.137,0.06970951022540078,98.26492795389048,104100000.0,190210000.0,23.198,0.08709620742451243,19.017,0.18242994584932443,6.085868313635688,14.559016152716595,0.0,-0.986,4.018,0.11521122783236848
Tuan Sing,https://www2.sgx.com/securities/equities/T24,0.345,0.11,3.055353658536585,3.1363636363636362,134380000.0,41.296,40.049,0.07311685202515943,4.718474475368358,131580000.00000001,2917390000.0,12.902,0.0790791556572962,4.842,0.04606171955069428,1.0288121653777513,2.8828536585365856,54600000.0,1.774,20.473,0.08100997782705122
Hotung Inv,https://www2.sgx.com/securities/equities/BLS,1.6,0.12,12.876686390532546,13.333333333333334,11910000.0,69.38,66.268,0.08733592432353157,18.320067170445004,900690000.0,6352610000.0,4.414,0.001629943889421103,4.592,0.0018748199558921452,8.086663632225763,12.872899408284024,0.0,-8.0,-2.736,0.45664694280078777
Memtech Intl,https://www2.sgx.com/securities/equities/BOL,1.35,0.09,14.442216494845363,15.000000000000002,13020000.0,6.079,5.027,0.11494658779906418,11.744585253456222,22160000.0,187380000.0,7.6,0.05543256130790191,5.162,0.06948447006083894,1.0285338505686048,7.491804123711341,0.0,10.72,0.0,0.5577835051546387
JB Foods,https://www2.sgx.com/securities/equities/BEW,0.66,0.12,5.207612903225808,5.500000000000001,36330000.0,10.422,8.189,0.13008916102696316,5.0734434351775395,13420000.0,248290000.0,25.984,0.21254314631720586,12.015,0.14632083450803496,0.4816077003121749,4.709419354838711,70000.0,1.813,0.0,0.29238709677419283
Top Glove,https://www2.sgx.com/securities/equities/BVA,1.6,0.17,28.76993288590604,9.411764705882353,435610000.0,12.807,9.29,0.03237818878072457,49.41598218590023,358550000.0,5270560000.0,19.587,0.11560989721146624,10.263,0.08264966151604383,2.8216386649250036,20.29208053691275,55930000.0,12.06,16.468,-19.35816818002369
Perennial Hldgs,https://www2.sgx.com/securities/equities/40S,0.615,0.05,12.796694656488548,12.299999999999999,78060000.0,408.796,267.7,0.01933039473032539,31.8151806302844,76860000.0,7670330000.0,2.838,0.016075025020696132,2.915,0.010176876353429383,12.004638016432606,4.615786259541984,80730000.0,0.0,0.0,-0.4966946564885486
ISOTeam,https://www2.sgx.com/securities/equities/5WF,0.245,0.01,117.86770731707315,24.5,620000.0,0.373,-0.27,0.007375684035212943,33.21725806451613,4830000.0,109860000.0,3.231,0.006379257125218644,-0.235,0.005643546331694884,0.8127120761451516,18.34512195121951,24630000.0,1.184,-28.114,-93.36770731707315
UnUsUaL,https://www2.sgx.com/securities/equities/1D1,0.29,0.01,25.231,28.999999999999996,12140000.0,26.546,21.272,0.041800089522432256,6.937784184514003,18330000.0,51260000.0,38.616,0.16301866523432254,23.514,0.2368318376902068,5.41,22.073,0.0,0.0,0.0,3.768999999999995
SBS Transit,https://www2.sgx.com/securities/equities/S61,4.11,0.26,15.95571325301205,15.807692307692308,80100000.0,7.032,5.789,0.06008010680907877,68.40866666666668,32710000.0,1062829999.9999999,16.906,0.07605032043674341,7.449,0.07536482786522775,0.9151011351429817,7.380173493975904,15050000.0,10.104,48.008,-0.14802094531974141
MM2 Asia,https://www2.sgx.com/securities/equities/1B0,0.23,0.02,11.903963636363637,11.5,22050000.0,20.159,11.186,0.07663700820241902,3.0011609977324265,92180000.0,586190000.0,19.773,0.04421141276015559,5.394,0.0376157901021853,0.808626776859504,4.594145454545455,33380000.000000004,64.487,82.369,-0.4039636363636365
Procurri,https://www2.sgx.com/securities/equities/BVQ,0.32,0.02,16.836129032258064,16.0,5340000.0,4.883,2.423,0.064461612747465,4.964194756554307,18080000.0,140570000.0,8.033,0.03283123270826929,3.798,0.037988190936899764,0.4198293444328824,6.259612903225807,5930000.0,42.119,15.115,-0.8361290322580643
CNMC Goldmine,https://www2.sgx.com/securities/equities/5TP,0.27,0.01,48.33627906976744,27.0,2280000.0,10.45,7.614,0.03526136715125271,7.657105263157895,17910000.0,59840000.0,4.097,0.022580964642963258,5.223,0.038101604278074866,2.58481557598702,10.111813953488372,1740000.0,19.062,-8.811,-21.336279069767443
KingsmenCreative,https://www2.sgx.com/securities/equities/5MZ,0.525,0.04,12.84597222222222,13.125,8150000.0,3.075,2.039,0.12600494743351884,4.166503067484664,79760000.0,293950000.0,6.735,0.01950740802795663,2.724,0.027725803708113624,0.2845100308641975,9.803888888888888,18570000.0,3.313,-14.992,0.2790277777777792
Centurion,https://www2.sgx.com/securities/equities/OU8,0.4,0.09,4.239111111111112,4.444444444444445,79330000.0,80.441,70.085,0.07601717165909658,5.26196899029371,72220000.0,1321740000.0,16.352,0.10900122288022644,6.703,0.06001936840831026,2.489679012345679,3.855111111111111,137080000.0,13.641,-5.17,0.20533333333333292
Lion Asiapac,https://www2.sgx.com/securities/equities/BAZ,0.42,0.01,0.0,42.0,-200000.0,6.629,-0.688,0.00576036866359447,72.91199999999999,72060000.0,85890000.0,1.282,-0.0009056330374932077,-0.242,-0.0023285597857724996,1.0495633270321358,49.58373913043478,0.0,-16.608,-9.921,42.0
UOB Kay Hian,https://www2.sgx.com/securities/equities/U10,1.2,0.09,12.8112,13.333333333333334,74830000.0,23.039,20.214,0.0514196580726733,23.33737805692904,727220000.0,3303880000.0,5.276,0.021044135595889604,2.277,0.022649127692289068,2.4772608,11.40672,0.0,-4.048,-6.193,0.5221333333333344
NeraTel,https://www2.sgx.com/securities/equities/N01,0.275,0.02,12.631953124999999,13.75,7750000.0,6.819,4.628,0.07913007964059629,3.475290322580645,21560000.0,158500000.0,11.423,0.03951662247603508,4.774,0.04889589905362776,0.5021972656250001,11.580078125,0.0,-1.229,-19.865,1.118046875000001
Sinarmas Land,https://www2.sgx.com/securities/equities/A26,0.25,0.03,9.110377358490565,8.333333333333334,119030000.0,38.53,26.515,0.05617113248327089,4.450684701335797,961480000.0,6560530000.0,5.687,0.017763152985770674,3.494,0.01814335122314813,1.2646849412602348,4.110377358490566,87190000.0,-5.942,-16.177,-0.777044025157231
Yeo Hiap Seng,https://www2.sgx.com/securities/equities/Y03,0.9,0.02,43.63753846153846,45.0,12020000.0,3.85,3.448,0.04208978219763289,21.3828618968386,282730000.0,708440000.0,1.9,0.009435591490697857,1.687,0.016966856755688556,1.3888757396449705,20.57446153846154,0.0,-7.683,-32.906,1.3624615384615382
Overseas Edu,https://www2.sgx.com/securities/equities/RQ1,0.29,0.02,17.43836923076923,14.499999999999998,6910000.0,11.256,8.314,0.03273175121974326,8.859898697539796,41630000.0,305280000.0,4.728,0.0,0.0,0.022634958071278827,1.2938461538461536,7.089384615384615,0.0,-5.052,-21.793,-2.938369230769231
Stamford Land,https://www2.sgx.com/securities/equities/H07,0.48,0.07,5.98656,6.857142857142856,68290000.0,20.861,15.309,0.15033240875269668,3.1929242934543858,182940000.0,785990000.0,11.126,0.06699367243831854,9.079,0.08688405704907187,0.8838143999999999,5.207999999999999,40370000.0,11.184,12.21,0.870582857142856
Man Oriental USD,https://www2.sgx.com/securities/equities/M04,1.78,0.05,51.848062500000005,35.6,43600000.0,11.341,7.072,0.016014104165136267,111.15201834862386,246800000.0,2021300000.0,3.47,0.021982454371281636,2.148,0.021570276554692524,3.4138684895833333,17.3995,590000.0,-5.01,-17.533,-16.248062500000003
Delong,https://www2.sgx.com/securities/equities/BQO,5.9,3.13,1.89143897996357,1.8849840255591057,344220000.0,15.089,11.905,1.1384442386559068,5.182511184707455,5180290000.0,13152240000.0,31.953,0.018470820803739883,14.74,0.026171967664823634,0.24253735057282488,1.6808014571948997,11930000.0,4.332,0.0,-0.006454954404464308
ISEC,https://www2.sgx.com/securities/equities/40T,0.34,0.02,20.276363636363637,17.0,8410000.0,27.675,21.454,0.060779070607790704,5.594030915576695,27110000.0,73570000.0,12.648,0.06581109632991627,11.954,0.11431289927959766,4.342696051423324,16.60333333333333,0.0,11.69,18.667,-3.2763636363636373
Chuan Hup,https://www2.sgx.com/securities/equities/C33,0.27,0.02,20.77321621621622,13.5,12100000.0,6.146,4.534,0.07140749483623487,3.7811157024793394,136620000.0,405660000.0,4.569,0.017115779050852254,3.119,0.02982793472366021,0.4861775018261506,11.348027027027028,0.0,7.316,-6.282,-7.27321621621622
Zhongmin Baihui,https://www2.sgx.com/securities/equities/5SR,0.73,0.05,16.657626666666665,14.6,8180000.0,6.74,4.184,0.08067856790610514,9.048251833740832,207020000.0,594500000.0,22.063,0.009699183039472592,6.925,0.01375946173254836,0.694427911111111,12.887906666666666,0.0,2.394,32.91,-2.057626666666666
SingHoldings,https://www2.sgx.com/securities/equities/5IC,0.39,0.03,14.198925000000001,13.000000000000002,11150000.0,21.891,18.112,0.03632040131600378,10.737766816143498,86580000.0,547820000.0,4.363,0.022464439698593706,2.389,0.02035340075207185,2.0257818749999994,11.32365,90110000.0,-19.596,-17.308,-1.1989249999999991
CEI,https://www2.sgx.com/securities/equities/AVV,0.965,0.09,11.058296874999998,10.722222222222221,7450000.0,6.561,5.305,0.08537703415081366,11.302805369127517,3360000.0,71290000.0,18.971,0.0,0.0,0.10450273530649459,0.5981827256944444,8.997619791666667,0.0,5.062,15.407,-0.3360746527777767
Second Chance,https://www2.sgx.com/securities/equities/528,0.25,0.01,32.72291666666667,25.0,5770000.0,32.601,17.927,0.03236118900729108,7.725303292894281,42000000.0,305380000.0,3.032,0.016532477579438983,1.885,0.01889449210819307,6.112196180555556,31.954166666666666,0.0,-13.104,-34.896,-7.72291666666667
Amara,https://www2.sgx.com/securities/equities/A34,0.47,0.06,8.318999999999999,7.833333333333333,31970000.0,21.626,30.689,0.05271749884572258,8.915445730372223,14980000.0,793490000.0,8.216,0.06546266150664455,4.138,0.040290362827508856,2.4290164,6.41456,81480000.0,5.313,3.658,-0.485666666666666
Kimly,https://www2.sgx.com/securities/equities/1D0,0.245,0.02,13.510446808510638,12.25,21410000.0,11.889,10.458,0.10379599553982644,2.3603993460999533,71670000.0,115770000.0,27.833,0.07688716512245924,17.912,0.1849356482681178,1.4749465821638752,11.826723404255318,60000.0,0.0,0.0,-1.260446808510638
Tiong Seng,https://www2.sgx.com/securities/equities/BFI,0.225,0.02,11.409375,11.25,8810000.0,3.929,2.221,0.04887927208166889,4.6031782065834275,39980000.0,665230000.0,3.252,0.013868119067483118,1.117,0.01324353982833005,0.25576171875000003,3.7846875000000004,5060000.0,-12.636,-3.642,-0.1593750000000007
Mewah Intl,https://www2.sgx.com/securities/equities/MV4,0.275,0.01,20.621071428571426,27.5,20050000.0,0.929,0.499,0.020728870509175497,13.266521197007483,48280000.0,1255070000.0,2.855,0.026456422774955465,1.186,0.015975204570263014,0.10128348214285714,8.940446428571429,8910000.0,-1.513,-6.643,6.878928571428574
Metro,https://www2.sgx.com/securities/equities/M01,1.01,0.17,19.94504854368932,5.941176470588235,42340000.0,20.271,25.817,0.05214671034805528,19.36843174303259,189630000.0,1701920000.0,11.09,0.022609187852767942,2.42,0.024877785089780953,5.001941936091997,18.700689320388353,0.0,-6.138,19.278,-14.003872073101086
Great Eastern,https://www2.sgx.com/securities/equities/G07,25.55,1.49,16.292795275590553,17.14765100671141,740700000.0,7.73,6.255,0.10141129694739263,251.94431753746457,0.0,85042000000.0,9.899,0.0,0.896,0.008709813974271537,0.9654983087743954,14.974580052493438,5380000.0,2.991,1.881,0.8548557311208569
PropNex,https://www2.sgx.com/securities/equities/OYY,0.525,0.06,10.089467213114755,8.75,19410000.0,5.943,5.083,0.12779826178562023,4.108037094281299,75670000.0,142110000.0,45.689,0.06614414721417618,18.712,0.1365843360776863,0.3903638134909971,8.62204918032787,0.0,0.0,0.0,-1.3394672131147551
Golden Energy,https://www2.sgx.com/securities/equities/AUE,0.215,0.02,9.51351111111111,10.75,53320000.0,10.987,7.027,0.07209497282241271,2.982177419354839,115110000.0,960830000.0,11.933,0.06148382186757685,8.598,0.05549368774913356,0.3405812345679012,4.283755555555555,71140000.0,47.086,0.0,1.2364888888888892
Hotel Grand,https://www2.sgx.com/securities/equities/H18,1.3,0.04,0.0,32.5,0.0,0.0,0.0,0.0,0.0,225400000.0,1621880000.0,2.021,0.0,0.0,0.0,0.0,0.0,1780000.0,-1.809,9.382,32.5
UOA,https://www2.sgx.com/securities/equities/EH5,0.69,0.07,10.33059375,9.857142857142856,100840000.0,36.64,28.77,0.7593373493975902,0.9086870289567632,341180000.0,2583500000.0,7.431,0.03233522949547551,6.506,0.039032320495451904,0.7206591796875,2.224171875,340000.0,1.268,-4.166,-0.47345089285714437
Bonvests,https://www2.sgx.com/securities/equities/B28,1.28,0.03,42.918,42.66666666666667,12170000.0,11.101,5.712,0.015692089484881697,81.5697617091208,63970000.0,1284840000.0,1.383,0.011111719805704686,1.037,0.00947199651318452,2.323,13.188,7560000.0,4.11,-26.353,-0.25133333333332786
Civmec,https://www2.sgx.com/securities/equities/P9D,0.33,0.05,8.321424657534248,6.6,20380000.0,3.484,2.758,0.07562432743329994,4.363675171736997,24390000.0,479600000.0,14.287,0.050583271283196826,4.524,0.04249374478732277,0.21252767873897546,5.629890410958905,34370000.0,17.337,-2.321,-1.7214246575342482
Stamford Tyres,https://www2.sgx.com/securities/equities/S29,0.265,0.02,35.053140000000006,13.25,1780000.0,3.122,0.705,0.013925833202941636,19.02938202247191,21880000.0,266620000.0,4.143,0.008439618794746574,0.686,0.006676168329457655,0.26292240000000006,6.66952,26170000.0,-4.913,-14.827,-21.803140000000006
BRC Asia,https://www2.sgx.com/securities/equities/BEC,1.32,0.05,20.833661538461538,26.4,15620000.0,2.84,2.183,0.024969228064005627,52.86507042253521,41080000.0,698740000.0,5.95,0.04424678488470908,2.73,0.022354523857228727,0.44745656804733724,11.048399999999999,44450000.0,1.772,-22.679,5.566338461538461
Pacific Century,https://www2.sgx.com/securities/equities/P15,0.35,0.02,18.825138888888887,17.5,49960000.0,275.455,319.821,0.05165693015561185,6.77547037630104,13110000.0,1424340000.0,3.58,0.0,3.528,0.03507589480039878,58.52588734567901,18.687083333333334,0.0,18.713,-3.547,-1.3251388888888869
Dutech,https://www2.sgx.com/securities/equities/CZ4,0.25,0.04,8.295555555555556,6.25,10740000.0,3.32,2.926,0.23562966213251427,1.0609869646182495,351760000.0,1544710000.0,5.902,0.0055616834190371145,3.414,0.0069527613597374265,0.2691358024691358,4.187777777777778,2930000.0,12.06,-11.945,-2.0455555555555556
Teckwah,https://www2.sgx.com/securities/equities/561,0.415,0.03,13.47130487804878,13.833333333333334,7110000.0,6.88,5.089,0.11314449395289625,3.6678762306610406,36050000.0,193540000.0,4.654,0.027205938624014693,4.364,0.03673659191898316,0.5850117489589529,5.218878048780487,2160000.0,-1.023,-10.225,0.36202845528455363
SEVAK,https://www2.sgx.com/securities/equities/BAI,2.97,0.05,10.18509677419355,59.4,3830000.0,1.548,1.361,0.11644876862268166,25.50477806788512,18460000.0,67860000.0,8.74,0.038395989974937345,5.31,0.056439728853521956,0.1251664932362123,7.944967741935484,5250000.0,0.0,0.0,49.21490322580645
Sing Inv & Fin,https://www2.sgx.com/securities/equities/S35,1.47,0.15,9.64375471698113,9.8,24030000.0,55.432,46.365,-0.4231378763866878,-3.4740449438202243,0.0,2814040000.0,6.858,0.0,0.901,0.008539324245568648,4.133583481666072,9.236962264150943,1620000.0,8.583,15.955,0.15624528301887075
Shinvest,https://www2.sgx.com/securities/equities/BJW,1.04,0.02,10.08581052631579,52.0,3050000.0,6.085,5.68,0.08411472697186984,12.36406557377049,8660000.0,93980000.0,7.893,0.032278547994496774,4.674,0.032453713556075764,0.5249205540166206,5.138694736842106,5380000.0,12.743,214.8,41.91418947368421
IHH,https://www2.sgx.com/securities/equities/Q0F,1.88,0.07,89.66041988950276,26.857142857142854,541840000.0,13.392,4.252,0.010586540533707476,177.58397977262658,8110580000.0,45114510000.0,2.248,0.01066605564797607,1.166,0.012010326611105829,4.565666737889564,35.43851933701657,38630000.0,10.884,-3.338,-62.80327703235991
HPL,https://www2.sgx.com/securities/equities/H15,3.7,0.22,17.908948717948718,16.81818181818182,121320000.0,14.714,21.517,0.04643152383576743,79.6872403560831,142390000.0,3154930000.0,5.723,0.04448355516444836,3.821,0.038454101992754196,3.1727317554240635,10.334384615384616,28680000.0,-3.948,-7.902,-1.0907668997668978
PanUnited,https://www2.sgx.com/securities/equities/P52,0.31,0.01,31.439636363636364,31.0,6070000.0,1.329,0.758,0.022347397098888153,13.87186161449753,47890000.0,421850000.0,2.333,0.015517549914359486,1.088,0.014389000829678795,0.2846466115702479,8.656327272727273,33509999.999999996,0.554,-34.797,-0.4396363636363638
Excelpoint,https://www2.sgx.com/securities/equities/BDF,0.52,0.1,5.627741935483871,5.2,10990000.0,0.668,0.645,0.044280591482332085,11.74329390354868,20570000.0,384080000.0,10.683,0.047666551006245665,2.094,0.028613830451989168,0.030951092611862643,4.88883870967742,0.0,10.406,2.076,-0.42774193548387096
UOI,https://www2.sgx.com/securities/equities/U13,7.1,0.39,18.01723611111111,18.205128205128204,23830000.0,63.054,58.269,0.06372339287624344,111.41905161561058,0.0,610720000.0,6.305,0.0,3.79,0.03901951794603092,10.353303819444443,17.94722222222222,0.0,-7.681,-2.813,0.18789209401709428
Avi-Tech,https://www2.sgx.com/securities/equities/BKY,0.26,0.03,13.71522807017544,8.666666666666668,3300000.0,13.243,10.762,0.18092105263157895,1.437090909090909,32680000.0,54570000.0,9.983,0.027488546438983758,6.049,0.060472787245739415,1.3782160664819945,10.167368421052632,160000.0,8.727,47.013,-5.0485614035087725
Baker Technology,https://www2.sgx.com/securities/equities/BTP,0.43,0.09,5.234137931034483,4.777777777777778,17620000.0,42.839,42.43,0.23147661586967946,1.8576390465380248,29720000.0,304580000.0,8.326,0.05012802275960171,5.576,0.057850154310854295,2.7027792310741185,3.5566436781609196,1840000.0,-18.419,-6.226,-0.4563601532567052
Lum Chang,https://www2.sgx.com/securities/equities/L19,0.34,0.06,6.860444444444445,5.666666666666667,18980000.0,10.911,9.094,0.07764368991613826,4.378977871443626,93640000.0,614100000.0,10.684,0.03251169084773634,3.463,0.030907018400911902,0.5307253086419754,5.385222222222223,60690000.0,-12.47,2.431,-1.193777777777778
Straco,https://www2.sgx.com/securities/equities/S85,0.75,0.05,15.0740625,15.0,41840000.0,54.036,37.442,0.08156422402869563,9.19520793499044,202700000.0,372980000.0,15.203,0.05650388936905791,11.924,0.11217759665397609,5.0537109375,12.144375,9140000.0,9.854,3.936,-0.07406250000000014
SingShipping,https://www2.sgx.com/securities/equities/S19,0.29,0.03,9.262,9.666666666666666,13680000.0,25.757,21.295,0.0683624006796262,4.242097953216374,16050000.0,177800000.0,12.365,0.10179328819108564,5.735,0.07694038245219348,1.977,5.207,69810000.0,18.3,8.875,0.4046666666666656
United Global,https://www2.sgx.com/securities/equities/43P,0.49,0.03,15.077,16.333333333333332,10310000.0,8.887,7.08,0.06650325743404502,7.368060135790495,7540000.0,59700000.0,21.955,0.15258250702974693,13.199,0.17269681742043552,1.056,13.386,300000.0,-1.025,15.72,1.2563333333333322
Hupsteel,https://www2.sgx.com/securities/equities/BMH,0.79,0.05,25.821277419354836,15.8,3780000.0,5.02,5.31,0.0712401055408971,11.08925925925926,46000000.0,171480000.0,2.83,0.014796257877637296,2.232,0.022043386983904827,1.4370535691987512,17.708232258064516,0.0,-16.139,13.291,-10.021277419354835
800 Super,https://www2.sgx.com/securities/equities/5TG,0.895,0.05,27.195214285714286,17.9,5890000.0,4.985,3.564,0.028233151183970857,31.70032258064516,5610000.0,210940000.0,11.002,0.053848966904370084,2.741,0.027922632028064852,1.2473103571428574,9.10215,82850000.0,9.15,9.808,-9.295214285714287
Hock Lian Seng,https://www2.sgx.com/securities/equities/J2T,0.325,0.03,11.852533333333334,10.833333333333334,14050000.0,9.027,7.102,0.16690425279163698,1.9472241992882562,119350000.0,342800000.0,7.03,0.02464869037385309,4.137,0.04098599766627771,0.7293288888888889,8.580866666666667,0.0,17.842,-10.157,-1.0191999999999997
HMI,https://www2.sgx.com/securities/equities/588,0.655,0.02,29.774601851851855,32.75,18820000.0,16.771,11.572,0.03713496448303078,17.63836344314559,58890000.0,589240000.0,28.804,0.03140749641200227,10.474,0.03193944742380015,4.363813957475995,21.73265740740741,42500000.0,5.775,40.93,2.9753981481481446
IFS Capital,https://www2.sgx.com/securities/equities/I49,0.215,0.01,4.59997619047619,21.5,17990000.0,36.437,32.04,0.061265495164146574,3.509316286826014,66530000.0,506460000.0,11.19,0.04994724859792326,4.33,0.03552106780397267,1.3668344671201813,3.894571428571428,8189999.999999999,-14.616,0.0,16.90002380952381
Multi-Chem,https://www2.sgx.com/securities/equities/AWZ,0.695,0.06,12.087364864864863,11.583333333333332,5570000.0,2.921,1.547,0.10222059093411635,6.799021543985637,37560000.0,232740000.0,5.55,0.019377957138881158,2.885,0.023932284953166624,0.14642467129291453,7.609310810810811,870000.0,10.423,125.05,-0.5040315315315311
Old Chang Kee,https://www2.sgx.com/securities/equities/5ML,0.775,0.03,18.11636075949367,25.833333333333336,5190000.0,7.154,5.764,0.054990464081373175,14.093352601156068,12790000.0,52300000.0,14.469,0.07547993019197208,10.363,0.09923518164435946,1.023978529081878,8.696677215189874,34100000.0,4.535,-4.939,7.716972573839666
China Jinjiang,https://www2.sgx.com/securities/equities/BWM,0.6,0.06,7.36448275862069,10.0,109390000.0,24.69,18.173,0.054103111955210004,11.089935094615594,857490000.0,14594170000.0,10.612,0.007671516855035752,4.029,0.007495458803069993,1.4489892984542214,4.504137931034483,93410000.0,11.929,11.483,2.6355172413793104
LHT,https://www2.sgx.com/securities/equities/BEI,0.545,0.06,0.0,9.083333333333334,0.0,0.0,0.0,0.0,0.0,29420000.0,60890000.0,6.631,0.0,0.0,0.0,0.0,0.0,580000.0,1.227,12.912,9.083333333333334
Low Keng Huat,https://www2.sgx.com/securities/equities/F1E,0.505,0.02,24.382318181818178,25.25,15450000.0,11.344,10.937,0.01994474852834865,25.319948220064727,126750000.0,1211990000.0,2.342,0.015859980495816866,1.583,0.012747629930940025,2.0165943801652886,18.147863636363635,58800000.0,16.54,-19.985,0.867681818181822
Samurai,https://www2.sgx.com/securities/equities/1C3,0.885,0.04,21.464761904761907,22.125,4480000.0,19.701,14.667,0.04784280222127296,18.498080357142857,39290000.0,93840000.0,25.844,0.03180462870935681,18.124,0.04774083546462063,2.9477553539934496,19.494349206349206,6350000.0,0.0,0.0,0.6602380952380926
Boustead,https://www2.sgx.com/securities/equities/F9D,0.78,0.05,10.970354430379748,15.6,35340000.0,16.277,10.711,0.188994063853682,4.127113752122241,286750000.0,724580000.0,7.993,0.030934873949579833,6.578,0.04877308233735406,0.8061958019548149,6.425620253164557,20880000.0,-4.774,-21.253,4.629645569620251
Tat Seng Pkg,https://www2.sgx.com/securities/equities/T12,0.51,0.13,4.146341463414634,3.923076923076923,19340000.0,8.282,6.339,0.1555287494973864,3.279136504653568,59490000.0,303040000.0,15.738,0.057757204718530686,7.403,0.06381995776135163,0.19942891136228436,2.8560000000000003,14370000.0,9.105,10.314,-0.22326454033771137
Wee Hur,https://www2.sgx.com/securities/equities/E3B,0.21,0.03,7.720851063829788,7.0,25010000.0,16.714,11.302,0.11166175551388517,1.8806797281087564,176350000.0,767640000.0,6.961,0.02682727994336344,4.096,0.03258037621801886,0.5981149841557267,5.637829787234043,3320000.0,-2.37,3.875,-0.7208510638297883
Lung Kee Bermuda,https://www2.sgx.com/securities/equities/L09,0.6,0.27,12.752459016393443,2.222222222222222,170520000.0,9.176,6.608,0.10895220083190105,5.507002111189303,645780000.0,2630090000.0,7.564,0.043481697754771585,6.221,0.06483428323745576,0.8291319537758667,6.207540983606557,0.0,3.047,3.271,-10.530236794171222
MindChamps,https://www2.sgx.com/securities/equities/CNE,0.62,0.03,23.285558823529414,20.666666666666668,6380000.0,20.555,17.551,0.04294272060308272,14.437836990595612,35440000.0,93730000.0,10.872,0.04440423162583519,7.866,0.06806785447562147,3.66776124567474,19.31026470588235,24840000.0,0.0,0.0,-2.6188921568627457
Nam Lee Metal,https://www2.sgx.com/securities/equities/G0I,0.375,0.05,9.330208333333335,7.5,9770000.0,8.407,7.06,0.22265268915223335,1.6842374616171956,45290000.0,172570000.0,8.768,0.03775845410628019,5.784,0.056614707075389695,0.6846788194444445,6.822916666666667,470000.0,-1.87,5.998,-1.830208333333335
