names,openprice,high_low,close,prevclosedate,marketcap,sharesoutstanding,p_float,avgvolume,normalizedeps,mthvwap,unadjvwap,adjvwap,peratio,price_sales,price_cf,pricebookvalue,dividend,divident_5_yr_avg,debt,long_term_debt_equity,enterprisevalue,assets,cash,roe,roa,capex,ebit,revenue,operating_income,operating_margin,netincome,net_profit_margin,revenue_per_share_5_yr_growth,eps_per_share_5_yr_growth,ebita,industry
Haw Par,12.740,12.830,-,20 Dec 2019,"2,836.36M",221.07M,63.93%,1.49M,0.81,-,SGD 13.41946,SGD 13.47117,-,-,-,-,-,-,-,-,"2,340.18M","3,030.45M",519.43M,-,-,-,-,178.83,190.99M,-,189.78M,-,-,-,-,Pharmaceuticals / 
Q&M Dental,0.485,0.480,-,20 Dec 2019,386.35M,785.62M,20.75%,4.34M,0.02,-,SGD 0.49922,SGD 0.49922,-,-,-,-,-,-,-,77.889,448.05M,214.15M,24.92M,-,-,-,-,154.94,12.87M,-,13.31M,-,-,-,-,Healthcare Services / Healthcare Facilities & Services / 
First Resources,1.850,1.880,-,20 Dec 2019,"2,978.06M",1.58B,29.24%,28.65M,0.1,-,SGD 1.63244,SGD 1.64389,-,-,-,-,-,-,-,37.642,"3,419.11M","1,571.04M",55.36M,-,-,-,-,453.67,187.15M,-,100.86M,-,-,-,-,Food & Beverages / Food Processing / 
UMS,0.985,1.010,-,20 Dec 2019,541.79M,536.43M,76.08%,126.85M,0.08,-,SGD 0.82097,SGD 0.82097,-,-,-,-,-,-,-,1.496,547.98M,275.03M,18.93M,-,-,-,-,111.09,44.62M,-,33.90M,-,-,-,-,Technology Equipment / Semiconductors / 
Sunpower,0.570,0.600,-,20 Dec 2019,463.83M,770.50M,35.51%,32.59M,0.07,-,SGD 0.51065,SGD 0.5238,-,-,-,-,-,-,-,98.680,732.25M,"6,623.45M",782.58M,-,-,-,-,"1,435.34",394.70M,-,52.76M,-,-,-,-,Industrial Goods / Industrial Machinery & Equipment / 
Penguin Intl,0.720,0.765,-,20 Dec 2019,168.43M,220.17M,66.99%,20.57M,0.04,-,SGD 0.6475,SGD 0.6475,-,-,-,-,-,-,-,0.055,126.89M,206.75M,42.62M,-,-,-,-,119.85,15.50M,-,16.29M,-,-,-,-,"Transportation / Passenger Transportation, Ground & Sea / "
GS Hldg,0.720,0.735,-,20 Dec 2019,135.97M,184.99M,20.56%,6.18M,-0.03,-,SGD 0.51873,SGD 0.51362,-,-,-,-,-,-,-,"1,160.309",144.23M,17.42M,1.33M,-,-,-,-,9.20,-3.54M,-,3.17M,-,-,-,-,Industrial & Commercial Services / Business Support Services / 
Clearbridge,0.133,0.135,-,20 Dec 2019,77.57M,574.57M,43.66%,21.46M,-0.03,-,SGD 0.14906,SGD 0.14906,-,-,-,-,-,-,-,5.074,72.69M,62.76M,7.77M,-,-,-,-,0.12,-18.40M,-,-10.44M,-,-,-,-,Healthcare Services / Healthcare Facilities & Services / 
Olam Intl,1.820,1.770,-,20 Dec 2019,"5,789.70M",3.19B,69.14%,8.14M,0.07,-,SGD 1.8545,SGD 1.85455,-,-,-,-,-,-,-,102.620,"14,577.57M","23,446.82M","2,480.37M",-,-,-,-,"28,230.59",866.55M,-,270.38M,-,-,-,-,Food & Beverages / Food Processing / 
Seroja Inv,0.064,0.064,-,20 Dec 2019,24.98M,390.39M,67.44%,2.10M,0.0,-,SGD 0.07509,SGD 0.07509,-,-,-,-,-,-,-,0.240,26.64M,74.50M,5.10M,-,-,-,-,34.65,2.84M,-,1.15M,-,-,-,-,Transportation / Marine Freight & Logistics / 
HMI,0.725,0.725,-,20 Dec 2019,608.26M,837.34M,32.70%,4.64M,0.02,-,SGD 0.71628,SGD 0.71397,-,-,-,-,-,-,-,108.072,692.93M,756.02M,81.91M,-,-,-,-,397.81,68.62M,-,15.98M,-,-,-,-,Healthcare Services / Healthcare Facilities & Services / 
Geo Energy Res,0.145,0.148,-,20 Dec 2019,207.09M,1.40B,26.30%,12.26M,0.02,-,SGD 0.1474,SGD 0.1474,-,-,-,-,-,-,-,167.078,333.79M,548.58M,197.19M,-,-,-,-,182.11,28.79M,-,-33.07M,-,-,-,-,Energy - Fossil Fuels / Coal / 
Silverlake Axis,0.400,0.405,-,20 Dec 2019,"1,092.07M",2.65B,29.78%,27.17M,0.03,-,SGD 0.45305,SGD 0.45289,-,-,-,-,-,-,-,10.654,912.61M,"1,182.36M",622.98M,-,-,-,-,636.28,313.46M,-,76.83M,-,-,-,-,Software & IT Services / Software / 
Singapore-eDev,0.042,0.043,-,20 Dec 2019,47.38M,1.10B,20.73%,174.75M,-0.01,-,SGD 0.04702,SGD 0.04702,-,-,-,-,-,-,-,-,46.49M,67.78M,3.12M,-,-,-,-,1.70,-7.53M,-,-5.70M,-,-,-,-,Real Estate / Real Estate Services / 
Tianjin ZX USD,0.835,USD 0.850,-,20 Dec 2019,"11,653.02M",768.87M,54.40%,53.95M,0.74,-,USD 0.84282,USD 0.84282,-,-,-,-,-,-,-,-,"10,409.03M","7,105.31M","1,508.37M",-,-,-,-,"7,080.55",641.55M,-,605.84M,-,-,-,-,Pharmaceuticals / 
Indofood Agri,0.330,0.325,-,20 Dec 2019,470.53M,1.40B,17.42%,4.45M,-0.01,-,SGD 0.3238,SGD 0.3238,-,-,-,-,-,-,-,35.786,"1,337.45M","37,514,251.00M","2,228,869.00M",-,-,-,-,"13,835,444.00","569,348.00M",-,-59.18M,-,-,-,-,Food & Beverages / Fishing & Farming / 
SingTel 10,3.300,3.380,-,20 Dec 2019,"55,192.36M",16.32B,94.87%,486.11M,0.19,-,SGD 3.28646,SGD 3.28646,-,-,-,-,-,-,-,29.439,"65,343.76M","48,914.80M",512.70M,-,-,-,-,"16,961.20","2,537.90M",-,"1,468.80M",-,-,-,-,Telecommunications Services / Integrated Telecommunications Services / 
SIIC Environment,0.265,0.260,-,20 Dec 2019,676.73M,2.60B,44.15%,22.13M,0.03,-,SGD 0.24537,SGD 0.24552,-,-,-,-,-,-,-,110.893,"2,802.08M","29,718.75M","2,136.29M",-,-,-,-,"1,803.80","1,463.75M",-,113.28M,-,-,-,-,Utilities / Water Utilities / 
Sino Grandness,0.037,0.039,-,20 Dec 2019,44.83M,1.15B,39.09%,110.17M,0.04,-,SGD 0.04631,SGD 0.04631,-,-,-,-,-,-,-,0.071,103.69M,"4,614.93M",621.79M,-,-,-,-,"3,313.90",386.90M,-,6.19M,-,-,-,-,Food & Beverages / Non-Alcoholic Beverages / 
Koh Eco,0.052,0.052,-,20 Dec 2019,91.81M,1.77B,29.27%,87.87M,0.0,-,SGD 0.05133,SGD 0.05133,-,-,-,-,-,-,-,1.805,118.02M,250.10M,21.32M,-,-,-,-,44.78,7.02M,-,4.77M,-,-,-,-,Industrial & Commercial Services / Construction & Engineering / 
LionGold,0.001,0.001,-,20 Dec 2019,31.71M,8.70B,85.83%,62.69M,0.0,-,SGD 0.00102,SGD 0.00102,-,-,-,-,-,-,-,116.291,42.55M,41.95M,5.58M,-,-,-,-,67.12,1.21M,-,-0.13M,-,-,-,-,Mineral Resources / Gold / 
Japfa,0.585,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moya Asia,0.072,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interra Resource,0.079,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broadway Ind,0.100,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRC Asia,1.510,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyna-Mac,0.132,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSE Global,0.540,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UIC,2.860,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Overseas Edu,0.370,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHS,0.170,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Addvalue Tech,0.028,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GuocoLand,1.950,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarine Tech,0.350,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEE Land,0.147,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chasen,0.076,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UnUsUaL,0.290,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tritech,0.025,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mermaid Maritime,0.099,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomson Medical,0.059,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiong Woon,0.535,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fu Yu,0.250,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Procurri,0.495,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GL,0.795,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vividthree,0.135,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trendlines,0.095,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metal Component,0.031,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBS Transit,3.850,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SunMoonFood,0.047,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avarga,0.150,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TheHourGlass,0.805,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OUE,1.490,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IHH,1.810,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lian Beng,0.510,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Grand,1.290,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IEV,0.050,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB Dev,0.122,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perennial Hldgs,0.530,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delfi,1.000,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mencast,0.071,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Straits Trading,2.100,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISOTeam,0.245,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunningdale Tech,1.300,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ho Bee Land,2.410,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISDN,0.215,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InnoTek,0.445,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Banks,0.290,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunright,0.515,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Smart,0.350,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medtecs Intl,0.037,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimly,0.245,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food Empire,0.640,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro,0.935,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sen Yue,0.031,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverstone,0.935,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avi-Tech,0.410,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hiap Hoe,0.795,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChinaSunsine,0.520,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PanUnited,0.340,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spackman,0.016,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MarcoPolo Marine,0.019,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AusGroup,0.033,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hock Lian Seng,0.375,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Eastern,21.530,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ValueMax,0.315,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halcyon Agri,0.450,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAF,0.800,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jadason,0.035,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isetan,4.810,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nam Cheong,0.008,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hai Leck,0.535,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Leong Asia,0.665,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F & N,1.730,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uni-Asia Grp,0.745,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heeton,0.470,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSC,0.023,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceanus,0.004,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5 Capital,0.030,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinarmas Land,0.245,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ellipsiz,0.390,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSH,0.435,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Top Glove,1.570,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yongnam,0.147,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMOS,0.042,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gallant Venture,0.114,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Place Hldg,0.018,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumbo,0.380,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SingHaiyi,0.092,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miyoshi,0.032,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biolidics,0.230,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SingHoldings,0.395,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Powermatic Data,2.700,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APAC Realty,0.490,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotung Inv,1.700,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Challenger,0.530,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hanwell,0.220,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JEP,0.220,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zheneng Jinjiang,0.600,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shinvest,2.370,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Fok,0.800,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSL,0.930,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonvests,1.230,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Second Chance,0.230,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuan Sing,0.320,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEI,0.960,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winas,0.025,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEC,0.595,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwa Hong,0.320,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centurion,0.435,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wee Hur,0.215,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roxy-Pacific,0.380,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Haida,0.011,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheung Woh,0.152,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intraco,0.285,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spura Finance,0.875,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ley Choon,0.015,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dutech,0.275,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GP Industries,0.595,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatten Land,0.090,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UOB Kay Hian,1.240,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boustead Proj,0.885,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCIL HK$,2.110,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Century,0.315,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICOM,7.800,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeo Hiap Seng,0.940,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hiap Tong,0.066,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBR,0.162,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SingShipping,0.290,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Toyo,0.165,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nordic,0.275,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC Surgical,0.520,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sysma,0.151,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sing Inv & Fin,1.430,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Straco,0.680,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golden Energy,0.160,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serial System,0.080,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFAST,1.030,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EuroSports Gbl,0.190,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micro-Mechanics,1.850,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTI,0.030,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercurius,0.045,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiutian Chemical,0.016,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AsiaMedic,0.012,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NeraTel,0.265,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silkroad Nickel,0.230,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banyan Tree,0.410,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Global,0.500,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nam Lee Metal,0.375,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UOI,7.050,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YHI Intl,0.345,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World Class Gbl,0.160,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QT Vascular,0.003,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Star Food,0.027,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISEC,0.370,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSH,0.360,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aoxin Q & M,0.200,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Lai Huat,0.172,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capital World,0.008,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCG Investment,0.002,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNE Industries,0.930,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anchun Intl,0.320,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Healthway Med,0.025,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Venture,0.230,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vicplas Intl,0.100,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan Foods,0.425,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imperium Crown,0.014,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lum Chang,0.360,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker Technology,0.380,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneApex,0.140,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEVAK,3.070,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bund Center,0.545,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSH,0.210,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTJ,0.190,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duty Free Intl,0.152,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KingsmenCreative,0.440,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OUE Lippo HC,0.059,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artivision Tech,0.003,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Far East Orchard,1.180,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore O&G,0.295,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lion Asiapac,0.415,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union Gas,0.245,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragrance,0.130,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nico Steel,0.003,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Debao Property,0.067,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspial,0.154,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intl Cement,0.025,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Intl,0.295,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Jishan,0.170,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eneco Energy,0.034,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HealthBank,0.080,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karin Tech,0.320,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GKE,0.063,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reclaims Global,0.300,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ntegrator Intl,0.007,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JB Foods,0.635,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
