names,openprice,high_low,close,prevclosedate,marketcap,sharesoutstanding,p_float,avgvolume,normalizedeps,mthvwap,unadjvwap,adjvwap,peratio,price_sales,price_cf,pricebookvalue,dividend,divident_5_yr_avg,debt,long_term_debt_equity,enterprisevalue,assets,cash,roe,roa,capex,ebit,revenue,operating_income,operating_margin,netincome,net_profit_margin,revenue_per_share_5_yr_growth,eps_per_share_5_yr_growth,ebita,industry
Genting Sing,0.920,0.935,-,jan_01_2020,"11,307.92M",12.06B,47.06%,377.72M,0.06,-,SGD 0.91181,SGD 0.91179,-,-,-,-,-,-,-,10.695,"8,132.25M","9,767.14M","4,214.24M",-,-,-,-,"2,400.90",975.19M,-,682.93M,-,-,-,-,Cyclical Consumer Services / Casinos & Gaming / 
SIA,9.040,9.120,-,jan_01_2020,"10,942.64M",1.19B,99.64%,22.31M,0.62,-,SGD 9.16758,SGD 9.16863,-,-,-,-,-,-,-,48.343,"14,536.24M","30,505.20M","3,060.80M",-,-,-,-,"15,238.70",997.60M,-,692.30M,-,-,-,-,Transportation / Airlines / 
Jardine C&C,30.100,30.830,-,jan_01_2020,"12,185.13M",395.24M,23.99%,6.27M,1.58,-,SGD 31.74647,SGD 31.77407,-,-,-,-,-,-,-,46.777,"19,671.58M","27,319.90M","1,949.30M",-,-,-,-,"15,718.30","1,719.90M",-,"1,047.76M",-,-,-,-,Automobiles & Auto Parts / Auto & Truck Manufacturers / 
CityDev,10.950,10.750,-,jan_01_2020,"9,774.99M",906.90M,42.19%,31.34M,0.62,-,SGD 9.95509,SGD 9.98525,-,-,-,-,-,-,-,50.483,"14,711.91M","20,885.69M","1,953.60M",-,-,-,-,"3,905.45",904.58M,-,568.29M,-,-,-,-,Real Estate / Real Estate Development & Operations / 
Rex Intl,0.205,0.184,-,jan_01_2020,241.76M,1.31B,47.62%,"1,567.32M",-0.02,-,SGD 0.12924,SGD 0.12924,-,-,-,-,-,-,-,-,231.31M,208.90M,34.12M,-,-,-,-,0.35,14.04M,-,41.67M,-,-,-,-,Energy - Fossil Fuels / Oil & Gas Exploration and Productio / 
SATS,5.060,5.140,-,jan_01_2020,"5,777.65M",1.12B,99.03%,35.46M,0.23,-,SGD 4.95262,SGD 4.95238,-,-,-,-,-,-,-,5.796,"5,523.52M","2,408.43M",349.86M,-,-,-,-,"1,698.15",235.43M,-,234.21M,-,-,-,-,Transportation / Airport Services / 
Sembcorp Marine,1.320,1.280,-,jan_01_2020,"2,676.36M",2.09B,99.07%,91.53M,-0.04,-,SGD 1.32388,SGD 1.32385,-,-,-,-,-,-,-,137.279,"6,068.06M","8,577.26M",837.72M,-,-,-,-,"4,968.13",-52.32M,-,-53.52M,-,-,-,-,Industrial Goods / Shipbuilding / 
JSH USD,30.650,USD 30.920,-,jan_01_2020,"34,263.51M",1.11B,15.75%,7.15M,3.18,-,USD 32.35491,USD 32.23383,-,-,-,-,-,-,-,32.685,"47,499.51M","88,533.00M","4,640.00M",-,-,-,-,"29,391.00","4,210.00M",-,"2,522.00M",-,-,-,-,Industrial Conglomerates / Industrial Conglomerates / 
Raffles Medical,1.000,0.980,-,jan_01_2020,"1,791.69M",1.83B,45.64%,24.09M,0.04,-,SGD 1.00409,SGD 1.00402,-,-,-,-,-,-,-,12.141,"1,802.21M","1,116.29M",105.98M,-,-,-,-,410.54,84.24M,-,63.47M,-,-,-,-,Healthcare Services / Healthcare Facilities & Services / 
AEM,2.020,1.900,-,jan_01_2020,519.28M,269.71M,79.10%,160.18M,0.12,-,SGD 1.34674,SGD 1.34649,-,-,-,-,-,-,-,0.055,460.65M,136.43M,58.89M,-,-,-,-,46.80,39.75M,-,40.41M,-,-,-,-,Technology Equipment / Semiconductors / 
Golden Agri-Res,0.235,0.220,-,jan_01_2020,"2,824.26M",12.73B,49.62%,"1,268.99M",0.0,-,SGD 0.23258,SGD 0.23245,-,-,-,-,-,-,-,36.203,"6,652.22M","8,545.58M",510.60M,-,-,-,-,"6,510.05",121.09M,-,45.68M,-,-,-,-,Food & Beverages / Food Processing / 
BreadTalk,0.645,0.620,-,jan_01_2020,349.55M,563.27M,31.89%,35.86M,0.03,-,SGD 0.61885,SGD 0.62975,-,-,-,-,-,-,-,96.035,385.71M,608.86M,189.77M,-,-,-,-,624.15,32.94M,-,11.73M,-,-,-,-,Cyclical Consumer Services / Restaurants & Bars / 
UOL,8.320,8.030,-,jan_01_2020,"6,771.78M",843.31M,54.41%,21.44M,0.55,-,SGD 7.55762,SGD 7.55791,-,-,-,-,-,-,-,29.796,"10,804.43M","20,620.36M",677.17M,-,-,-,-,"1,278.75",710.09M,-,482.22M,-,-,-,-,Real Estate / Real Estate Development & Operations / 
Yoma Strategic,0.350,0.345,-,jan_01_2020,769.77M,2.23B,55.28%,81.03M,0.02,-,SGD 0.35155,SGD 0.35302,-,-,-,-,-,-,-,46.709,"1,168.55M","1,201.88M",80.73M,-,-,-,-,82.22,56.34M,-,-41.40M,-,-,-,-,Real Estate / Real Estate Development & Operations / 
SIA Engineering,2.820,2.830,-,jan_01_2020,"3,181.25M",1.12B,99.39%,10.28M,0.14,-,SGD 2.67937,SGD 2.67973,-,-,-,-,-,-,-,0.822,"2,678.96M","1,845.28M",521.58M,-,-,-,-,"1,112.67",56.97M,-,169.97M,-,-,-,-,Transportation / Airport Services / 
Yanlord Land,1.210,1.160,-,jan_01_2020,"2,260.53M",1.93B,27.40%,32.31M,0.36,-,SGD 1.19234,SGD 1.19276,-,-,-,-,-,-,-,133.593,"8,345.63M","106,680.78M","10,317.37M",-,-,-,-,"16,581.36","10,541.66M",-,291.35M,-,-,-,-,Real Estate / Real Estate Development & Operations / 
Chip Eng Seng,0.620,0.610,-,jan_01_2020,502.65M,782.52M,63.03%,11.95M,0.11,-,SGD 0.64036,SGD 0.64037,-,-,-,-,-,-,-,205.709,"2,106.45M","3,086.54M",207.33M,-,-,-,-,676.45,98.04M,-,51.61M,-,-,-,-,Real Estate / Real Estate Development & Operations / 
SingPost,0.935,0.930,-,jan_01_2020,"2,115.83M",2.25B,83.56%,67.06M,0.02,-,SGD 0.94934,SGD 0.94938,-,-,-,-,-,-,-,0.560,"2,007.26M","2,619.24M",399.45M,-,-,-,-,"1,151.54",70.96M,-,11.05M,-,-,-,-,Transportation / Air Freight & Logistics / 
Hi-P,1.530,1.520,-,jan_01_2020,"1,348.51M",804.20M,14.67%,80.69M,0.12,-,SGD 1.35901,SGD 1.35901,-,-,-,-,-,-,-,-,"1,230.98M","1,224.68M",286.65M,-,-,-,-,"1,362.58",124.49M,-,102.68M,-,-,-,-,Industrial Goods / Industrial Machinery & Equipment / 
StarHub,1.420,1.410,-,jan_01_2020,"2,441.63M",1.73B,88.80%,45.43M,0.11,-,SGD 1.39973,SGD 1.40118,-,-,-,-,-,-,-,192.561,"3,304.13M","2,653.50M",166.00M,-,-,-,-,"2,444.30",273.50M,-,171.50M,-,-,-,-,Telecommunications Services / Wireless Telecommunications Services / 
Sheng Siong,1.240,1.230,-,jan_01_2020,"1,849.35M",1.50B,41.31%,24.89M,0.05,-,SGD 1.16089,SGD 1.16038,-,-,-,-,-,-,-,-,"1,762.12M",436.34M,87.23M,-,-,-,-,764.43,83.79M,-,75.87M,-,-,-,-,Food & Drug Retailing / Food Retail & Distribution / 
DairyFarm USD,5.710,USD 5.870,-,jan_01_2020,"7,940.37M",1.35B,22.21%,28.14M,0.05,-,USD 6.08283,USD 6.33063,-,-,-,-,-,-,-,278.607,"12,406.37M","8,664.10M",296.20M,-,-,-,-,"11,137.30",201.30M,-,65.00M,-,-,-,-,Food & Drug Retailing / Food Retail & Distribution / 
MM2 Asia,0.305,0.280,-,jan_01_2020,325.59M,1.16B,48.90%,25.64M,0.02,-,SGD 0.23008,SGD 0.23008,-,-,-,-,-,-,-,86.930,530.01M,665.72M,18.57M,-,-,-,-,95.72,57.68M,-,19.14M,-,-,-,-,Cyclical Consumer Services / Entertainment Production / 
Synagie,0.129,0.108,-,jan_01_2020,32.88M,304.48M,17.94%,139.05M,-0.04,-,SGD 0.14597,SGD 0.14597,-,-,-,-,-,-,-,-,25.35M,22.76M,7.53M,-,-,-,-,0.19,-6.83M,-,-7.70M,-,-,-,-,Telecommunications Services / Integrated Telecommunications Services / 
Frencken,0.925,0.910,-,jan_01_2020,386.09M,424.27M,62.59%,56.61M,0.08,-,SGD 0.75379,SGD 0.75379,-,-,-,-,-,-,-,0.457,387.71M,463.74M,67.08M,-,-,-,-,439.38,40.16M,-,42.15M,-,-,-,-,Industrial Goods / Industrial Machinery & Equipment / 
TEE Intl,0.056,0.058,-,jan_01_2020,37.59M,725.60M,23.90%,389.85M,-0.03,-,SGD 0.05652,SGD 0.05652,-,-,-,-,-,-,-,205.474,285.27M,653.19M,61.04M,-,-,-,-,261.71,-13.86M,-,-18.17M,-,-,-,-,Industrial & Commercial Services / Construction & Engineering / 
Oxley,0.355,0.350,-,jan_01_2020,"1,457.77M",4.16B,16.94%,51.51M,0.03,-,SGD 0.33188,SGD 0.33188,-,-,-,-,-,-,-,149.157,"4,563.59M","6,193.92M",474.41M,-,-,-,-,981.36,274.41M,-,143.89M,-,-,-,-,Real Estate / Real Estate Development & Operations / 
Wing Tai,2.020,1.990,-,jan_01_2020,"1,579.92M",768.50M,56.62%,8.48M,0.05,-,SGD 2.03519,SGD 2.03552,-,-,-,-,-,-,-,17.870,"1,989.71M","4,359.64M",217.33M,-,-,-,-,544.53,24.63M,-,51.46M,-,-,-,-,Real Estate / Real Estate Development & Operations / 
GSS Energy,0.104,0.084,-,jan_01_2020,41.68M,496.16M,64.80%,185.47M,0.01,-,SGD 0.08393,SGD 0.08393,-,-,-,-,-,-,-,-,37.78M,76.93M,8.93M,-,-,-,-,93.81,2.81M,-,2.36M,-,-,-,-,Industrial Goods / Industrial Machinery & Equipment / 
Y Ventures,0.124,0.110,-,jan_01_2020,25.26M,229.66M,32.08%,214.83M,-0.03,-,SGD 0.11421,SGD 0.11421,-,-,-,-,-,-,-,27.353,27.61M,13.31M,1.13M,-,-,-,-,12.11,-3.90M,-,-5.91M,-,-,-,-,Software & IT Services / Internet Services / 
Creative,3.170,2.950,-,jan_01_2020,221.25M,70.40M,60.15%,1.45M,-0.27,-,SGD 3.25038,SGD 3.25038,-,-,-,-,-,-,-,-,75.29M,137.70M,107.77M,-,-,-,-,84.57,-6.48M,-,-4.59M,-,-,-,-,Technology Equipment / Computer Hardware / 
China Aviation,1.270,1.250,-,jan_01_2020,"1,082.73M",860.18M,27.48%,10.37M,0.15,-,SGD 1.24209,SGD 1.2421,-,-,-,-,-,-,-,-,598.27M,"1,653.57M",357.69M,-,-,-,-,"8,987.49",33.06M,-,131.87M,-,-,-,-,Energy - Fossil Fuels / Oil & Gas Refining and Marketin / 
SingMedical,0.300,0.295,-,jan_01_2020,142.49M,483.02M,40.65%,2.97M,0.03,-,SGD 0.34774,SGD 0.34774,-,-,-,-,-,-,-,8.950,140.40M,181.84M,20.01M,-,-,-,-,30.97,15.15M,-,12.94M,-,-,-,-,Healthcare Services / Healthcare Facilities & Services / 
HRnetGroup,0.625,0.620,-,jan_01_2020,627.07M,1.01B,22.01%,7.10M,0.05,-,SGD 0.60599,SGD 0.60682,-,-,-,-,-,-,-,-,327.58M,415.31M,299.50M,-,-,-,-,356.01,65.17M,-,49.09M,-,-,-,-,Industrial & Commercial Services / Employment Services / 
G Invacom,0.165,0.148,-,jan_01_2020,41.80M,271.66M,63.94%,199.39M,0.01,-,SGD 0.13494,SGD 0.13494,-,-,-,-,-,-,-,-,46.66M,94.09M,8.38M,-,-,-,-,129.11,2.08M,-,3.67M,-,-,-,-,Technology Equipment / Communications & Networking / 
United Engineers,2.690,2.700,-,jan_01_2020,"1,721.31M",637.52M,46.16%,48.10M,0.09,-,SGD 2.67988,SGD 2.67715,-,-,-,-,-,-,-,37.799,"2,559.64M","3,621.67M",251.25M,-,-,-,-,851.19,55.00M,-,128.90M,-,-,-,-,Real Estate / Real Estate Development & Operations / 
Hong Leong Fin,2.670,2.640,-,jan_01_2020,"1,182.83M",448.04M,39.29%,1.66M,0.26,-,SGD 2.67531,SGD 2.67531,-,-,-,-,-,-,-,-,-259.50M,"13,381.26M",-,-,-,-,-,-,-,-,115.45M,-,-,-,-,Banking & Investment Services / Corporate Financial Services / 
Boustead,0.755,0.780,-,jan_01_2020,390.05M,498.07M,53.06%,5.50M,0.06,-,SGD 0.74853,SGD 0.75663,-,-,-,-,-,-,-,23.727,274.98M,884.33M,262.67M,-,-,-,-,486.65,66.14M,-,26.99M,-,-,-,-,Industrial & Commercial Services / Construction & Engineering / 
CNMC Goldmine,0.270,0.245,-,jan_01_2020,99.88M,407.69M,45.15%,15.74M,0.01,-,SGD 0.28365,SGD 0.28365,-,-,-,-,-,-,-,1.737,76.69M,59.84M,17.91M,-,-,-,-,36.47,4.13M,-,7.38M,-,-,-,-,Mineral Resources / Gold / 
COSCO SHP SG,0.330,0.320,-,jan_01_2020,716.56M,2.24B,45.34%,60.65M,0.0,-,SGD 0.30281,SGD 0.30281,-,-,-,-,-,-,-,28.817,822.08M,822.81M,72.81M,-,-,-,-,"3,519.77",24.03M,-,11.29M,-,-,-,-,Transportation / Marine Freight & Logistics / 
PropNex,0.515,0.515,-,jan_01_2020,190.55M,370.00M,21.97%,4.71M,0.06,-,SGD 0.50894,SGD 0.50898,-,-,-,-,-,-,-,-,114.88M,142.11M,75.67M,-,-,-,-,204.77,25.65M,-,14.74M,-,-,-,-,Real Estate / Real Estate Services / 
EnGro,0.965,0.975,-,jan_01_2020,115.73M,118.64M,33.89%,0.16M,0.05,-,SGD 0.95716,SGD 0.95716,-,-,-,-,-,-,-,0.781,76.74M,257.23M,43.72M,-,-,-,-,180.77,-2.21M,-,9.32M,-,-,-,-,Mineral Resources / Construction Materials / 
Frasers Property,1.690,1.690,-,jan_01_2020,"4,933.94M",2.92B,12.49%,4.81M,0.19,-,SGD 1.76355,SGD 1.76368,-,-,-,-,-,-,-,147.252,"18,749.86M","37,632.93M","3,579.98M",-,-,-,-,"3,439.59",890.04M,-,465.09M,-,-,-,-,Real Estate / Real Estate Development & Operations / 
Koufu,0.770,0.785,-,jan_01_2020,435.53M,554.81M,18.61%,15.43M,0.05,-,SGD 0.74078,SGD 0.74078,-,-,-,-,-,-,-,4.774,344.32M,159.70M,95.98M,-,-,-,-,97.29,29.05M,-,28.70M,-,-,-,-,Cyclical Consumer Services / Restaurants & Bars / 
China Everbright,0.320,0.320,-,jan_01_2020,"1,825.51M",2.86B,97.10%,30.67M,0.04,-,SGD 0.32857,SGD 0.3284,-,-,-,-,-,-,-,68.148,"2,754.91M","19,584.39M","2,253.92M",-,-,-,-,"1,815.15","1,324.80M",-,132.90M,-,-,-,-,Utilities / Water Utilities / 
Citic Envirotech,0.545,0.545,-,jan_01_2020,"1,325.64M",2.43B,15.75%,60.91M,0.04,-,SGD 0.4303,SGD 0.42993,-,-,-,-,-,-,-,85.042,"2,332.83M","3,786.76M",376.52M,-,-,-,-,348.98,198.15M,-,-1.92M,-,-,-,-,Industrial & Commercial Services / Environmental Services & Equipment / 
Bumitama Agri,0.800,0.745,-,jan_01_2020,"1,309.36M",1.74B,47.81%,17.28M,0.06,-,SGD 0.63638,SGD 0.63421,-,-,-,-,-,-,-,12.030,"1,785.81M","16,538,804.00M","299,053.00M",-,-,-,-,"5,542,123.00","1,811,910.00M",-,61.16M,-,-,-,-,Food & Beverages / Food Processing / 
Man Oriental USD,1.820,USD 1.770,-,jan_01_2020,"2,235.84M",1.26B,20.12%,8.43M,0.05,-,USD 1.54994,USD 1.54897,-,-,-,-,-,-,-,13.583,"2,687.54M","2,179.00M",246.80M,-,-,-,-,607.30,69.60M,-,9.20M,-,-,-,-,"Cyclical Consumer Services / Hotels, Motels & Cruise Lines / "
Stamford Land,0.500,0.500,-,jan_01_2020,432.04M,820.74M,43.56%,3.66M,0.05,-,SGD 0.48656,SGD 0.48656,-,-,-,-,-,-,-,-,369.53M,667.40M,168.23M,-,-,-,-,226.49,62.73M,-,33.67M,-,-,-,-,"Cyclical Consumer Services / Hotels, Motels & Cruise Lines / "
Bukit Sembawang,4.680,4.740,-,jan_01_2020,"1,227.24M",258.91M,54.35%,4.19M,0.39,-,SGD 5.08998,SGD 5.05794,-,-,-,-,-,-,-,28.151,"1,441.98M","1,781.55M",167.90M,-,-,-,-,282.00,132.87M,-,99.72M,-,-,-,-,Real Estate / Real Estate Development & Operations / 
Valuetronics,0.820,0.825,-,jan_01_2020,359.40M,435.00M,64.27%,74.48M,0.08,-,SGD 0.72432,SGD 0.72425,-,-,-,-,-,-,-,-,197.66M,"2,013.37M",930.45M,-,-,-,-,"1,952.90",224.65M,-,36.43M,-,-,-,-,Technology Equipment / Electronic Equipment & Parts / 
Haw Par,12.790,12.830,-,jan_01_2020,"2,836.36M",221.07M,63.93%,1.49M,0.81,-,SGD 13.41946,SGD 13.47117,-,-,-,-,-,-,-,-,"2,340.18M","3,030.45M",519.43M,-,-,-,-,178.83,190.99M,-,189.78M,-,-,-,-,Pharmaceuticals / 
Q&M Dental,0.480,0.480,-,jan_01_2020,386.35M,785.62M,20.75%,4.34M,0.02,-,SGD 0.49922,SGD 0.49922,-,-,-,-,-,-,-,77.889,448.05M,214.15M,24.92M,-,-,-,-,154.94,12.87M,-,13.31M,-,-,-,-,Healthcare Services / Healthcare Facilities & Services / 
First Resources,1.900,1.880,-,jan_01_2020,"2,978.06M",1.58B,29.24%,28.65M,0.1,-,SGD 1.63244,SGD 1.64389,-,-,-,-,-,-,-,37.642,"3,419.11M","1,571.04M",55.36M,-,-,-,-,453.67,187.15M,-,100.86M,-,-,-,-,Food & Beverages / Food Processing / 
UMS,1.030,1.010,-,jan_01_2020,541.79M,536.43M,76.08%,126.85M,0.08,-,SGD 0.82097,SGD 0.82097,-,-,-,-,-,-,-,1.496,547.98M,275.03M,18.93M,-,-,-,-,111.09,44.62M,-,33.90M,-,-,-,-,Technology Equipment / Semiconductors / 
Sunpower,0.620,0.600,-,jan_01_2020,463.83M,770.50M,35.51%,32.59M,0.07,-,SGD 0.51065,SGD 0.5238,-,-,-,-,-,-,-,98.680,732.25M,"6,623.45M",782.58M,-,-,-,-,"1,435.34",394.70M,-,52.76M,-,-,-,-,Industrial Goods / Industrial Machinery & Equipment / 
Penguin Intl,0.740,0.765,-,jan_01_2020,168.43M,220.17M,66.99%,20.57M,0.04,-,SGD 0.6475,SGD 0.6475,-,-,-,-,-,-,-,0.055,126.89M,206.75M,42.62M,-,-,-,-,119.85,15.50M,-,16.29M,-,-,-,-,"Transportation / Passenger Transportation, Ground & Sea / "
GS Hldg,0.735,0.735,-,jan_01_2020,135.97M,184.99M,20.56%,6.18M,-0.03,-,SGD 0.51873,SGD 0.51362,-,-,-,-,-,-,-,"1,160.309",144.23M,17.42M,1.33M,-,-,-,-,9.20,-3.54M,-,3.17M,-,-,-,-,Industrial & Commercial Services / Business Support Services / 
Clearbridge,0.138,0.135,-,jan_01_2020,77.57M,574.57M,43.66%,21.46M,-0.03,-,SGD 0.14906,SGD 0.14906,-,-,-,-,-,-,-,5.074,72.69M,62.76M,7.77M,-,-,-,-,0.12,-18.40M,-,-10.44M,-,-,-,-,Healthcare Services / Healthcare Facilities & Services / 
Olam Intl,1.810,1.770,-,jan_01_2020,"5,789.70M",3.19B,69.14%,8.14M,0.07,-,SGD 1.8545,SGD 1.85455,-,-,-,-,-,-,-,102.620,"14,577.57M","23,446.82M","2,480.37M",-,-,-,-,"28,230.59",866.55M,-,270.38M,-,-,-,-,Food & Beverages / Food Processing / 
Seroja Inv,0.072,0.064,-,jan_01_2020,24.98M,390.39M,67.44%,2.10M,0.0,-,SGD 0.07509,SGD 0.07509,-,-,-,-,-,-,-,0.240,26.64M,74.50M,5.10M,-,-,-,-,34.65,2.84M,-,1.15M,-,-,-,-,Transportation / Marine Freight & Logistics / 
HMI,,0.725,-,jan_01_2020,608.26M,837.34M,32.70%,4.64M,0.02,-,SGD 0.71628,SGD 0.71397,-,-,-,-,-,-,-,108.072,692.93M,756.02M,81.91M,-,-,-,-,397.81,68.62M,-,15.98M,-,-,-,-,Healthcare Services / Healthcare Facilities & Services / 
Geo Energy Res,0.142,0.148,-,jan_01_2020,207.09M,1.40B,26.30%,12.26M,0.02,-,SGD 0.1474,SGD 0.1474,-,-,-,-,-,-,-,167.078,333.79M,548.58M,197.19M,-,-,-,-,182.11,28.79M,-,-33.07M,-,-,-,-,Energy - Fossil Fuels / Coal / 
Silverlake Axis,0.410,0.405,-,jan_01_2020,"1,092.07M",2.65B,29.78%,27.17M,0.03,-,SGD 0.45305,SGD 0.45289,-,-,-,-,-,-,-,10.654,912.61M,"1,182.36M",622.98M,-,-,-,-,636.28,313.46M,-,76.83M,-,-,-,-,Software & IT Services / Software / 
Singapore-eDev,0.043,0.043,-,jan_01_2020,47.38M,1.10B,20.73%,174.75M,-0.01,-,SGD 0.04702,SGD 0.04702,-,-,-,-,-,-,-,-,46.49M,67.78M,3.12M,-,-,-,-,1.70,-7.53M,-,-5.70M,-,-,-,-,Real Estate / Real Estate Services / 
