names,openprice,high_low,close,prevclosedate,marketcap,sharesoutstanding,p_float,avgvolume,normalizedeps,mthvwap,unadjvwap,adjvwap,peratio,price_sales,price_cf,pricebookvalue,dividend,divident_5_yr_avg,debt,long_term_debt_equity,enterprisevalue,assets,cash,roe,roa,capex,ebit,revenue,operating_income,operating_margin,netincome,net_profit_margin,revenue_per_share_5_yr_growth,eps_per_share_5_yr_growth,ebita,industry
Tianjin ZX USD,0.850,USD 0.850,-,jan_01_2020,"11,653.02M",768.87M,54.40%,53.95M,0.74,-,USD 0.84282,USD 0.84282,-,-,-,-,-,-,-,-,"10,409.03M","7,105.31M","1,508.37M",-,-,-,-,"7,080.55",641.55M,-,605.84M,-,-,-,-,Pharmaceuticals / 
Indofood Agri,0.325,0.325,-,jan_01_2020,470.53M,1.40B,17.42%,4.45M,-0.01,-,SGD 0.3238,SGD 0.3238,-,-,-,-,-,-,-,35.786,"1,337.45M","37,514,251.00M","2,228,869.00M",-,-,-,-,"13,835,444.00","569,348.00M",-,-59.18M,-,-,-,-,Food & Beverages / Fishing & Farming / 
SingTel 10,3.320,3.380,-,jan_01_2020,"55,192.36M",16.32B,94.87%,486.11M,0.19,-,SGD 3.28646,SGD 3.28646,-,-,-,-,-,-,-,29.439,"65,343.76M","48,914.80M",512.70M,-,-,-,-,"16,961.20","2,537.90M",-,"1,468.80M",-,-,-,-,Telecommunications Services / Integrated Telecommunications Services / 
SIIC Environment,0.265,0.260,-,jan_01_2020,676.73M,2.60B,44.15%,22.13M,0.03,-,SGD 0.24537,SGD 0.24552,-,-,-,-,-,-,-,110.893,"2,802.08M","29,718.75M","2,136.29M",-,-,-,-,"1,803.80","1,463.75M",-,113.28M,-,-,-,-,Utilities / Water Utilities / 
Sino Grandness,0.040,0.039,-,jan_01_2020,44.83M,1.15B,39.09%,110.17M,0.04,-,SGD 0.04631,SGD 0.04631,-,-,-,-,-,-,-,0.071,103.69M,"4,614.93M",621.79M,-,-,-,-,"3,313.90",386.90M,-,6.19M,-,-,-,-,Food & Beverages / Non-Alcoholic Beverages / 
Koh Eco,0.054,0.052,-,jan_01_2020,91.81M,1.77B,29.27%,87.87M,0.0,-,SGD 0.05133,SGD 0.05133,-,-,-,-,-,-,-,1.805,118.02M,250.10M,21.32M,-,-,-,-,44.78,7.02M,-,4.77M,-,-,-,-,Industrial & Commercial Services / Construction & Engineering / 
LionGold,0.002,0.001,-,jan_01_2020,31.71M,8.70B,85.83%,62.69M,0.0,-,SGD 0.00102,SGD 0.00102,-,-,-,-,-,-,-,116.291,42.55M,41.95M,5.58M,-,-,-,-,67.12,1.21M,-,-0.13M,-,-,-,-,Mineral Resources / Gold / 
Mermaid Maritime,0.135,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broadway Ind,0.133,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyna-Mac,0.168,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomson Medical,0.064,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AusGroup,0.037,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interra Resource,0.085,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vividthree,0.134,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tritech,0.025,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chasen,0.078,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRC Asia,1.520,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSE Global,0.550,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHS,0.170,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Addvalue Tech,0.031,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarine Tech,0.370,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trendlines,0.096,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL Global Ent,0.300,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OUE,1.490,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SunMoonFood,0.052,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBS Transit,3.830,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UnUsUaL,0.290,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food Empire,0.650,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotung Inv,1.840,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IEV,0.055,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fu Yu,0.255,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MarcoPolo Marine,0.019,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delfi,1.000,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moya Asia,0.074,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japfa,0.580,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ho Bee Land,2.410,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jadason,0.037,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Straits Trading,2.120,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTI,0.043,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thakral,0.490,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Eastern,21.750,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICOM,7.730,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SingHaiyi,0.093,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverstone,0.925,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuan Sing,0.330,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunningdale Tech,1.330,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChinaSunsine,0.515,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zheneng Jinjiang,0.600,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Smart,0.370,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISDN,0.230,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uni-Asia Grp,0.740,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GL,0.805,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JEP,0.230,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spackman,0.015,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Overseas Edu,0.370,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Sonic Aero,0.445,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Healthway Med,0.026,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UIC,2.870,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UOB Kay Hian,1.210,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5 Capital,0.031,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IX Biopharma,0.225,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Venture,0.265,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Leong Asia,0.670,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metal Component,0.030,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spindex Ind,0.970,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiong Woon,0.525,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunright,0.520,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumbo,0.380,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duty Free Intl,0.159,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boustead Proj,0.920,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medtecs Intl,0.037,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragrance,0.134,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lian Beng,0.520,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APAC Realty,0.490,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sen Yue,0.033,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amara,0.450,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nam Cheong,0.008,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halcyon Agri,0.450,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Century,0.320,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ntegrator Intl,0.008,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiutian Chemical,0.017,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perennial Hldgs,0.555,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yongnam,0.150,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Procurri,0.485,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Straco,0.675,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First Sponsor,1.390,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isetan,4.870,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Inv,0.142,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFS Capital,0.230,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winas,0.026,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F & N,1.720,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hock Lian Seng,0.375,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asiatic,0.008,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEI,0.860,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Testing,0.495,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlackGoldNatural,0.010,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSH,0.350,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GuocoLand,1.960,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEE Land,0.158,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shinvest,2.430,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ying Li Intl,0.118,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore O&G,0.300,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAF,0.805,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hanwell,0.215,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micro-Mechanics,1.850,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elec & Eltek USD,1.710,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspen,0.079,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrickleStar,0.310,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro,0.935,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEC,0.595,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KingsmenCreative,0.435,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banyan Tree,0.420,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwa Hong,0.320,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ley Choon,0.016,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Star Food,0.026,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Royal,3.010,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Fok,0.790,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercurius,0.046,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OUE Lippo HC,0.058,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hiap Hoe,0.800,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hai Leck,0.535,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCG Investment,0.003,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSH,0.210,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InnoTek,0.455,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gallant Venture,0.119,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinostar Pec,0.188,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bund Center,0.575,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aoxin Q & M,0.182,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDW,0.180,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nam Lee Metal,0.380,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koh Bros,0.220,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sing Inv & Fin,1.430,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avi-Tech,0.420,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anchor Resources,0.009,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UOI,6.900,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TeleChoice Intl,0.205,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keong Hong,0.440,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low Keng Huat,0.425,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNE Industries,0.935,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinarmas Land,0.250,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tai Sin Electric,0.330,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SingReinsurance,0.295,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QT Vascular,0.003,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pan Hong,0.112,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ellipsiz,0.410,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Intl,0.305,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spura Finance,0.885,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LifeBrandz,0.006,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCCP,0.006,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ Benjamin,0.034,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeo Hiap Seng,0.940,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFAST,1.040,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSC,0.023,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AsiaPhos,0.009,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker Technology,0.380,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AsiaMedic,0.012,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King Wan,0.092,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roxy-Pacific,0.385,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lum Chang,0.360,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxi-Cash Fin,0.139,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union Gas,0.245,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MindChamps,0.475,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EcoWise,0.029,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK Jewellery,0.087,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Powermatic Data,2.740,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Place Hldg,0.018,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raffles Edu,0.089,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST Group Food,0.260,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLV,0.069,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medinex,0.270,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Healthcare,0.220,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ossia Intl,0.108,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDR,0.001,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dutech,0.270,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centurion,0.445,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Micro,0.004,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nordic,0.290,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Banks,0.290,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soup Restaurant,0.150,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VibroPower,0.109,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amplefield Ltd,0.023,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LHN,0.130,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eneco Energy,0.034,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Signboard,0.057,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HealthBank,0.138,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katrina,0.136,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sysma,0.151,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polaris,0.002,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avarga,0.156,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Top Glove,1.560,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G K Goh,0.850,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LY Corp,0.185,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiong Seng,0.200,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soon Lian,0.060,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olive Tree,0.110,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GYP Properties,0.122,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanli Env,0.070,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excelpoint,0.490,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippecraft,0.031,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUTL Enterprise,0.530,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edition,0.004,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accrelist Ltd,0.080,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capital World,0.008,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFG Integration,0.091,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KimHeng Offshore,0.053,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lion Asiapac,0.400,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SamuderaShipping,0.157,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEVAK,2.690,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serial System,0.082,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intl Cement,0.020,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuan Hup,0.230,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CosmoSteel,0.080,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuxing China,0.780,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPC Corp,0.290,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TalkMed,0.515,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blumont,0.001,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incredible,0.014,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICP Ltd,0.007,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regal Intl,0.015,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Progen,0.020,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arion Ent,0.006,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Wave,0.005,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPH,0.004,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLW,0.002,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Real Estate,0.002,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renaissance United,0.002,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3Cnergy,0.008,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuji Offset,0.420,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hiap Seng,0.020,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Second Chance,0.235,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISA,0.002,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABR,0.740,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tung Lok Rest,0.147,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abundance Intl,0.009,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noel Gifts Intl,0.245,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viking Offshore,0.004,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teckwah,0.465,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colex,0.195,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vicplas Intl,0.100,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transit Concrete,0.073,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP Softcom,0.009,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS Energy,0.011,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceanus,0.004,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santak,0.090,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunrise Shares,0.026,,,jan_01_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
