names,openprice,high_low,close,prevclosedate,marketcap,sharesoutstanding,p_float,avgvolume,normalizedeps,mthvwap,unadjvwap,adjvwap,peratio,price_sales,price_cf,pricebookvalue,dividend,divident_5_yr_avg,debt,long_term_debt_equity,enterprisevalue,assets,cash,roe,roa,capex,ebit,revenue,operating_income,operating_margin,netincome,net_profit_margin,revenue_per_share_5_yr_growth,eps_per_share_5_yr_growth,ebita,industry
JCG W201029,0.001,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
JES Intl,0.026,0.026 - 0.026,0.026,apr_05_2020,33.17M,1.21B,-,0.00M,0,-,-,-,-,-,-,-,-,-,5.47M,-,38.64M,14.64M,0.02M,-,-11.204,-,-,-,15.31M,-,-0.56M,-,-92.527,-,-0.33M,Industrial Goods / Shipbuilding / 
Joyas Intl,0.001,0.001 - 0.001,0.001,apr_05_2020,1.91M,1.91B,-,61.85M,0,-,SGD 0.00261,SGD 0.00261,-,4.84,-,1.072,-,-,1.05M,-,2.96M,34.52M,16.65M,-117.131,-47.759,-,-,0.40M,-24.69M,"-1,149.53",-4.96M,"-1,230.21",-65.541,-,-4.54M,Cyclical Consumer Products / Apparel & Accessories / 
SingtelMBeCW200406,0.016,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
SingtelMBeCW201102,0.034,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Jubilee,0.050,0.050 - 0.050,0.05,apr_05_2020,12.84M,253.44M,-,0.76M,0.01,-,SGD 0.06682,SGD 0.06682,-,0.084,50.168,0.315,-,-,12.65M,0.113,25.28M,86.82M,6.30M,7.188,-1.352,-0.60M,-,153.36M,2.68M,-0.786,-1.29M,-0.754,-,-,0.45M,Industrial Goods / Industrial Machinery & Equipment / 
Karin Tech,0.270,0.280 - 0.280,0.28,apr_05_2020,59.06M,214.75M,-,0.23M,0.03,-,SGD 0.3152,SGD 0.3152,11.70160714,0.164582908,7.857964286,0.73,7.200321429,9.381535714,8.67M,0.079,68.51M,966.31M,75.19M,7.244,2.837,-1.41M,-,332.79M,40.70M,1.734,4.87M,1.497,-10.291,-3.036,8.00M,Technology Equipment / Computer Hardware / 
Pharmesis Intl,0.225,0.225 - 0.225,0.225,apr_05_2020,5.18M,23.00M,-,0.01M,-0.15,-,SGD 0.23265,SGD 0.23265,-,0.692,-,0.414,-,-,0.25M,1.109,5.43M,93.88M,14.69M,-23.193,-17.335,-6.41M,-,7.48M,-18.64M,-50.098,-3.55M,-51.762,-11.869,-,-3.14M,Pharmaceuticals / 
Katrina,0.115,0.138 - 0.138,0.138,apr_05_2020,32.41M,231.52M,-,0.66M,-0.02,-,SGD 0.14038,SGD 0.14038,-,0.26666666630300473,1.3266666670161291,4.306,-,-,77.28M,725.598,109.69M,102.49M,5.71M,-60.323,-10.123,-7.12M,-,84.36M,-6.50M,-7.7,-6.49M,-7.691,13.186,-,26.98M,Cyclical Consumer Services / Restaurants & Bars / 
Kencana Agri,0.051,0.051 - 0.051,0.051,apr_05_2020,14.64M,287.01M,-,0.16M,-0.11,-,SGD 0.11247,SGD 0.11247,-,0.099,1.539,1.041,-,-,244.89M,"1,964.60",259.53M,358.50M,22.35M,-64.913,-2.902,-4.88M,-,148.48M,15.95M,15.325,-14.82M,-9.98,-10.027,-,21.96M,Food & Beverages / Fishing & Farming / 
KepCorp MBeCW200601,0.021,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Koyo Intl,0.066,0.066 - 0.066,0.066,apr_05_2020,11.77M,189.82M,-,0.43M,0,-,SGD 0.06761,SGD 0.06761,29.268,0.591,15.483,0.576,1.667,0.876,-23.30M,0.197,-11.53M,27.66M,23.51M,1.983,1.441,-0.29M,-,19.90M,0.47M,2.341,0.39M,1.96,0.289,-26.748,0.84M,Industrial & Commercial Services / Construction & Engineering / 
NKY 23500MBeCW200911,0.024,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
KrisEnergy,0.030,0.030 - 0.030,0.03,apr_05_2020,45.09M,1.50B,-,0.00M,-0.16,-,-,-,-,0.25,-,-,-,-,681.75M,-,726.83M,573.86M,51.36M,-,-27.802,-47.61M,-,180.53M,-171.35M,-135.418,-240.93M,-133.454,3.827,-,-38.72M,Energy - Fossil Fuels / Oil & Gas Exploration and Productio / 
KrisEnergy W240131,0.003,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
KTMG,0.150,0.150 - 0.150,0.15,apr_05_2020,25.45M,169.68M,-,0.12M,0,-,SGD 0.14641,SGD 0.14641,-,0.291,181.802,1.655,-,-,15.61M,33.541,41.06M,50.10M,3.36M,-12.591,-3.586,-1.88M,-,87.57M,-1.74M,-1.982,-1.90M,-2.173,-,-,3.77M,Cyclical Consumer Products / Apparel & Accessories / 
Lafe,0.650,0.650 - 0.650,0.65,apr_05_2020,16.47M,25.33M,-,0.00M,-0.28,-,-,-,-,0.784,-,0.299,-,-,0.72M,1.515,17.19M,54.10M,1.01M,-12.036,-9.002,-0.09M,-,21.00M,-4.91M,-33.395,-7.03M,-33.496,-0.222,-,-6.90M,Real Estate / Real Estate Development & Operations / 
Lasseters Intl,0.011,0.011 - 0.011,0.011,apr_05_2020,5.35M,483.17M,-,0.05M,-0.01,-,SGD 0.011,SGD 0.011,-,0.138,4.127,0.132,-,-,58.68M,131.712,64.41M,147.86M,1.64M,-9.197,-3.759,-0.24M,-,38.81M,-0.65M,-4.189,-4.71M,-12.204,-13.548,-,5.82M,Cyclical Consumer Services / Casinos & Gaming / 
LCT,0.460,0.400 - 0.400,0.4,apr_05_2020,15.87M,35.24M,-,0.03M,0.04,-,SGD 0.44899,SGD 0.44899,12.907599999999999,6.234265,13.6114,0.466,-,-,-11.37M,-,4.88M,185.91M,54.61M,4.536,3.577,-0.10M,-,3.37M,10.39M,63.369,1.26M,38.43,3.84,-11.63,0.56M,Technology Equipment / Communications & Networking / 
LHN,0.110,0.114 - 0.114,0.114,apr_05_2020,45.88M,402.45M,-,0.77M,0.02,-,SGD 0.12238,SGD 0.12238,5.408333333,0.384526008,2.875438596,0.481,4.232105263,1.842982456,26.42M,46.789,72.30M,186.94M,27.35M,8.952,5.206,-19.59M,-,111.09M,5.25M,4.727,8.19M,7.852,1.921,-10.43,10.91M,Real Estate / Real Estate Development & Operations / 
LHT,0.490,0.490 - 0.490,0.49,apr_05_2020,29.28M,53.24M,-,0.21M,0.04,-,SGD 0.51617,SGD 0.51617,13.256,0.768,4.619,0.557,5.455,6.655,-28.06M,4.856,1.23M,61.83M,32.00M,4.228,3.6,-1.43M,-,38.12M,3.15M,8.271,2.21M,5.795,-4.507,-5.986,7.41M,Applied Resources / Forest & Wood Products / 
Libra,0.035,0.035 - 0.035,0.035,apr_05_2020,7.53M,213.29M,-,0.00M,-0.01,-,-,-,-,0.08,-,0.566,-,-,44.58M,53.369,61.12M,131.82M,2.28M,-11.317,-12.849,-0.89M,-,93.76M,-3.37M,-16.441,-14.73M,-17.458,11.581,-,-3.58M,Industrial & Commercial Services / Construction & Engineering / 
Linc Energy,0.089,0.089 - 0.089,0.089,apr_05_2020,16.45M,176.26M,-,0.00M,-0.97,-,-,-,-,0.262,-,-,-,-,629.16M,"2,346.84",548.80M,811.31M,52.74M,-178.153,-39.276,-96.99M,-,62.75M,-175.22M,-333.815,-301.96M,-481.331,77.984,-,-30.52M,Energy - Fossil Fuels / Oil & Gas Exploration and Productio / 
Lion Asiapac,0.365,0.310 - 0.310,0.31,apr_05_2020,25.14M,81.10M,-,0.15M,-0.01,-,SGD 0.40827,SGD 0.40827,-,1.821619667,44.7855,0.331,1.899177419,1.358741935,-66.40M,-,-41.90M,79.39M,67.04M,-1.393,-0.11,-0.25M,-,19.13M,-2.50M,-10.036,-0.09M,-0.476,-0.21,-,-1.15M,Mineral Resources / Construction Materials / 
LionGold,0.001,0.001 - 0.001,0.001,apr_05_2020,31.71M,31.71B,-,94.01M,0,-,SGD 0.00102,SGD 0.00102,-,0.5,8.14,0.974,-,-,0.92M,116.291,42.55M,41.95M,5.58M,8.376,-7.923,-9.94M,-,63.36M,1.21M,-3.776,-3.10M,-5.127,-34.584,-,7.25M,Mineral Resources / Gold / 
Lonza,79.970,79.970 - 79.970,79.97,apr_05_2020,"29,325.79M",74.11M,-,10.83M,11.53,-,-,-,45.537,4.954,-,4.494,0.698,1.106,"3,035.00M",42.593,"32,360.79M","13,841.00M",505.00M,11.989,5.497,-786.00M,-,"5,920.00M",972.00M,16.419,762.00M,12.889,4.209,19.427,"1,047.00M",Biotechnology & Medical Research / 
Lorenzo Intl,0.016,0.016 - 0.016,0.016,apr_05_2020,7.03M,439.40M,-,0.00M,-0.01,-,-,-,-,0.234,-,-,-,-,17.52M,-,25.06M,27.03M,0.92M,-,-16.346,-0.49M,-,30.01M,-5.43M,-14.892,-4.97M,-16.549,-,-,-2.67M,Retailers / Home Furnishings Retailers / 
Lung Kee Bermuda,0.450,0.450 - 0.450,0.45,apr_05_2020,"1,301.26M",631.68M,-,1.81M,0.27,-,SGD 0.44982,SGD 0.44982,11.141,0.557,4.413,0.603,11.165,7.506,-717.94M,-,655.48M,"2,630.09M",645.78M,7.564,4.376,-86.34M,-,"2,335.28M",236.78M,7.022,116.81M,5.002,3.047,3.271,313.92M,Industrial Goods / Industrial Machinery & Equipment / 
Luxking,0.370,0.370 - 0.370,0.37,apr_05_2020,4.68M,12.65M,-,0.01M,-1.03,-,SGD 0.23199,SGD 0.23199,-,0.057,-,0.221,-,-,19.46M,-,23.33M,286.57M,19.25M,-46.092,-19.289,-6.88M,-,81.80M,-62.87M,-13.959,-11.87M,-14.512,-11.626,-,-7.22M,Chemicals / Specialty Chemicals / 
Luzhou Bio-Chem,0.005,0.005 - 0.005,0.005,apr_05_2020,2.38M,594.00M,-,0.47M,-0.02,-,SGD 0.00734,SGD 0.00734,-,0.006,-,-,-,-,127.28M,-,129.66M,"1,056.28M",112.17M,-,-7.771,-23.71M,-,410.72M,-34.16M,-1.673,-17.77M,-4.326,-1.519,-,10.02M,Food & Beverages / Food Processing / 
Lyxor Asia US$,4.980,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
M Development,0.002,0.002 - 0.002,0.002,apr_05_2020,4.03M,1.92B,-,0.00M,0,-,-,-,-,671.662,-,-,-,-,-0.87M,-,3.16M,0.98M,0.93M,-20.214,-21.9,-,-,0.01M,-0.79M,"-13,100.00",-0.78M,"-13,100.00",-78.594,-,-0.75M,Mineral Resources / Specialty Mining & Metals / 
SingtelMBeCW210331,0.009,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Magnus Energy,0.001,0.001 - 0.001,0.001,apr_05_2020,12.63M,12.63B,-,0.00M,0,-,-,-,-,0.843,-,2.226,-,-,-1.98M,-,5.81M,16.56M,6.82M,-108.168,-77.418,-0.22M,-,14.99M,-17.30M,-117.642,-18.81M,-121.096,-73.711,-,-17.58M,Energy - Fossil Fuels / Oil Related Services and Equipme / 
Maiwai Fund USD S,﹣,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Manhattan Res,0.010,0.010 - 0.010,0.01,apr_05_2020,11.37M,1.14B,-,1.03M,-0.03,-,SGD 0.02558,SGD 0.02558,-,0.84,-,0.165,-,-,-24.38M,1.698,-13.01M,194.35M,27.87M,-35.706,-13.353,-0.91M,-,13.54M,-22.29M,-164.55,-29.16M,-220.896,-16.884,-,-17.37M,Transportation / Marine Freight & Logistics / 
MeGroup,0.185,0.185 - 0.185,0.185,apr_05_2020,22.11M,118.50M,-,0.10M,0.01,-,SGD 0.19381,SGD 0.19381,142.693,0.246,14.473,1.593,-,-,7.00M,41.261,26.54M,92.48M,16.93M,3.823,1.185,-2.29M,-,89.76M,5.78M,1.885,0.24M,0.347,-,-,3.90M,"Automobiles & Auto Parts / Auto, Truck & Motorcycle Parts / "
Memories,0.038,0.038 - 0.038,0.038,apr_05_2020,19.08M,355.20M,-,0.03M,0.01,-,SGD 0.06471,SGD 0.06471,-,1.299,8.307,0.244,-,-,36.43M,25.506,39.47M,92.93M,2.27M,3.839,-1.002,-8.21M,-,14.69M,3.16M,16.584,-1.01M,-6.894,-,-,5.75M,Cyclical Consumer Services / Leisure & Recreation / 
Mencast,0.028,0.028 - 0.028,0.028,apr_05_2020,12.02M,428.85M,-,26.20M,-0.03,-,SGD 0.08408,SGD 0.08408,-,0.199,2.976,0.729,-,-,102.41M,102.095,114.43M,242.56M,18.31M,-44.403,-3.178,-4.93M,-,60.46M,-8.38M,-13.856,-9.24M,-13.134,-17.852,-,9.97M,Energy - Fossil Fuels / Oil Related Services and Equipme / 
Mercurius,0.042,0.042 - 0.042,0.042,apr_05_2020,53.61M,1.28B,-,0.52M,0,-,SGD 0.04927,SGD 0.04927,-,-,-,9.805,-,-,1.85M,4.407,55.46M,9.38M,1.29M,-46.697,-26.851,-0.05M,-,-,-1.30M,-,-1.30M,-,-,-,-1.21M,Cyclical Consumer Products / Apparel & Accessories / 
Metech Intl,0.155,0.155 - 0.155,0.155,apr_05_2020,15.51M,100.04M,-,0.10M,-0.03,-,SGD 0.15846,SGD 0.15784,8.929,0.23,-,4.699,-,-,-4.02M,1.551,16.14M,11.43M,3.35M,-48.276,-16.287,-0.08M,-,67.28M,-1.15M,-2.601,-2.11M,-3.132,12.646,-,-1.17M,Industrial & Commercial Services / Environmental Services & Equipment / 
MFG ADR US$,2.990,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
MFG Integration,0.075,0.082 - 0.077,0.078,apr_05_2020,18.97M,240.11M,-,1.53M,0.18,-,SGD 0.08485,SGD 0.08485,0.436538462,1.785318047,0.416346154,0.901,228.8221154,-,-6.09M,8.563,12.88M,26.47M,8.92M,130.892,92.315,-0.61M,-,9.82M,42.49M,432.516,42.57M,433.411,-32.496,30.865,43.94M,Technology Equipment / Semiconductor Equipment & Testing / 
Midas,0.192,0.192 - 0.192,0.192,apr_05_2020,384.27M,1.90B,-,0.00M,0.01,-,-,-,-,-,-,-,-,1.171,83.84M,45.783,"1,196.51M","1,910.25M",214.10M,2.817,-,-41.87M,-,-,26.87M,-,-,-,1.817,-15.598,-,Mineral Resources / Aluminum / 
Mirach Energy,0.052,0.065 - 0.065,0.065,apr_05_2020,15.06M,231.62M,-,0.35M,0,-,SGD 0.20791,SGD 0.20791,-,1.9660800000856975,54.110399998309866,3.594,-,-,-1.22M,2.555,13.84M,15.62M,1.09M,-24.828,0.064,-,-,4.90M,0.68M,19.884,-0.54M,0.32,-0.286,-,1.18M,Food & Beverages / Fishing & Farming / 
Miyoshi,0.023,0.025 - 0.025,0.025,apr_05_2020,15.32M,607.60M,-,17.48M,-0.01,-,SGD 0.03132,SGD 0.03132,-,0.2446096,-,0.25,7.36,-,4.80M,3.513,20.52M,84.23M,3.14M,-1.283,-6.445,-5.80M,-,52.95M,-0.49M,-9.591,-5.46M,-10.556,-12.328,-,3.92M,Technology Equipment / Computer Hardware / 
MoneyMax Fin,0.132,0.132 - 0.132,0.132,apr_05_2020,46.70M,353.80M,-,0.36M,0.02,-,SGD 0.15255,SGD 0.14727,5.498,0.256,2.19,0.593,3.788,3.169,13.07M,23.508,59.77M,308.49M,11.96M,11.259,3.304,-0.62M,-,182.24M,12.62M,6.925,8.49M,5.249,20.126,57.722,32.61M,Retailers / Apparel & Accessories Retailers / 
MS Hldgs,0.031,0.031 - 0.031,0.031,apr_05_2020,5.14M,165.79M,-,0.02M,0,-,SGD 0.0512,SGD 0.0512,11.787,0.341,1.337,0.191,-,-,28.25M,70.396,31.80M,61.99M,4.15M,0.26,0.651,-0.42M,-,15.07M,1.11M,10.915,0.43M,2.787,-12.373,-58.56,5.07M,Industrial & Commercial Services / Business Support Services / 
MSC,0.205,0.205 - 0.205,0.205,apr_05_2020,206.00M,400.00M,-,2.21M,0.08,-,SGD 0.27012,SGD 0.27012,6.154,0.209,4.005,0.554,3.884,1.758,314.01M,20.628,520.01M,824.82M,35.74M,9.305,4.015,-14.25M,-,983.57M,66.44M,6.755,33.48M,3.404,-12.478,8.117,84.44M,Mineral Resources / Specialty Mining & Metals / 
MSM Intl,0.028,0.034 - 0.034,0.034,apr_05_2020,3.58M,105.39M,-,0.11M,0,-,SGD 0.03179,SGD 0.03179,5.134705882133334,0.1451349484977778,2.8584705884000003,0.204,-,-,16.78M,35.977,18.12M,109.62M,7.83M,0.066,-1.118,-2.21M,-,16.76M,0.55M,-4.165,-0.42M,-2.699,-,-,1.66M,Industrial Goods / Industrial Machinery & Equipment / 
MTQ,0.190,0.185 - 0.185,0.185,apr_05_2020,40.02M,216.32M,-,3.40M,-0.02,-,SGD 0.2699,SGD 0.2699,11.919675675675673,0.438790357925493,3.110864864864865,0.556,-,-,8.75M,54.725,60.86M,145.04M,19.82M,-7.467,4.321,-1.63M,-,96.30M,-3.87M,7.471,3.64M,5.712,-19.913,-,14.31M,Energy - Fossil Fuels / Oil Related Services and Equipme / 
MarcoPolo MarW230129,0.001,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Maruwa Yen1k,﹣,-,-,apr_05_2020,"79,551.96M",12.33M,-,1.33M,552.34,-,-,-,13.182,1.901,9.501,1.363,0.778,0.888,"-26,144.62M",-,"56,924.56M","64,627.52M","22,627.40M",13.021,9.351,"-4,379.78M",-,"41,854.35M","9,504.62M",20.531,"6,018.22M",14.379,4.215,21.202,"11,651.42M",Technology Equipment / Electronic Equipment & Parts / 
Mary Chia,0.095,0.095 - 0.095,0.095,apr_05_2020,18.07M,190.16M,-,0.04M,-0.02,-,SGD 0.08563,SGD 0.08563,-,1.93,-,-,-,-,1.46M,-,14.19M,7.53M,4.07M,-,-43.674,-1.19M,-,9.36M,-0.10M,-42.128,-3.99M,-42.769,-12.379,-,-3.43M,Personal & Household Products & Services / Personal Services / 
Matex Intl,0.014,0.014 - 0.014,0.014,apr_05_2020,3.74M,267.39M,-,0.33M,-0.01,-,SGD 0.01099,SGD 0.01099,-,0.099,-,0.181,-,-,3.46M,0.224,3.81M,51.09M,8.38M,-14.393,-12.272,-2.02M,-,37.79M,-4.55M,-16.144,-4.42M,-17.957,-13.293,-,-3.23M,Chemicals / Specialty Chemicals / 
MDR W210617,0.001,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Medinex,0.240,0.250 - 0.250,0.25,apr_05_2020,32.80M,131.21M,-,0.30M,0.02,-,SGD 0.25707,SGD 0.25707,33.19488,2.8726271999999997,20.1312,2.392,7.2576,-,-4.86M,0.029,23.68M,14.83M,9.13M,8.309,9.908,-0.02M,-,10.52M,1.17M,15.225,1.05M,12.161,-,-,2.95M,Industrial & Commercial Services / Business Support Services / 
MegaChem,0.320,0.320 - 0.320,0.32,apr_05_2020,42.66M,133.30M,-,0.02M,0.03,-,SGD 0.32129,SGD 0.32129,-,-,-,0.859,4.688,-,5.89M,6.924,48.55M,86.16M,15.11M,7.942,-,-0.46M,-,-,4.97M,-,-,-,-0.372,6.706,-,Chemicals / Diversified Chemicals / 
Meghmani SDS,0.440,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
MTQ W230417,0.094,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
MTU ADR US$,5.100,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Multi-Chem,0.770,0.770 - 0.770,0.77,apr_05_2020,69.37M,90.10M,-,0.17M,0.08,-,SGD 0.78675,SGD 0.78675,8.85,0.152,5.537,0.67,5.714,5.919,-32.71M,2.678,36.66M,265.93M,59.53M,7.707,3.911,-1.39M,-,455.80M,17.88M,3.923,7.84M,2.14,9.34,10.115,18.98M,Technology Equipment / Computer Hardware / 
Murata Yen1k,﹣,-,-,apr_05_2020,"3,685,215.00M",639.80M,-,81.00M,323.45,-,-,-,18.827,2.408,11.375,2.081,1.718,1.493,"-162,150.00M",6.26,"3,529,728.00M","2,048,893.00M","279,101.00M",13.522,8.638,"-291,581.00M",-,"1,530,178.00M","266,807.00M",15.857,"185,298.00M",12.11,13.03,17.104,"381,294.00M",Industrial Goods / Electrical Components & Equipment / 
Natural Cool,0.033,0.033 - 0.033,0.033,apr_05_2020,8.26M,250.45M,-,0.07M,-0.01,-,SGD 0.0429,SGD 0.0429,-,0.058,2.089,0.436,-,-,54.17M,252.983,62.43M,113.84M,7.46M,-9.919,-2.702,-1.74M,-,143.65M,-0.76M,-0.531,-1.98M,-1.835,4.718,-,5.95M,Industrial & Commercial Services / Construction & Engineering / 
NauticAWT,0.006,0.006 - 0.006,0.006,apr_05_2020,4.77M,794.19M,-,22.85M,-0.01,-,SGD 0.01395,SGD 0.00962,-,0.541,-,1.575,-,-,0.75M,141.763,5.52M,12.64M,3.20M,-,-17.937,-0.01M,-,8.80M,-1.65M,-26.701,-3.14M,-35.706,-28.069,-,0.03M,Energy - Fossil Fuels / Oil Related Services and Equipme / 
STI 3400MBeCW200831,0.022,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
STI 3550MBeCW200630,﹣,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Net Pacific Fin,0.011,0.010 - 0.010,0.01,apr_05_2020,5.26M,525.63M,-,40.07M,0,-,SGD 0.02356,SGD 0.02356,-,9.146389999999998,-,0.267,-,-,-6.60M,0.177,-1.34M,110.20M,36.12M,-9.234,-8.901,-,-,0.70M,-10.41M,-275.463,-1.92M,-275.463,-31.777,-,-1.90M,Banking & Investment Services / Corporate Financial Services / 
New Toyo,0.140,0.140 - 0.140,0.14,apr_05_2020,57.13M,439.42M,-,0.70M,-0.02,-,SGD 0.15086,SGD 0.15086,-,0.189,6.252,0.384,11.538,6.398,36.62M,19.536,93.74M,311.69M,34.69M,-6.875,-3.812,-12.63M,-,302.02M,-5.66M,-1.874,-10.76M,-4.052,1.151,-,16.49M,Applied Resources / Paper Packaging / 
NGSC,0.001,0.001 - 0.001,0.001,apr_05_2020,6.42M,6.40B,-,0.10M,0,-,SGD 0.001,SGD 0.001,0.763,-,1.108,0.365,-,-,-15.99M,-,-10.24M,20.40M,16.66M,3.58,28.346,-,-,-,0.54M,-,5.89M,-,-,-51.073,-1.95M,Telecommunications Services / Wireless Telecommunications Services / 
Nico Steel,0.001,0.002 - 0.002,0.002,apr_05_2020,9.92M,4.96B,-,60.40M,0,-,SGD 0.00301,SGD 0.00301,-,0.1225,22.063,0.421,-,-,-2.86M,-,6.35M,21.49M,5.04M,1.507,-0.579,-0.23M,-,20.24M,0.63M,1.115,-0.23M,-0.83,-54.865,-,0.63M,Mineral Resources / Iron & Steel / 
Nippecraft,0.020,0.017 - 0.017,0.017,apr_05_2020,5.97M,351.40M,-,0.84M,0,-,SGD 0.02684,SGD 0.02684,-,0.048442907,-,0.138,-,-,-17.16M,5.887,-11.19M,47.66M,14.07M,-2.816,-1.759,-0.05M,-,172.11M,-0.13M,-0.109,-1.23M,-0.716,-13.38,-,0.72M,Applied Resources / Paper Products / 
NKY 21000MBeCW200911,0.110,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
NKY 26000MBeCW200911,0.025,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
No Signboard,0.020,0.023 - 0.023,0.023,apr_05_2020,10.64M,462.39M,-,3.63M,-0.01,-,SGD 0.03987,SGD 0.03987,-,0.310775047,-,0.689,-,-,-3.06M,-,-5.16M,22.65M,15.79M,-25.068,-18.774,-3.22M,-,25.87M,-4.72M,-20.512,-5.49M,-21.209,0.553,-,-1.92M,Cyclical Consumer Services / Restaurants & Bars / 
Noble,0.081,0.081 - 0.081,0.081,apr_05_2020,107.53M,1.33B,-,0.00M,-0.01,-,-,-,-,-,-,-,-,-,"1,923.00M","1,281.91","1,844.64M","2,750.34M",470.13M,-,-,-0.17M,-,-,-2.08M,-,-,-,-68.618,-,-,Industrial & Commercial Services / Diversified Trading & Distributing / 
Nomura Yen1k,1.990,JPY 1.990 - 1.990,JPY 1.990,apr_05_2020,"1,673,067.00M",3.09B,-,397.03M,-29.9,-,-,-,6.335,0.804,5.198,0.548,3.759,2.674,"27,450,820.00M",300.858,"25,112,895.00M","40,969,439.00M","2,976,412.00M",-3.734,0.57,"-319,090.00M",-,"2,081,085.00M","-37,701.00M",14.287,"252,317.00M",12.507,2.674,-,"358,929.00M",Banking & Investment Services / Investment Banking & Brokerage Services / 
NSL,0.770,0.690 - 0.690,0.69,apr_05_2020,257.76M,373.56M,-,0.32M,-0.09,-,SGD 0.89485,SGD 0.89485,-,1.178078975,-,0.505,8.086115942,4.521797101,-227.50M,7.94,30.26M,664.83M,282.09M,-6.275,-5.507,-28.92M,-,272.35M,-34.95M,-12.833,-33.64M,-13.79,-8.561,-,-19.34M,Mineral Resources / Construction Materials / 
Ntegrator Intl,0.006,0.006 - 0.006,0.006,apr_05_2020,6.39M,1.07B,-,366.14M,0,-,SGD 0.01166,SGD 0.01166,-,0.21100000032,-,0.409,-,-,10.12M,3.346,16.52M,35.71M,2.44M,-11.865,-8.669,-1.62M,-,30.24M,-3.51M,-11.607,-1.98M,-11.607,-11.991,-,-1.79M,Software & IT Services / IT Services & Consulting / 
NTES ADR US$+,48.760,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
OCBC Bk MB eCW200806,0.026,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
OCBC Bk MB eCW201229,0.015,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
OCBC Bk MB ePW200701,0.215,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
OCBC Bk MB ePW201228,0.310,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
