names,openprice,high_low,close,prevclosedate,marketcap,sharesoutstanding,p_float,avgvolume,normalizedeps,mthvwap,unadjvwap,adjvwap,peratio,price_sales,price_cf,pricebookvalue,dividend,divident_5_yr_avg,debt,long_term_debt_equity,enterprisevalue,assets,cash,roe,roa,capex,ebit,revenue,operating_income,operating_margin,netincome,net_profit_margin,revenue_per_share_5_yr_growth,eps_per_share_5_yr_growth,ebita,industry
Mapletree Com Tr,1.680,1.850 - 1.770,1.82,apr_12_2020,"6,019.67M",3.31B,-,365.35M,0.2,-,SGD 2.23928,SGD 2.2373,5.394260869439999,10.713215499263999,6.105521738879999,1.034,3.9041739129599993,4.0621304352,"2,942.71M",49.83,"8,320.69M","7,100.77M",49.12M,13.086,11.406,-0.03M,-,468.40M,582.30M,192.163,900.10M,192.163,3.905,4.338,331.49M,Real Estate / Commercial REITs / 
Mapletree Ind Tr,2.400,2.340 - 2.230,2.3,apr_12_2020,"5,062.31M",2.20B,-,220.25M,0.14,-,SGD 2.55241,SGD 2.55039,17.185291484081628,14.553761388754683,18.328251124897953,1.456,4.905470851591836,5.679282511346939,"1,573.92M",43.371,"6,419.01M","4,607.06M",40.01M,9.305,6.215,-0.14M,-,402.88M,214.23M,59.001,297.20M,73.77,1.889,-5.495,278.96M,Real Estate / Commercial REITs / 
Venture,15.220,13.700 - 13.040,13.2,apr_12_2020,"3,826.45M",288.62M,-,35.00M,1.25,-,SGD 15.71552,SGD 15.71332,11.703846710935359,1.2996204656668162,10.572900730003042,1.525,5.891362043314068,4.851513868900381,-685.49M,0.694,"3,140.96M","3,274.25M",714.47M,14.987,11.217,-35.19M,-,"3,633.43M",420.02M,11.56,363.13M,10.001,6.926,35.285,443.82M,Technology Equipment / Electronic Equipment & Parts / 
SGX,9.700,9.040 - 8.820,8.92,apr_12_2020,"9,559.05M",1.07B,-,97.31M,0.36,-,SGD 8.74597,SGD 8.75198,24.923039110952892,11.753247898731827,21.030033514567354,8.88,3.644815642256296,4.119519553351586,-652.80M,-,"9,088.76M","2,132.29M",470.29M,35.764,24.115,-47.35M,-,955.29M,461.02M,51.829,416.76M,43.627,5.785,4.068,571.61M,Banking & Investment Services / Financial & Commodity Market Operators / 
Wilmar Intl,3.430,3.220 - 3.060,3.07,apr_12_2020,"19,658.44M",6.34B,-,139.72M,0.28,-,SGD 3.82486,SGD 3.82154,11.306137500000002,0.37109987270364886,6.6960031250000025,0.814,4.364675000000001,3.036621875,"27,602.91M",32.33,"47,261.35M","47,048.61M","4,361.41M",7.73,2.861,"-1,813.22M",-,"60,839.49M","1,530.47M",3.589,"1,809.17M",3.112,-0.022,2.053,"4,005.56M",Food & Beverages / Food Processing / 
Keppel Corp,5.720,5.350 - 5.180,5.24,apr_12_2020,"9,539.72M",1.82B,-,95.24M,0.4,-,SGD 6.2293,SGD 6.22329,14.522801493308126,1.444558964037492,8.991325842283551,0.849,4.088621723251417,4.026494382253307,"9,751.98M",62.747,"19,291.70M","31,321.56M","1,905.10M",6.29,2.629,-516.79M,-,"7,579.70M",876.50M,11.564,706.98M,10.042,-10.554,-17.738,"1,291.34M",Industrial Conglomerates / Industrial Conglomerates / 
JMH USD,49.510,USD 48.720 - 46.000,USD 47.000,apr_12_2020,"34,435.20M",373.98M,-,6.80M,4.23,-,USD 54.04289,USD 53.63954,6.1491419999999986,0.82459716964,7.694844199999999,0.586,3.6241319999999995,2.7220597999999994,"12,213.00M",39.317,"46,648.20M","97,028.00M","7,212.00M",10.06,4.78,"-1,562.00M",-,"40,922.00M","4,735.00M",11.571,"2,838.00M",10.933,0.281,10.426,"5,261.00M",Industrial Conglomerates / Industrial Conglomerates / 
ST Engineering,3.260,3.030 - 2.930,2.97,apr_12_2020,"9,273.81M",3.12B,-,137.31M,0.18,-,SGD 3.86188,SGD 3.85578,17.461036547868858,1.3829803646891485,10.452578073416396,4.164,5.470518272865574,4.490352159986886,"1,883.87M",21.1,"11,157.68M","9,521.28M",453.83M,25.867,6.934,-394.56M,-,"7,868.28M",653.99M,8.312,577.95M,7.532,3.638,1.545,"1,022.24M",Industrial Goods / Aerospace & Defense / 
Sasseur Reit,0.620,0.605 - 0.570,0.575,apr_12_2020,689.24M,1.20B,-,95.88M,0.11,-,SGD 0.77657,SGD 0.79514,5.616166666300885,6.2358222223560205,-,-,11.709733336991151,-,-,44.382,"1,013.15M","1,770.43M",154.69M,11.772,-,-,-,118.02M,107.91M,91.438,126.15M,106.889,-,-,107.91M,Real Estate / Commercial REITs / 
Keppel DC Reit,2.350,2.230 - 2.070,2.23,apr_12_2020,"3,641.11M",1.63B,-,181.11M,0.08,-,SGD 2.11423,SGD 2.11281,32.2876760586207,22.74901419501524,-,1.949,3.3330281687715524,4.984647887823277,764.84M,47.133,"4,405.95M","2,927.99M",155.88M,6.43,4.284,-8.71M,-,194.83M,123.70M,63.491,106.50M,57.028,18.085,16.102,156.75M,Real Estate / Commercial REITs / 
HSI25400MBeCW200428,0.094,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
ACH ADR US$,13.290,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
ComfortDelGro,1.500,1.540 - 1.480,1.48,apr_12_2020,"3,206.26M",2.17B,-,265.82M,0.13,-,SGD 2.09592,SGD 2.09124,11.932894734693878,0.799536876301541,4.253289473469389,1.235,6.527960526530613,4.100328946938776,243.70M,22.478,"3,449.96M","5,379.00M",594.20M,10.179,6.052,-506.70M,-,"3,905.70M",415.80M,10.646,265.10M,8.147,-0.955,-1.558,841.50M,"Transportation / Passenger Transportation, Ground & Sea / "
Suntec Reit,1.290,1.300 - 1.200,1.24,apr_12_2020,"3,485.82M",2.81B,-,311.14M,0.13,-,SGD 1.68897,SGD 1.68622,9.434861538966096,9.359331656394565,8.736276923161014,0.581,6.6216692305169484,4.764069230516948,"3,473.04M",50.875,"6,958.86M","10,032.37M",157.21M,6.725,4.043,-0.63M,-,366.73M,410.97M,112.063,390.53M,107.734,2.252,0.71,184.20M,Real Estate / Commercial REITs / 
CapitaCom Trust,1.460,1.520 - 1.460,1.49,apr_12_2020,"5,754.20M",3.86B,-,357.17M,0.11,-,SGD 1.91704,SGD 1.91608,12.52046053,12.875033759999999,12.67318421,-,4.743078947,4.201342105,-,38.521,"8,359.24M","10,190.75M",205.47M,6.165,-,-0.08M,-,412.35M,303.15M,73.518,433.91M,105.708,5.185,-4.812,294.81M,Real Estate / Commercial REITs / 
SATS,3.200,3.360 - 3.150,3.2,apr_12_2020,"3,596.98M",1.12B,-,88.23M,0.23,-,SGD 4.21051,SGD 4.2023,15.286227549668874,1.6678690524801552,9.98898203549669,2.211,5.689101796026491,3.5899401197351,86.90M,5.796,"3,342.85M","2,408.43M",349.86M,15.132,9.561,-87.64M,-,"1,979.62M",235.43M,11.898,224.61M,11.928,0.572,6.729,345.60M,Transportation / Airport Services / 
CityDev,7.720,7.270 - 6.920,7,apr_12_2020,"6,365.11M",906.90M,-,55.57M,0.5,-,SGD 9.80873,SGD 9.78542,12.63990055044944,2.1102574406399763,7.743458563410112,0.603,2.1325966853764045,1.451232044252809,"6,558.02M",74.738,"12,923.13M","23,200.26M","3,360.33M",5.454,2.783,-218.93M,-,"3,428.73M",653.93M,19.072,551.67M,17.889,-1.799,-5.961,850.64M,Real Estate / Real Estate Development & Operations / 
UOL,6.760,6.690 - 6.360,6.41,apr_12_2020,"5,407.04M",843.53M,-,38.75M,0.54,-,SGD 7.53294,SGD 7.52147,11.409142008134557,2.4178138126147624,6.284071748758409,0.538,2.7585650227645258,2.3412436468685014,"4,234.21M",32.432,"9,641.25M","20,653.77M",717.38M,4.869,3.289,-330.11M,-,"2,283.34M",784.55M,34.36,478.82M,29.727,9.194,-8.376,821.36M,Real Estate / Real Estate Development & Operations / 
YZJ Shipbldg SGD,0.920,0.845 - 0.820,0.83,apr_12_2020,"3,298.48M",3.92B,-,714.84M,0.17,-,SGD 0.99999,SGD 0.99846,5.772311377245508,0.843698949406576,4.814850299401198,0.52,6.637221556886227,3.6766946107784433,"-3,318.82M",7.238,-20.34M,"45,756.12M","21,534.46M",10.355,7.271,-580.31M,-,"4,745.91M","4,186.49M",17.741,624.50M,13.969,8.39,-2.796,"1,011.58M",Industrial Goods / Shipbuilding / 
NetLink NBN Tr,0.955,0.890 - 0.855,0.89,apr_12_2020,"3,468.30M",3.90B,-,294.22M,0.02,-,SGD 0.93019,SGD 0.92988,44.193034282613624,11.299878074046223,14.992954282613631,1.197,6.082531428261362,-,566.99M,20.943,"3,954.24M","4,281.80M",148.62M,2.494,2.034,-71.10M,-,365.61M,88.88M,27.497,85.66M,23.428,-,-,266.43M,Telecommunications Services / Integrated Telecommunications Services / 
AEM,1.990,1.660 - 1.580,1.64,apr_12_2020,448.22M,269.77M,-,204.23M,0.19,-,SGD 1.77921,SGD 1.77942,10.570779873878047,2.1726429732706722,9.534477986902436,3.293,3.8923899369390242,3.8986477989329265,-105.47M,0.392,342.76M,227.96M,107.68M,47.144,28.96,-3.31M,-,323.13M,63.43M,19.631,52.76M,16.329,59.13,-,69.51M,Technology Equipment / Semiconductors / 
Jardine C&C,20.420,20.100 - 18.860,18.97,apr_12_2020,"7,497.63M",395.24M,-,10.60M,3.36,-,SGD 26.91547,SGD 26.81362,6.086181000000001,0.29501080328248597,1.7520360000000001,0.766,6.5446100000000005,2.9598790000000004,"9,222.41M",54.144,"16,720.04M","29,072.40M","1,872.60M",13.556,7.006,"-1,076.80M",-,"26,525.78M","2,196.40M",11.814,"1,257.58M",10.626,-1.628,-0.112,"4,776.64M",Automobiles & Auto Parts / Auto & Truck Manufacturers / 
ThaiBev,0.670,0.600 - 0.570,0.58,apr_12_2020,"14,567.11M",25.12B,-,511.09M,0.04,-,SGD 0.79203,SGD 0.79129,15.344689081166669,1.5583591556250003,10.857378151166667,2.69,3.825193276766667,-,"8,136.25M",170.878,"23,137.16M","407,240.47M","24,362.48M",19.655,6.704,"-5,814.52M",-,"11,849.51M","31,708.20M",12.05,"1,063.89M",10.286,-,-,"1,781.10M",Food & Beverages / Distillers & Wineries / 
JSH USD,23.490,USD 22.350 - 20.410,USD 20.750,apr_12_2020,"22,993.79M",1.11B,-,8.01M,3.91,-,USD 28.95026,USD 28.82671,5.685214865009085,0.7881933092210399,6.711579729662425,0.643,1.8104229726460697,1.0104932436951382,"12,900.00M",32.203,"35,893.79M","94,925.00M","5,631.00M",6.503,3.983,"-1,233.00M",-,"32,665.00M","2,859.00M",8.752,"2,178.00M",11.177,1.715,5.018,"4,922.00M",Industrial Conglomerates / Industrial Conglomerates / 
HongkongLand USD,4.250,USD 3.840 - 3.720,USD 3.790,apr_12_2020,"8,845.48M",2.33B,-,57.17M,0.08,-,USD 5.1667,USD 5.13773,50.62826666666668,4.897586666666671,46.454200000000014,0.231,6.579000000000002,3.5654666666666675,"3,591.20M",11.243,"12,436.68M","45,259.20M","1,424.00M",0.517,0.448,-143.70M,-,"2,319.70M",350.60M,15.114,198.00M,8.717,4.502,-31.54,"1,218.40M",Real Estate / Real Estate Development & Operations / 
SPH,1.540,1.820 - 1.760,1.77,apr_12_2020,"2,833.15M",1.61B,-,159.16M,0.14,-,SGD 2.03223,SGD 2.03026,11.511923076067417,2.1379053257213743,8.288076923314605,0.734,5.258846153494384,3.4049230773033714,"1,130.61M",45.233,"4,291.99M","7,107.39M",598.17M,6.032,3.526,-25.79M,-,948.92M,186.92M,17.496,203.61M,26.417,-4.572,-11.968,287.03M,Cyclical Consumer Services / Consumer Publishing / 
ESR-REIT,0.280,0.310 - 0.285,0.3,apr_12_2020,"1,051.82M",3.51B,-,307.32M,0,-,SGD 0.45766,SGD 0.45721,184.332129,3.391350675999999,-,0.63,9.216516129000002,5.579225805999999,"1,403.14M",75.693,"2,454.96M","3,229.65M",15.66M,-0.05,0.316,-,-,253.04M,107.02M,42.291,-0.82M,3.921,-0.436,-,168.96M,Real Estate / Commercial REITs / 
STI ETF,2.579,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
StarHub,1.430,1.340 - 1.250,1.31,apr_12_2020,"2,268.46M",1.73B,-,66.31M,0.11,-,SGD 1.39541,SGD 1.39568,13.832412697218041,1.2532676372266374,4.768936507458645,-,9.313158730278191,7.3361269840075165,-,148.562,"3,354.76M","2,733.90M",117.60M,36.309,-,-229.50M,-,"2,330.60M",255.90M,10.976,186.40M,7.663,-0.521,-12.884,617.10M,Telecommunications Services / Wireless Telecommunications Services / 
Sembcorp Ind,1.580,1.600 - 1.550,1.57,apr_12_2020,"2,806.45M",1.79B,-,111.91M,0.14,-,SGD 1.99276,SGD 1.99129,11.356125789281045,0.2883385936810629,3.1053459122614377,0.408,3.164968553712418,2.3829182390326795,"9,309.00M",125.557,"12,115.45M","23,252.00M","1,995.00M",3.617,0.932,-934.00M,-,"9,619.00M",397.00M,4.179,247.00M,2.256,-2.442,-20.761,"1,349.00M",Utilities / Multiline Utilities / 
Frasers L&I Tr,0.925,0.870 - 0.800,0.865,apr_12_2020,"1,956.69M",2.26B,-,251.12M,0.1,-,SGD 1.15094,SGD 1.1507,10.049112425760235,10.851916949456246,-,0.981,8.858106509298246,-,"1,239.48M",44.496,"2,930.79M","3,718.89M",128.38M,10.647,6.546,-,-,216.07M,272.43M,112.294,201.74M,94.331,10.646,24.509,158.98M,Real Estate / Commercial REITs / 
CapitaR China Tr,1.310,1.190 - 1.120,1.19,apr_12_2020,"1,455.22M",1.22B,-,111.13M,0.16,-,SGD 1.44374,SGD 1.44144,8.804339130035089,7.928446880622808,9.884234782508772,0.768,9.476426087456142,7.7768434787105285,"1,271.24M",64.07,"2,726.45M","3,805.65M",139.92M,9.654,4.909,-0.48M,-,238.19M,241.22M,101.276,165.42M,69.957,-2.186,-2.654,160.74M,Real Estate / Commercial REITs / 
IS ASIA HYG US$,9.050,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Keppel Reit,0.950,0.940 - 0.910,0.93,apr_12_2020,"3,143.23M",3.38B,-,226.82M,0.03,-,SGD 1.19459,SGD 1.1941,27.345851058888886,19.569827972006166,22.024840427777775,0.667,4.996595744388888,4.776276595722222,"1,996.62M",42.698,"5,139.85M","7,449.36M",124.84M,2.488,1.86,-0.01M,-,164.05M,153.02M,93.273,119.93M,86.356,-6.06,-23.334,72.21M,Real Estate / Commercial REITs / 
DLC SG5xShort Sands,0.365,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Frasers Cpt Tr,1.930,2.190 - 2.110,2.18,apr_12_2020,"2,436.63M",1.12B,-,67.85M,0.22,-,SGD 2.65396,SGD 2.65347,11.222492199662918,13.754860143944569,11.690535263595503,0.983,-,4.69202637316292,"1,037.96M",30.139,"3,463.34M","3,610.88M",13.10M,9.351,6.804,-0.03M,-,196.86M,84.71M,42.611,219.63M,111.567,0.069,1.471,120.66M,Real Estate / Commercial REITs / 
Mapletree NAC Tr,0.860,0.805 - 0.775,0.805,apr_12_2020,"2,691.05M",3.34B,-,295.73M,0.2,-,SGD 1.14156,SGD 1.14001,4.4548,8.147156249999998,4.683774999999999,0.571,9.567499999999997,7.0444749999999985,"2,746.92M",56.272,"5,380.12M","7,820.37M",178.83M,14.961,8.139,-1.43M,-,381.71M,231.29M,54.602,615.90M,161.496,5.468,6.972,278.05M,Real Estate / Diversified REITs / 
GLD US$,156.000,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Ascott Trust,0.855,0.795 - 0.765,0.775,apr_12_2020,"2,389.39M",3.08B,-,243.91M,0.14,-,SGD 1.12201,SGD 1.12328,9.292443038477419,5.434955936306221,11.30115190180645,0.561,10.000253164529033,6.7501708856709675,"2,365.54M",53.701,"4,754.93M","7,422.79M",275.50M,5.386,3.398,-9.79M,-,514.96M,30.41M,5.905,196.52M,42.008,1.01,3.427,234.91M,Real Estate / Specialized REITs / 
CDL HTrust,0.890,0.770 - 0.745,0.77,apr_12_2020,934.38M,1.21B,-,140.78M,0.11,-,SGD 1.38532,SGD 1.38033,9.593506493506494,6.34054073199528,8.570584415584417,0.504,10.434961038961042,6.323623376623378,967.65M,55.223,"1,902.03M","3,061.13M",136.03M,6.091,3.787,-18.57M,-,196.87M,87.61M,44.502,112.73M,57.935,-0.281,-5.114,116.89M,Real Estate / Specialized REITs / 
HSI20600MBePW200528,0.108,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Ascendas-iTrust,1.180,1.210 - 1.120,1.13,apr_12_2020,"1,294.43M",1.15B,-,43.73M,-,-,SGD 1.49456,SGD 1.4731,3.6865166669999985,6.335419999999996,3.7622333329999993,1.038,0.5142833329999998,-,644.71M,45.307,"1,939.14M","2,318.92M",108.48M,-,14.493,-0.32M,-,197.55M,288.67M,240.423,318.47M,171.05,-,-,127.65M,Real Estate / Commercial REITs / 
DairyFarm USD,4.930,USD 4.450 - 4.290,USD 4.440,apr_12_2020,"6,006.00M",1.35B,-,26.63M,0.25,-,USD 5.25013,USD 5.21899,19.889334777802688,0.6168114984930626,4.8496195655538115,4.967,5.069326086668161,3.1058999999999997,"4,126.60M",228.374,"10,132.60M","8,369.90M",301.40M,27.727,3.845,-286.50M,-,"11,192.30M",425.60M,3.803,323.80M,2.904,0.322,-8.662,"1,427.80M",Food & Drug Retailing / Food Retail & Distribution / 
ManulifeReit USD,0.695,0.710 - 0.680,0.7,apr_12_2020,"1,100.47M",1.57B,-,144.53M,0.03,-,USD 0.93274,USD 0.93351,19.59410563,5.929297163,-,0.873,8.321401408,-,751.38M,58.273,"1,851.85M","2,166.46M",60.75M,4.096,2.397,-,-,177.85M,58.05M,32.637,47.57M,26.744,2.308,-2.638,98.20M,Real Estate / Commercial REITs / 
Lendlease Reit,0.535,0.535 - 0.515,0.515,apr_12_2020,-,-,-,-,-,-,SGD 0.84034,SGD 0.84266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Medtecs Intl,0.099,0.088 - 0.077,0.085,apr_12_2020,46.70M,549.41M,-,"1,345.38M",0,-,SGD 0.10816,SGD 0.10816,36.30085714125001,0.7852040812968752,6.082714285875,0.515,-,-,54.36M,14.839,101.06M,116.60M,8.00M,1.846,1.016,-3.12M,-,98.42M,1.52M,2.199,1.66M,1.69,1.653,19.662,12.93M,"Healthcare Services / Medical Equipment, Supplies & Distribution / "
SingPost,0.680,0.645 - 0.625,0.64,apr_12_2020,"1,456.06M",2.25B,-,86.53M,0.02,-,SGD 0.83951,SGD 0.83915,-,1.2132660422767945,18.83546456580645,0.892,5.856566929548387,3.476031496451613,33.19M,0.56,"1,347.48M","2,619.24M",399.45M,0.246,0.642,-31.32M,-,"1,375.62M",70.96M,2.391,5.92M,1.239,9.86,-54.511,202.98M,Transportation / Air Freight & Logistics / 
First Resources,1.270,1.260 - 1.190,1.22,apr_12_2020,"1,932.57M",1.58B,-,27.67M,0.08,-,SGD 1.59209,SGD 1.57618,15.318619043083332,2.2381070168325694,8.322531746233333,1.297,1.9412857139833333,1.6237857139833332,502.66M,20.743,"2,435.22M","1,708.94M",59.02M,9.019,5.681,-121.02M,-,877.32M,154.58M,25.139,127.17M,15.153,-0.021,-12.462,310.37M,Food & Beverages / Food Processing / 
Kep Infra Tr,0.460,0.420 - 0.405,0.415,apr_12_2020,"2,072.89M",4.99B,-,229.75M,0.01,-,SGD 0.49786,SGD 0.4978,67.77482926469135,1.6653587147934754,12.690390248888887,1.277,7.738097561086418,-,"1,996.85M",69.896,"4,069.74M","5,003.28M",470.09M,2.883,0.231,-33.41M,-,"1,566.72M",159.35M,10.171,38.58M,0.651,-,-,332.42M,Utilities / Natural Gas Utilities / 
Sheng Siong,1.330,1.170 - 1.140,1.16,apr_12_2020,"1,744.10M",1.50B,-,61.02M,0.05,-,SGD 1.19012,SGD 1.18905,26.639321743050846,2.352737315584315,17.165095653644073,5.568,3.5389565217881356,4.039730434635594,-19.44M,9.653,"1,724.67M",532.76M,76.42M,25.099,15.634,-53.61M,-,991.28M,92.58M,9.34,75.73M,7.642,5.27,8.538,134.38M,Food & Drug Retailing / Food Retail & Distribution / 
DLC SG7xShortHSI210114,0.905,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
SPHREIT,0.745,0.765 - 0.735,0.765,apr_12_2020,"2,109.27M",2.76B,-,76.16M,0.06,-,SGD 1.01431,SGD 1.01338,12.902620918733332,8.5137501386644,13.4956993466,0.721,5.965843137313332,4.459287581426665,660.49M,29.437,"2,857.76M","3,948.40M",342.66M,5.77,4.075,-0.07M,-,234.97M,149.18M,64.939,149.72M,64.697,-0.129,-8.626,164.07M,Real Estate / Commercial REITs / 
UMS,0.745,0.625 - 0.600,0.61,apr_12_2020,327.22M,536.43M,-,128.69M,0.06,-,SGD 0.8827,SGD 0.88265,11.91022950764516,3.700663867899259,9.969565573612902,1.345,7.007885246177418,7.2167295076451605,-16.08M,2.993,311.14M,287.21M,34.36M,14.224,11.815,-2.21M,-,131.91M,33.60M,25.471,33.56M,25.179,3.734,6.123,41.50M,Technology Equipment / Semiconductors / 
HSI25000MBeCW200528,0.139,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Nikko AM STI ETF,2.630,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Sembcorp Marine,0.735,0.680 - 0.660,0.67,apr_12_2020,"1,400.91M",2.09B,-,79.20M,-0.06,-,SGD 1.16563,SGD 1.1658,-,0.5848726890166203,15.025813430526313,0.644,-,-,"4,273.82M",148.773,"5,674.73M","8,458.77M",405.07M,-6.117,-1.646,-316.27M,-,"2,882.56M",-138.61M,-4.808,-137.17M,-4.863,-13.15,-,120.91M,Industrial Goods / Shipbuilding / 
