symbol,exchange,name,type,week52change,week52high,week52low,marketcap,employees,day200movingavg,day50movingavg,float,avg10volume,avg30volume,ttmeps,ttmdividendrate,companyname,sharesoutstanding,maxchangepercent,year5changepercent,year2changepercent,year1changepercent,ytdchangepercent,month6changepercent,month3changepercent,month1changepercent,day30changepercent,day5changepercent,nextdividenddate,dividendyield,nextearningsdate,exdividenddate,peratio,beta,primaryexchange,calculationprice,open,opentime,opensource,close,closetime,closesource,high,hightime,highsource,low,lowtime,lowsource,latestprice,latestsource,latesttime,latestupdate,latestvolume,iexrealtimeprice,iexrealtimesize,iexlastupdated,delayedprice,delayedpricetime,oddlotdelayedprice,oddlotdelayedpricetime,extendedprice,extendedchange,extendedchangepercent,extendedpricetime,previousclose,previousvolume,change,changepercent,volume,iexmarketpercent,iexvolume,avgtotalvolume,iexbidprice,iexbidsize,iexaskprice,iexasksize,iexopen,iexopentime,iexclose,iexclosetime,ytdchange,lasttradetime,isusmarketopen
EPSN,NAS,Epsilon Energy Ltd.,cs,-0.11854100000000001,3.5,2.32,77693857,8,2.95,2.79,26179963,64357.1,39568.53,0.3194,,Epsilon Energy Ltd.,26790985,-0.1185,-0.1185,-0.1185,-0.118541,-0.121212,-0.118541,-0.061489,0,0.104762,-0.02521,,,,,9.08,0.1803161370764177,NASDAQ,close,2.88,1588944600116,official,2.9,1588968000830,official,2.94,1588968000830,15 minute delayed price,2.88,1588944600116,15 minute delayed price,2.9,Close,"May 8, 2020",1588968000830,70695,,,,2.9,1588968000830,2.885,1588967808910,3.53,0.63,0.21724,1578319144091,2.89,11420,0.01,0.00346,70695,,,39569,,,,,,,2.93,1588948910087,-0.11503999999999999,1588968000830,false
EPZM,NAS,Epizyme Inc.,cs,0.4401,27.82,9.74,1749365910,203,16.6,17.48,83916507,723688.8,833549.2,-2.0343,,"Epizyme, Inc.",101061000,-0.2471,0.0485,0.2589,0.4401,-0.304819,0.165264,-0.22307,-0.019819,-0.026434,0.0434,,,2020-08-06,,-8.51,1.4181028669278268,NASDAQ,close,18.04,1588944600308,official,17.31,1588968000343,official,18.11,1588971039947,15 minute delayed price,17.2,1588960435853,15 minute delayed price,17.31,Close,"May 8, 2020",1588968000343,534942,,,,17.31,1588971039947,17.3,1588967995685,17.31,0,0,1588971039947,17.73,526941,-0.42,-0.02369,534942,,,833549,,,,,,,17.3,1588967986230,-0.33488999999999997,1588968000343,false
EQ,NAS,Equillium Inc.,cs,-0.451987,7.76,2.2,58318890,16,3.81,3.06,6289349,23249.6,20806,-1.472,,"Equillium, Inc.",17619000,-0.7636,-0.7636,-0.7636,-0.451987,-0.190709,0.015337,-0.313278,0.3083,0.263359,0.273077,,,,,-2.25,0.7859253166812267,NASDAQ,close,2.89,1588944601127,official,3.31,1588968000825,official,3.31,1588968000825,Close,2.89,1588944601127,15 minute delayed price,3.31,Close,"May 8, 2020",1588968000825,20866,,,,3.21,1588968000825,3.21,1588968000825,2.6,-0.71,-0.2145,1588685166068,2.98,46006,0.33,0.11074,20866,,,20806,,,,,,,2.975,1588881598761,0.03534000000000001,1588968000825,false
EQBK,NAS,Equity Bancshares Inc. Class A,cs,-0.40304,31.91,13.63,244703900,607,25.38,18.27,14254413,52816.5,57043.7,1.988,,"Equity Bancshares, Inc.",15199000,-0.3261,-0.3261,-0.5901,-0.40304,-0.465649,-0.444061,-0.427657,-0.097534,-0.080525,-0.076835,,,2020-07-16,,8.1,1.0832022498200036,NASDAQ,close,15.7,1588944600874,official,16.1,1588968000841,official,16.14,1588968017691,15 minute delayed price,15.56,1588945219425,15 minute delayed price,16.1,Close,"May 8, 2020",1588968000841,119184,,,,16.1,1588968017691,16.1,1588967997589,16.1,0,0,1588968017691,15.14,41444,0.96,0.06341,119184,,,57044,,,,,,,16.1,1588967985958,-0.41469,1588968017691,false
EQIX,NAS,Equinix Inc.,cs,0.422942,715.75,471.8,58272254320,3904,583.9,630.31,85464627,475618.8,560411.27,5.9757,10.04,"Equinix, Inc.",85927000,228.1081,1.6257,0.7205,0.422942,0.170553,0.267589,0.10805,-0.012781,0.141165,0.00324,2020-05-19,0.014804765836970626,2020-07-29,2020-02-25,113.49,0.9238008720509463,NASDAQ,close,679.89,1588944600563,official,678.16,1588968000362,official,686.99,1588972965067,15 minute delayed price,671.16,1588966016705,IEX real time price,678.16,Close,"May 8, 2020",1588968000362,428492,,,,678.16,1588968368365,677.475,1588967995556,678.16,0,0,1588972965067,675.34,663168,2.82,0.00418,428492,,,560411,,,,,,,677.475,1588967995556,0.16557999999999998,1588968000769,false
ERI,NAS,Eldorado Resorts Inc,cs,-0.558879,70.74,6.02,1641038208,15500,42.27,19.38,67958746,7315012.6,7577742.57,1.0433,,"Eldorado Resorts, Inc.",77811200,3.7607,1.9873,-0.4996,-0.558879,-0.645606,-0.590485,-0.671291,0.16455,0.392999,0.114105,,,2020-05-11,,20.21,2.2097107880664475,NASDAQ,close,19.95,1588944600649,official,21.09,1588968000538,official,21.45,1588982371696,15 minute delayed price,19.562,1588945415070,15 minute delayed price,21.09,Close,"May 8, 2020",1588968000538,6193619,,,,21.13,1588967996709,21.13,1588967995740,21.23,0.14,0.00664,1588982371696,19.37,6723042,1.72,0.0888,6193619,,,7577743,,,,,,,21.085,1588967986856,-0.5612,1588967999610,false
ERIE,NAS,Erie Indemnity Company Class A,cs,-0.142458,270.23,130.2,7793486843,5700,179.96,164.71,18453152,93941.2,123051.43,6.4598,3.73,Erie Indemnity Co.,46189000,3.6482,1.0992,0.4672,-0.142458,0.021739,-0.066656,0.047947,0.015895,0.03528,-0.044618,2020-07-06,0.022106323712439993,2020-07-23,2020-04-03,26.12,0.7195478037820896,NASDAQ,close,184,1588944601023,official,168.73,1588968000806,official,184.43,1588973175832,15 minute delayed price,167.57,1588964197314,15 minute delayed price,168.73,Close,"May 8, 2020",1588968000806,150461,,,,168.71,1588967999245,169.44,1588967996103,168.75,0.02,0.00012,1588973175832,184.66,113042,-15.93,-0.08627,150461,,,123051,,,,,,,169.085,1588967995478,-0.07137,1588967999245,false
ERII,NAS,Energy Recovery Inc.,cs,-0.23264500000000002,12.04,6.11,454369552,188,9.21,7.79,38450773,227178.1,250031.43,0.1618,,"Energy Recovery, Inc.",55546400,-0.1679,1.9007,-0.0587,-0.232645,-0.160164,-0.118534,-0.22021,0.102426,0.215453,0.043367,,,2020-07-22,,50.56,1.0916721539745535,NASDAQ,close,8.03,1588944600571,official,8.18,1588968000225,official,8.25,1588968017590,15 minute delayed price,7.86,1588944600889,15 minute delayed price,8.18,Close,"May 8, 2020",1588968000225,213812,,,,8.18,1588968017590,8.18,1588967991085,8.18,0,0,1588968017590,7.89,209237,0.29,0.03676,213812,,,250031,,,,,,,8.185,1588967995533,-0.13113999999999998,1588968017590,false
EVK,NAS,Ever-Glory International Group Inc.,cs,-0.8,3.75,0.67,11103750,4500,2.0794,1.0292,3984721,14908.7,13206.43,0.0857,,"Ever-Glory International Group, Inc.",14805000,-0.6193,-0.8691,-0.7973,-0.8,-0.55036,-0.725375,-0.464286,-0.278846,-0.305556,-0.062617,,,,,8.75,0.04748748267892855,NASDAQ,close,0.7876,1588944601217,official,0.75,1588968000425,official,0.798,1588968098750,15 minute delayed price,0.75,1588953031646,15 minute delayed price,0.75,Close,"May 8, 2020",1588968000425,12703,,,,0.798,1588968098750,0.7875,1588966831290,0.798,0.048,0.064,1588968098750,0.7876,1862,-0.0376,-0.04774,12703,,,13206,,,,,1.13,1586980151915,32.48,1588170177271,-0.55434,1588961554128,false
ESBK,NAS,Elmira Savings Bank,cs,-0.19090900000000002,17.4,10.73,46498050,125,14.46,12.78,2507189,2970.9,2770.03,1.0225,0.92,Elmira Savings Bank,3483000,0.2373,-0.2903,-0.3161,-0.190909,-0.155063,-0.104027,-0.18845,0.165939,0.125632,0.011632,,0.06891385767790263,,2020-03-04,13.06,0.2935018096101653,NASDAQ,close,13.49,1588956774761,official,13.35,1588968000593,official,13.39,1588968000593,15 minute delayed price,13.3,1588952202636,15 minute delayed price,13.35,Close,"May 8, 2020",1588968000593,1174,,,,13.3,1588968000593,13.3,1588968000593,13.2,-0.15,-0.01124,1588711157505,13.16,554,0.19,0.01444,1174,,,2770,,,,,,,12.38,1588794049424,-0.13305999999999998,1588968000593,false
ESCA,NAS,Escalade Incorporated,cs,-0.286458,12.1,4.69,115877340,468,9.48,6.89,9186056,34165,35904.13,0.6249,0.5,"Escalade, Inc.",14097000,0.2646,-0.5433,-0.3911,-0.286458,-0.137461,-0.266726,-0.098684,0.325806,0.447183,0.055199,2020-05-29,0.0608272506082725,,2020-03-06,13.15,1.176570149803895,NASDAQ,close,8.27,1588944601246,official,8.22,1588968000277,official,8.5,1588968017553,15 minute delayed price,8,1588959901163,15 minute delayed price,8.22,Close,"May 8, 2020",1588968000277,30617,,,,8.22,1588968017553,8.19,1588967997288,8.22,0,0,1588968017553,8.07,40470,0.15,0.01859,30617,,,35904,,,,,,,8.19,1588967997031,-0.13661,1588968017553,false
ESEA,NAS,Euroseas Ltd.,cs,-0.614437,6.56,1.23,12264569,,3.87,2.22,1560428,16935.8,53636.57,-1.7198,,Euroseas Ltd.,5600260,-0.9984,-0.9585,-0.8669,-0.614437,-0.48951,-0.473558,-0.25256,0.028217,0.037915,0.028169,,,2020-05-20,,-1.27,0.3789391345177767,NASDAQ,close,2.25,1588944600270,official,2.19,1588968000318,official,2.26,1588949095787,15 minute delayed price,2.19,1588944840789,15 minute delayed price,2.19,Close,"May 8, 2020",1588968000318,6478,,,,2.19,1588968000318,2.18,1588967830354,2.22,0.03,0.0137,1588857594913,2.18,16968,0.01,0.00459,6478,,,53637,,,,,2.18,1583946327416,2.24,1588785745313,-0.44791000000000003,1588968000318,false
PLXP,NAS,PLx Pharma Inc.,cs,-0.488764,7.41,1.8,24995880,12,4.58,3.09,8945357,8396.1,7739.43,-3.965,,"PLx Pharma, Inc.",9156000,-0.9757,-0.9708,-0.3865,-0.488764,-0.367997,-0.369515,-0.494098,0.087649,0.100806,0.011111,,,2020-05-15,,-0.69,0.8173747677045299,NASDAQ,close,2.85,1588944601100,official,2.73,1588968000254,official,2.844,1588968000254,15 minute delayed price,2.689,1588964647851,15 minute delayed price,2.73,Close,"May 8, 2020",1588968000254,22804,,,,2.7,1588968000254,2.7,1588968000254,2.7,-0.03,-0.01099,1588883359865,2.7,12499,0.03,0.01111,22804,,,7739,,,,,4.51,1583937494411,2.7,1588881565382,-0.356887,1588968000254,false
PLXS,NAS,Plexus Corp.,cs,0.090492,86.53,35.16,1871114460,19000,66,56.86,28455854,189969.4,178994.93,3.5964,,Plexus Corp.,29186000,5.9233,0.4654,0.1038,0.090492,-0.169882,-0.143487,-0.116212,0.060897,0.253618,0.056178,,,2020-07-15,,17.83,1.0322433569765226,NASDAQ,close,61.48,1588944601232,official,64.11,1588968000560,official,64.185,1588968014841,15 minute delayed price,61.03,1588944697007,15 minute delayed price,64.11,Close,"May 8, 2020",1588968000560,143765,,,,64.11,1588968014841,64.13,1588967994250,64.11,0,0,1588968004294,60.34,154822,3.77,0.06248,143765,,,178995,,,,,,,64.18,1588967957967,-0.107402,1588968014841,false
ESGR,NAS,Enstar Group Limited,cs,-0.189697,213.99,94.58,3171206867,1444,183.31,151.02,15056940,47019,56401.1,1.2938,,Enstar Group Ltd.,18620900,2.8802,-0.0148,-0.3258,-0.189697,-0.314168,-0.29331,-0.280667,-0.085017,-0.015746,0.020752,,,,,110.64,0.9842612715859094,NASDAQ,close,139.59,1588944601191,official,143.14,1588968000179,official,144.575,1588968368289,15 minute delayed price,136,1588944751472,IEX real time price,143.14,Close,"May 8, 2020",1588968000179,44980,,,,143.14,1588968368289,143.79,1588967999510,143.14,0,0,1588968368289,135.55,37074,7.59,0.05599,44980,,,56401,,,,,,,143.71,1588967970943,-0.25671,1588968000179,false
ESLT,NAS,Elbit Systems Ltd,cs,0.012428999999999999,167.75,110,5920460228,16575,152.04,128.01,23797531,27886.8,32994.77,5.2028,1.75168156085643,Elbit Systems Ltd.,42753179,7.3271,0.7704,0.1996,0.012429,-0.124542,-0.142592,-0.109052,0.128974,0.15208,0.049966,,0.012649346915485487,,2020-04-03,26.62,0.6482207343802554,NASDAQ,close,136.55,1588944601017,official,138.48,1588968000836,official,138.48,1588968000836,Close,136.55,1588944601017,15 minute delayed price,138.48,Close,"May 8, 2020",1588968000836,19886,,,,138.48,1588968000836,138.03,1588967998923,137.73,-0.75,-0.00542,1588845083578,135.69,27928,2.79,0.02056,19886,,,32995,,,,,,,137.89,1588967123729,-0.09174,1588968000836,false
ESPR,NAS,Esperion Therapeutics Inc.,cs,-0.08380900000000001,76.98,24.82,1286142318,193,44.68,39.08,26798848,612094.8,669310.87,-9.6336,,"Esperion Therapeutics, Inc.",27617400,2.2117,-0.5383,0.1353,-0.083809,-0.240789,0.202738,-0.294715,0.309618,0.319637,0.18258,,,2020-08-06,,-4.83,1.0809893597260263,NASDAQ,close,45.18,1588944600383,official,46.57,1588968000416,official,47.7,1588974726855,15 minute delayed price,44.586,1588946746678,15 minute delayed price,46.57,Close,"May 8, 2020",1588968000416,1180321,,,,46.57,1588970457642,46.55,1588967995702,46.21,-0.36,-0.00773,1588974726855,44.12,1070051,2.45,0.05553,1180321,,,669311,,,,,,,46.57,1588967970753,-0.17267,1588967998072,false
GRNVR,NAS,GreenVision Acquisition Corp Rights 2019-01.06.21 For Shares,rt,,0,0,2443750,,,,,,,,,Greenvision Acquisition Corp.,7187500,0,0,0,0,0,0,0,0,0,0,,NaN,,,,,NASDAQ,close,,,official,,,official,0.34,1588795200620,Previous close,0.34,1588795200620,Previous close,0.34,Previous close,"May 6, 2020",1588795200620,0,,,,,,0.18,1588015927773,0,,,0,,,,,0,,,,,,,,,,,,0,1588795200620,false
ESQ,NAS,Esquire Financial Holdings Inc.,cs,-0.28269500000000003,28.89,11.7,124935178,86,22.24,16.45,6675887,27777.9,27079.6,1.8421,,"Esquire Financial Holdings, Inc.",7669440,0.0682,0.0682,-0.3277,-0.282915,-0.372689,-0.338008,-0.325394,0.085667,0.107823,-0.024266,,,,,8.84,1.1843820510849943,NASDAQ,close,15.86,1588944600368,official,16.29,1588968000339,official,18.58,1588968014524,15 minute delayed price,15.706,1588947895276,15 minute delayed price,16.29,Close,"May 8, 2020",1588968000339,15336,,,,16.285,1588968014524,16.9,1588967975582,16.285,-0.005,-0.00031,1588968014524,15.58,8020,0.71,0.04557,15336,,,27080,,,,,,,16.51,1588967980331,-0.32953,1588968014524,false
ESSA,NAS,ESSA Bancorp Inc.,cs,-0.156066,17.73,9.7,145302300,243,15.53,12.85,9357039,18179.4,21032.73,1.2902,0.42,"ESSA Bancorp, Inc.",11290000,0.0925,-0.0054,-0.1316,-0.156066,-0.247368,-0.228417,-0.259919,-0.009238,-0.068067,0.082422,,0.03263403263403263,2020-10-21,2020-03-13,9.98,1.2290318280951522,NASDAQ,close,12.81,1588944601218,official,12.87,1588968000179,official,13.39,1588968016572,15 minute delayed price,12.81,1588944601218,15 minute delayed price,12.87,Close,"May 8, 2020",1588968000179,27373,,,,12.87,1588968016572,12.99,1588967976003,12.87,0,0,1588968016572,12.61,15216,0.26,0.02062,27373,,,21033,,,,,,,12.98,1588967524966,-0.22098,1588968016572,false
ESSC,NAS,East Stone Acquisition Corp,cs,0.037433,9.77,9.35,171728800,,9.65,9.65,,127090.1,43367.23,,,East Stone Acquisition Corp.,17704000,0.0374,0.0374,0.0374,0.037433,0.037433,0.037433,0.037433,0.008316,0,-0.003083,,,,,,-0.014698575971197555,NASDAQ,close,,,official,,,official,9.72,1588795200659,15 minute delayed price,9.7,1588788297668,15 minute delayed price,9.7,Close,"May 8, 2020",1588968000000,0,,,,,,9.77,1588176424373,9.38,-0.32,-0.03299,1588192564690,9.7,9600,0,0,0,,,43367,,,,,9.66,1585835234957,,,0.0374,1588881600342,false
ESTA,NAS,Establishment Labs Holdings Inc.,cs,-0.303328,29.78,7.56,429664920,602,21,15.24,20539313,104886.8,101151.63,-2.1215,,"Establishment Labs Holdings, Inc.",23326000,-0.2558,-0.2558,-0.2558,-0.303328,-0.335977,-0.22344,-0.283547,0.284519,0.334783,0.156309,,,2020-08-18,,-8.68,1.1297413942778896,NASDAQ,close,17.39,1588944600841,official,18.42,1588968000574,official,18.9,1588968004077,15 minute delayed price,16.17,1588944734505,15 minute delayed price,18.42,Close,"May 8, 2020",1588968000574,79822,,,,18.42,1588968004077,18.4,1588967995638,18.42,0,0,1588968003960,17.91,67949,0.51,0.02848,79822,,,101152,,,,,,,18.4,1588967995637,-0.30482,1588968004077,false
ESXB,NAS,Community Bankers Trust Corporation,cs,-0.31612100000000004,9.75,4,121183482,243,7.8,5.49,21542964,71993.3,107151.87,0.6067,0.15,Community Bankers Trust Corp.,22317400,-0.5282,0.2202,-0.3933,-0.316121,-0.389888,-0.367133,-0.408497,-0.007313,0.180435,-0.033808,2020-05-21,0.027624309392265192,2020-07-24,2020-02-19,8.95,1.1355394595193598,NASDAQ,close,5.3,1588944601262,official,5.43,1588968000397,official,5.53,1588968014614,15 minute delayed price,5.21,1588945194024,15 minute delayed price,5.43,Close,"May 8, 2020",1588968000397,46825,,,,5.43,1588968014614,5.45,1588967995770,5.49,0.06,0.01105,1588968003971,5.16,62134,0.27,0.05233,46825,,,107152,,,,,,,5.45,1588967401680,-0.33757000000000004,1588968014614,false
ETFC,NAS,E*TRADE Financial Corporation,cs,-0.177117,57.3,25.76,9109305660,4122,42.25,37.65,220208236,2835826,4054724,3.4667,0.56,E*TRADE Financial Corp.,221046000,-0.0349,0.448,-0.3369,-0.177117,-0.10588,-0.046065,-0.045844,-0.01317,0.212772,0.052081,2020-05-12,0.013588934724581413,2020-07-16,2020-02-24,11.89,1.6016111792148253,NASDAQ,close,40.61,1588944601233,official,41.21,1588968000282,official,41.3,1588973629861,15 minute delayed price,40.3,1588944998746,15 minute delayed price,41.21,Close,"May 8, 2020",1588968000282,2368415,,,,41.22,1588967997599,41.24,1588967984987,41.02,-0.19,-0.00461,1588973629861,39.97,4001750,1.24,0.03102,2368415,,,4054724,,,,,,,41.235,1588967956245,-0.06667999999999999,1588967999578,false
ETNB,NAS,89bio Inc,cs,0.5,47.25,14,430216800,20,27.64,26.34,10084820,46538.2,38792.67,,,"89bio, Inc.",13789000,0.5,0.5,0.5,0.5,0.243028,0.5,0.164614,0.50289,-0.02834,0.255533,,,,,,-0.09786597880871814,NASDAQ,close,25.27,1588944600701,official,31.2,1588968000483,official,33.24,1588971877959,15 minute delayed price,24.216,1588944709115,15 minute delayed price,31.2,Close,"May 8, 2020",1588968000483,48341,,,,31.2,1588968000483,31.22,1588967997993,31.2,0,0,1588971877959,24.88,255414,6.32,0.25402,48341,,,38793,,,,,,,33.1,1588967116167,0.39942,1588968000483,false
ETON,NAS,Eton Pharmaceuticals Inc.,cs,-0.252022,10.2,2.5,116004990,17,5.82,4.35,12966536,53061,68291.9,-1.0347,,"Eton Pharmaceuticals, Inc.",20901800,55499,-0.112,-0.112,-0.252022,-0.257028,-0.007156,-0.181416,0.270023,0.272936,0.018349,,,2020-05-12,,-5.36,0.9495180978896235,NASDAQ,close,5.46,1588944601192,official,5.55,1588968000238,official,5.65,1588982221475,15 minute delayed price,5.35,1588945161694,15 minute delayed price,5.55,Close,"May 8, 2020",1588968000238,58795,,,,5.55,1588968000238,5.55,1588967982619,5.55,0,0,1588982221475,5.46,31576,0.09,0.01648,58795,,,68292,,,,,,,5.6,1588967776334,-0.21802,1588968000238,false
ETSY,NAS,Etsy Inc.,cs,0.328341,81.69,29.95,17156630592,1240,51.79,54.09,117516447,5005726.2,4490254.23,0.6448,,"Etsy, Inc.",118591000,1.6903,2.4491,1.5687,0.328341,0.786015,0.976733,0.602343,0.503539,1.087148,0.192347,,,2020-07-30,,125.17,1.214786735096615,NASDAQ,close,76.86,1588944600892,official,80.71,1588968000529,official,81.69,1588982373958,15 minute delayed price,75.39,1588945200379,15 minute delayed price,80.71,Close,"May 8, 2020",1588968000529,4846825,,,,80.71,1588968828627,80.78,1588967984613,81,0.29,0.00359,1588982373958,76.59,6841518,4.12,0.05379,4846825,,,4490254,,,,,,,80.78,1588967984612,0.85899,1588967999506,false
ETTX,NAS,Entasis Therapeutics Holdings Inc.,cs,-0.604136,9.25,1.75,39165788,47,5.09,3.12,2651042,23359.6,22498,-3.4949,,"Entasis Therapeutics Holdings, Inc.",14614100,-0.7486,-0.7486,-0.7486,-0.604328,-0.45994,-0.517351,-0.494108,0.018517,-0.025927,0.034247,,,2020-05-19,,-0.77,-0.39408971107135626,NASDAQ,close,2.73,1588944600623,official,2.68,1588968000494,official,2.77,1588968000494,15 minute delayed price,2.6,1588945123193,15 minute delayed price,2.68,Close,"May 8, 2020",1588968000494,31236,,,,2.65,1588968000494,2.65,1588968000494,2.8,0.12,0.04478,1588856555589,2.75,47425,-0.07,-0.02545,31236,,,22498,,,,,,,2.75,1588697093586,-0.49055000000000004,1588968000494,false
EVBG,NAS,Everbridge Inc.,cs,0.987214,155.27,59.85,5284357410,948,89.63,112.7,33940809,838807.1,644765.53,-1.8841,,"Everbridge, Inc.",34343000,9.0898,9.0898,2.8807,0.987214,0.923615,0.932555,0.657903,0.569141,0.412299,0.39666,,,2020-08-10,,-81.67,0.45172463438638405,NASDAQ,close,150.56,1588944600875,official,153.87,1588968000475,official,155.265,1588982245855,15 minute delayed price,148.36,1588945009251,15 minute delayed price,153.87,Close,"May 8, 2020",1588968000475,853451,,,,153.87,1588968531550,153.76,1588967985019,152.75,-1.12,-0.00728,1588982245855,148.31,1066980,5.56,0.03749,853451,,,644766,,,,,,,153.8,1588967995800,0.99739,1588968000781,false
EVER,NAS,EverQuote Inc. Class A,cs,3.867633,53.87,9.6,1356273985,250,29.59,34.2,10946680,535792.4,451444.17,-0.1602,,"EverQuote, Inc.",16500700,1.7958,1.7958,1.7958,3.867633,0.490974,0.62359,0.181797,0.410809,0.990518,0.262973,,,2020-08-10,2017-05-09,-314.48,1.2576529279444884,NASDAQ,close,52,1588944600474,official,50.38,1588968000537,official,52.5,1588970567589,15 minute delayed price,49.71,1588965374953,15 minute delayed price,50.38,Close,"May 8, 2020",1588968000537,410795,,,,50.31,1588970567589,50.24,1588967995222,50.31,-0.07,-0.00139,1588970567589,51.57,647775,-1.19,-0.02308,410795,,,451444,,,,,,,50.14,1588967997558,0.43042,1588968000537,false
EVGN,NAS,Evogene Ltd,cs,-0.335165,1.89,0.75,31162703,143,1.43,1.07,20538668,23901.1,13427.3,-0.7032,,Evogene Ltd.,25754300,-0.5519,-0.8778,-0.6097,-0.335165,-0.275449,-0.235532,-0.185185,0.1,0.141509,0.141509,,,,,-1.72,0.6611213650672931,NASDAQ,close,1.1,1588944601225,official,1.21,1588968000576,official,1.24,1588968000576,15 minute delayed price,1.03,1588944637896,15 minute delayed price,1.21,Close,"May 8, 2020",1588968000576,22770,,,,1.21,1588968000576,1.21,1588968000576,1.26,0.05,0.04132,1588849327669,1.11,11883,0.1,0.09009,22770,,,13427,,,,,,,1.17,1588858947104,-0.17210999999999999,1588968000576,false
EVLO,NAS,Evelo Biosciences Inc.,cs,-0.39523800000000003,10.09,3.01,164251640,98,5.39,4.37,11552387,83976.2,67545.67,-2.6682,,"Evelo Biosciences, Inc.",32333000,-0.6874,-0.6874,-0.6874,-0.395238,0.365591,-0.205008,0.080851,0.302564,0.189696,0.043121,,,2020-05-28,,-1.9,0.836215567736883,NASDAQ,close,5.23,1588944600922,official,5.08,1588968000844,official,5.35,1588971878248,15 minute delayed price,5.05,1588946395624,15 minute delayed price,5.08,Close,"May 8, 2020",1588968000844,126654,,,,5.09,1588967997657,5.06,1588967985043,5.08,0,0,1588971878248,4.92,281106,0.16,0.03252,126654,,,67546,,,,,,,5.11,1588967259023,0.26852,1588967997657,false
EVOK,NAS,Evoke Pharma Inc.,cs,0.940299,1.79,0.5001,31794100,5,1.18,1.17,21655500,216661.9,161042.03,-0.3291,,"Evoke Pharma, Inc.",24457000,-0.8893,-0.7789,-0.5221,0.940299,-0.1875,0.477273,-0.097222,0.181818,0.171171,-0.051095,,,2020-05-18,,-3.95,0.9371469325025361,NASDAQ,close,1.35,1588944601123,official,1.3,1588968000600,official,1.38,1588972105581,15 minute delayed price,1.3,1588967347350,15 minute delayed price,1.3,Close,"May 8, 2020",1588968000600,267203,,,,1.3,1588967999806,1.33,1588967976944,1.3,0,0,1588972105581,1.35,244799,-0.05,-0.03704,267203,,,161042,,,,,,,1.3,1588967837965,-0.23454,1588968000600,false
