symbol,company,price,change,percen_change,volume,market_cap,sector,industry,pe_ratio,forward_pe,one_yr_tar,eps,day_high_low,div,yield,ex_div_date,div_pay_date,fifty_day_vol,year_high_low,beta
SSNLF,ssnlf,--,--,--,--,,,,,,,,,,,,,,,
MSFT,Microsoft Corporation Common Stock,$174.55,+3.13,1.83%,"34,305,320","1,327,635,505,596",Technology,Computer Software: Prepackaged Software,30.41,30.89,$192.00,$5.74,$174.56/$170.71,$2.04,1.18%,"May 20, 2020","Jun 11, 2020","60,360,903",$190.70/$119.01,1
AAPL,Apple Inc. Common Stock,$282.97,+7.94,2.89%,"31,593,364","1,238,129,575,600",Technology,Computer Manufacturing,22.35,22.62,$315.00,$12.66,$283.01/$277.00,$3.08,1.12%,"Feb 7, 2020","Feb 13, 2020","55,086,070",$327.85/$170.27,1
AMZN,"Amazon.com, Inc. Common Stock",$2410.22,+10.77,0.45%,"3,830,084","1,201,554,980,935",Consumer Services,Catalog/Specialty Distribution,104.75,86.34,"$2,450.00",$23.01,"$2,420.43/$2,382.00",N/A,N/A,N/A,N/A,"6,333,624","$2,461.00/$1,626.03",1
GOOGL,Alphabet Inc. Class A Common Stock,$1276.60,+5.43,0.43%,"1,870,251","877,389,422,494",Technology,"Computer Software: Programming, Data Processing",25.96,29.73,"$1,425.00",$49.18,"$1,277.71/$1,244.00",N/A,N/A,N/A,N/A,"2,861,256","$1,530.74/$1,008.87",1
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,$204.36,-0.88,0.43%,"14,350,928","548,241,279,024",Miscellaneous,Business Services,21.97,34.90,$250.00,$9.30,$206.50/$202.82,N/A,N/A,N/A,N/A,,$231.14/$147.95,1
FB,"Facebook, Inc. Class A Common Stock",$190.07,+4.94,2.67%,"28,848,143","541,848,381,831",Technology,"Computer Software: Programming, Data Processing",29.51,25.78,$220.00,$6.44,$190.41/$180.83,N/A,N/A,N/A,N/A,"24,552,140",$224.20/$137.10,1
TCEHY,Tencent Holdings Ltd. ADR,$52.85,+0.39,0.74%,"1,634,794",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$52.95/$52.45,N/A,N/A,N/A,N/A,0,N/A,
BRK/B,Berkshire Hathaway Inc.,$186.52,+0.89,0.48%,"5,150,448",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$187.28/$184.42,N/A,N/A,N/A,N/A,,N/A,
BRK/A,Berkshire Hathaway Inc.,$214748.3647,-64001.6353,22.96%,541,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$214,748.36/$214,748.36",N/A,N/A,N/A,N/A,,N/A,
JNJ,Johnson & Johnson Common Stock,$154.86,-0.65,0.42%,"8,544,492","408,265,509,280",Health Care,Major Pharmaceuticals,20.48,20.25,$161.00,$7.56,$156.30/$153.64,$4.04,2.48%,"May 22, 2020","Jun 9, 2020",,$157.00/$109.16,1
V,Visa Inc.,$167.32,+0.94,0.56%,"8,327,001","370,763,419,552",Miscellaneous,Business Services,30.53,30.93,$188.00,$5.48,$168.75/$164.01,$1.20,0.72%,"May 13, 2020","Jun 2, 2020",,$214.17/$133.93,1
WMT,Walmart Inc. Common Stock,$129.44,+0.91,0.71%,"5,754,739","366,609,963,357",Consumer Services,Department/Specialty Retail Stores,24.94,25.15,$130.50,$5.19,$129.89/$128.56,$2.16,1.64%,"May 7, 2020","Jun 1, 2020",,$133.38/$98.85,1
NSRGY,Nestle SA ADR (Sponsored) Reg Shs Ser B,$109.22,+3.22,3.04%,"390,112",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$110.17/$108.59,N/A,N/A,N/A,N/A,0,N/A,
NSRGF,Nestle S.A Reg Ord,$108.79,+2.465,2.32%,"6,354",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$110.29/$107.60,N/A,N/A,N/A,N/A,0,N/A,
RHHBY,Roche Holding Ltd ADR (Sponsored),$45.06,+0.88,1.99%,"1,898,060",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$45.24/$44.52,N/A,N/A,N/A,N/A,0,N/A,
RHHVF,Roche Holding Div Rts,$358.45,+6.20,1.76%,"5,027",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$360.00/$350.50,N/A,N/A,N/A,N/A,0,N/A,
PG,Procter & Gamble Company (The) Common Stock,$118.78,-0.62,0.52%,"12,620,109","294,056,829,572",Basic Industries,Package Goods/Cosmetics,67.11,24.12,$133.00,$1.77,$119.76/$118.62,$3.163,2.5%,"Apr 23, 2020","May 15, 2020",,$128.09/$94.34,1
JPM,JP Morgan Chase & Co. Common Stock,$90.71,+1.32,1.48%,"15,691,862","276,351,378,073",Finance,Major Banks,10.25,17.46,$101.00,$8.85,$91.10/$88.49,$3.60,4.03%,"Apr 3, 2020","Apr 30, 2020",,$141.10/$76.91,1
UNH,UnitedHealth Group Incorporated Common Stock (DE),$291.29,+5.96,2.09%,"3,229,653","275,975,764,981",Health Care,Medical Specialities,20.38,17.53,$318.00,$14.29,$291.90/$284.00,$4.32,1.56%,"Mar 13, 2020","Mar 24, 2020",,$306.71/$187.72,1
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,$52.73,+0.09,0.17%,"5,485,568","273,461,792,278",Technology,Semiconductors,21.01,19.14,$57.00,$2.51,$52.89/$52.00,$1.314,2.49%,"Jun 18, 2020","Jul 16, 2020",,$60.64/$37.18,1
MA,Mastercard Incorporated Common Stock,$258.76,+2.90,1.13%,"3,771,164","260,081,995,525",Miscellaneous,Business Services,32.59,34.58,$287.00,$7.94,$259.83/$252.83,$1.60,0.62%,"Apr 8, 2020","May 8, 2020",,$347.25/$199.99,1
INTC,Intel Corporation Common Stock,$59.26,+0.22,0.37%,"50,200,325","253,663,826,166",Technology,Semiconductors,11.48,12.15,$61.00,$5.16,$59.40/$56.10,$1.32,2.2%,"May 6, 2020","Jun 1, 2020","34,396,410",$69.29/$42.86,1
VZ,Verizon Communications Inc. Common Stock,$57.93,+0.34,0.59%,"15,217,095","239,830,200,000",Public Utilities,Telecommunications Equipment,12.46,11.87,$61.00,$4.65,$57.99/$56.83,$2.46,4.24%,"Apr 9, 2020","May 1, 2020",,$62.22/$48.84,1
IDCBY,Industrial and Commercial Bank of China Ltd ADR,$13.085,+0.115,0.89%,"83,967",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$13.10/$12.98,N/A,N/A,N/A,N/A,0,N/A,
IDCBF,Industrial & Coml Bk H Sh,$0.645,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
HD,"Home Depot, Inc. (The) Common Stock",$212.18,+9.86,4.87%,"5,026,219","227,905,963,010",Consumer Services,RETAIL: Building Materials,20.7,20.52,$228.00,$10.25,$212.93/$203.85,$6.00,2.94%,"Mar 11, 2020","Mar 26, 2020",,$247.36/$140.63,1
T,AT&T Inc.,$29.71,+0.21,0.71%,"34,623,744","213,410,068,505",Public Utilities,Telecommunications Equipment,15.08,8.73,$36.50,$1.97,$29.95/$29.15,$2.08,7.06%,"Apr 8, 2020","May 1, 2020",,$39.70/$26.08,1
PFE,"Pfizer, Inc. Common Stock",$37.38,+0.69,1.88%,"15,960,795","207,370,746,007",Health Care,Major Pharmaceuticals,13.02,13.59,$38.50,$2.87,$37.43/$36.79,$1.52,4.19%,"Jan 30, 2020","Mar 6, 2020",,$44.56/$27.88,1
MRK,"Merck & Company, Inc. Common Stock (new)",$81.43,+0.55,0.68%,"7,215,287","205,617,810,877",Health Care,Major Pharmaceuticals,21.37,14.29,$92.50,$3.81,$82.10/$81.02,$2.44,3.05%,"Mar 13, 2020","Apr 7, 2020",,$92.64/$65.25,1
NVS,Novartis AG Common Stock,$89.05,+0.95,1.08%,"1,735,041","201,699,005,856",Health Care,Major Pharmaceuticals,17.63,15.46,$103.00,$5.05,$89.37/$87.75,$2.007,2.27%,"Mar 3, 2020","Mar 12, 2020",,$99.84/$69.18,1
KO,Coca-Cola Company (The) Common Stock,$45.43,+0.36,0.8%,"14,609,043","195,076,420,000",Consumer Non-Durables,Beverages (Production/Distribution),19.58,23.47,$52.00,$2.32,$45.75/$45.12,$1.64,3.59%,"Jun 12, 2020","Jul 1, 2020",,$60.13/$36.27,1
BAC,Bank of America Corporation Common Stock,$22.18,+0.31,1.42%,"45,144,964","192,422,311,308",Finance,Major Banks,9.09,14.58,$27.00,$2.44,$22.30/$21.67,$0.72,3.3%,"Jun 4, 2020","Jun 26, 2020",,$35.72/$17.95,1
CICHF,China Construction Bank Corp,$0.765,-0.015,1.92%,"28,550",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$0.77/$0.77,N/A,N/A,N/A,N/A,0,N/A,
LVMUY,LVMH Moet Hennessy Louis Vuitton ADR,$75.06,+0.5004,0.67%,"117,580",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$75.32/$73.50,N/A,N/A,N/A,N/A,0,N/A,
NFLX,"Netflix, Inc. Common Stock",$424.99,-1.71,0.4%,"8,665,440","186,902,364,844",Consumer Services,Consumer Electronics/Video Chains,86.03,66.67,$480.00,$4.94,$427.17/$415.88,N/A,N/A,N/A,N/A,"9,177,954",$449.52/$252.28,1
C,"Citigroup, Inc. Common Stock",$43.10,+0.64,1.51%,"25,508,260","89,725,580,000",Finance,Major Banks,5.97,13.39,$58.00,$7.22,$43.34/$41.73,$2.04,4.83%,"May 1, 2020","May 22, 2020",,$83.11/$32.00,1
PEP,"PepsiCo, Inc. Common Stock",$134.36,+4.10,3.15%,"4,063,185","186,658,419,819",Consumer Non-Durables,Beverages (Production/Distribution),25.89,22.89,$136.50,$5.19,$134.82/$130.65,$3.82,2.88%,"Mar 5, 2020","Mar 31, 2020","7,509,623",$147.20/$101.42,1
XOM,Exxon Mobil Corporation Common Stock,$43.73,+0.28,0.64%,"28,271,478","184,996,721,305",Energy,Integrated oil Companies,13.01,-44.79,$46.00,$3.36,$44.89/$43.13,$3.48,8.26%,"Feb 10, 2020","Mar 10, 2020",,$83.08/$30.11,1
DIS,Walt Disney Company (The) Common Stock,$101.19,+0.19,0.19%,"13,500,069","182,692,336,285",Consumer Services,Services-Misc. Amusement & Recreation,16.16,34.47,$137.50,$6.26,$101.92/$99.52,$1.76,1.74%,"Dec 13, 2019","Jan 16, 2020",,$153.41/$79.07,1
PIAIF,Ping An Insurance (Group) Co of China Ltd.,$9.90,-0.185,1.83%,"127,471",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$9.94/$9.90,N/A,N/A,N/A,N/A,0,N/A,
CSCO,"Cisco Systems, Inc. Common Stock",$42.52,+0.90,2.16%,"14,620,632","180,322,224,446",Technology,Computer Communications Equipment,16.61,15.08,$48.00,$2.56,$42.66/$41.65,$1.44,3.45%,"Apr 2, 2020","Apr 22, 2020","36,635,797",$58.26/$32.40,1
NVDA,NVIDIA Corporation Common Stock,$289.59,+5.58,1.96%,"8,809,297","177,229,080,000",Technology,Semiconductors,64.07,45.59,$300.50,$4.52,$289.67/$280.60,$0.64,0.22%,"Feb 27, 2020","Mar 20, 2020","17,255,703",$316.32/$132.60,1
TM,Toyota Motor Corporation Common Stock,$122.56,+0.88,0.72%,"113,269","172,396,109,033",Capital Goods,Auto Manufacturing,7.72,8.24,$148.65,$15.87,$122.79/$121.69,$3.244,2.67%,"Sep 27, 2019","Dec 9, 2019",,$145.41/$108.01,1
CMCSA,Comcast Corporation Class A Common Stock,$37.16,+1.07,2.96%,"19,171,086","169,190,767,408",Consumer Services,Television Services,13.13,12.89,$45.50,$2.83,$37.22/$36.15,$0.92,2.57%,"Mar 31, 2020","Apr 22, 2020","31,430,194",$47.74/$31.70,1
ORCL,Oracle Corporation Common Stock,$53.01,+1.04,2%,"9,070,492","167,171,487,840",Technology,Computer Software: Prepackaged Software,16.67,14.98,$55.00,$3.18,$53.05/$51.96,$0.96,1.84%,"Apr 8, 2020","Apr 23, 2020",,$60.50/$39.71,1
ABT,Abbott Laboratories Common Stock,$94.06,+0.12,0.13%,"9,017,664","165,868,530,837",Health Care,Major Pharmaceuticals,47.27,33.43,$106.00,$1.99,$94.58/$92.78,$1.44,1.51%,"Apr 14, 2020","May 15, 2020",,$100.00/$61.61,1
ADBE,Adobe Inc. Common Stock,$344.10,+8.73,2.6%,"2,142,226","165,787,672,485",Technology,Computer Software: Prepackaged Software,52.14,41.92,$332.00,$6.60,$344.70/$333.50,N/A,N/A,N/A,N/A,"4,432,313",$386.75/$255.13,1
CHL,China Mobile Limited Common Stock,$39.67,+0.33,0.84%,"789,115","162,452,481,289",Public Utilities,Telecommunications Equipment,N/A,10.60,$59.30,N/A,$39.72/$39.30,$1.999,4.41%,"May 21, 2020","Jul 6, 2020",,$47.98/$30.12,1
CVX,Chevron Corporation Common Stock,$87.01,+0.21,0.24%,"9,176,599","162,445,812,337",Energy,Integrated oil Companies,57.62,-96.44,$100.00,$1.51,$88.79/$85.77,$5.16,6.11%,"Feb 14, 2020","Mar 10, 2020",,$127.00/$51.60,1
CHLKF,China Mobile (Hk) Ltd Ord,$7.84,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
LLY,Eli Lilly and Company Common Stock,$162.93,+3.00,1.88%,"4,353,596","155,930,274,170",Health Care,Major Pharmaceuticals,26.93,23.59,$156.00,$6.05,$164.90/$160.61,$2.96,1.89%,"Feb 13, 2020","Mar 10, 2020",,$162.56/$101.36,1
NVO,Novo Nordisk A/S Common Stock,$64.91,+0.93,1.45%,"807,109","152,153,998,540",Health Care,Major Pharmaceuticals,26.39,23.78,$69.40,$2.46,$65.04/$64.36,$1.123,1.74%,"Mar 27, 2020","Apr 7, 2020",,$65.15/$46.47,1
LRLCY,L'Oreal S.A. ADR,$52.95,+0.24,0.46%,"68,565",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$53.26/$52.28,N/A,N/A,N/A,N/A,0,N/A,
PYPL,"PayPal Holdings, Inc. Common Stock",$120.18,+4.94,4.29%,"10,671,022","140,958,049,634",Miscellaneous,Business Services,58.06,45.37,$125.00,$2.07,$120.47/$115.40,N/A,N/A,N/A,N/A,"10,825,018",$124.45/$82.07,1
BMY,Bristol-Myers Squibb Company Common Stock,$62.25,+1.30,2.13%,"10,267,236","140,838,343,724",Health Care,Major Pharmaceuticals,28.42,9.96,$69.00,$2.19,$62.55/$61.26,$1.80,2.95%,"Apr 2, 2020","May 1, 2020",,$68.34/$42.48,1
ACGBF,Agricultural Bank of China,$0.40,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
SAP,SAP SE ADS,$116.49,+1.34,1.16%,"697,430","139,048,274,288",Technology,Computer Software: Prepackaged Software,29.34,23.50,$125.00,$3.97,$116.56/$114.95,$1.23,1.03%,"May 21, 2020","Jun 2, 2020",,$140.67/$90.89,1
AMGN,Amgen Inc. Common Stock,$236.28,+3.79,1.63%,"1,943,265","138,876,532,715",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),18.36,15.13,$240.00,$12.87,$236.93/$230.80,$6.40,2.79%,"May 15, 2020","Jun 8, 2020","3,543,438",$244.99/$166.30,1
CRM,Salesforce.com Inc Common Stock,$153.98,+2.26,1.49%,"6,637,655","137,812,100,000",Technology,Computer Software: Prepackaged Software,769.9,122.35,$194.00,$0.20,$154.50/$151.30,N/A,N/A,N/A,N/A,,$195.72/$115.29,1
NKE,"Nike, Inc. Common Stock",$88.37,+1.02,1.17%,"4,383,349","137,418,419,444",Consumer Non-Durables,Shoe Manufacturing,32.61,32.84,$95.00,$2.71,$89.12/$87.65,$0.98,1.1%,"Feb 28, 2020","Apr 1, 2020",,$105.62/$60.00,1
COST,Costco Wholesale Corporation Common Stock,$310.55,+5.15,1.69%,"2,016,445","137,132,654,094",Consumer Services,Department/Specialty Retail Stores,36.45,34.98,$330.00,$8.52,$310.83/$305.51,$2.80,0.84%,"Apr 30, 2020","May 15, 2020","4,277,536",$325.26/$233.05,1
RDS.A,Royal Dutch Shell PLC Royal Dutch Shell American Depositary Shares (Each representing two Class A Ordinary Shares),$0.00,--,--,0,0,N/A,N/A,,N/A,$34.00,$3.90,N/A,$3.196,9.17%,"Feb 13, 2020","Mar 23, 2020",,$66.48/$21.25,1
MCD,McDonald's Corporation Common Stock,$184.02,+1.98,1.09%,"3,295,918","136,821,653,303",Consumer Services,Restaurants,23.35,29.94,$200.00,$7.88,$184.35/$180.86,$5.00,2.68%,"Feb 28, 2020","Mar 16, 2020",,$221.93/$124.23,1
UL,Unilever PLC Common Stock,$51.58,+0.05,0.1%,"1,064,103","134,975,908,033",Basic Industries,Package Goods/Cosmetics,N/A,18.54,$62.00,N/A,$51.79/$51.02,$1.787,3.38%,"Feb 20, 2020","Mar 18, 2020",,$64.84/$44.06,1
AZN,Astrazeneca PLC Common Stock,$51.18,+0.79,1.57%,"2,024,913","134,319,376,078",Health Care,Major Pharmaceuticals,96.57,25.07,$53.35,$0.53,$51.26/$50.54,$1.86,3.69%,"Feb 27, 2020","Mar 30, 2020",,$51.55/$36.15,1
TSLA,"Tesla, Inc. Common Stock",$725.15,+19.52,2.77%,"13,231,615","133,709,745,713",Capital Goods,Auto Manufacturing,,-727.45,$462.50,$-5.07,$730.73/$698.18,N/A,N/A,N/A,N/A,"18,606,004",$968.99/$176.99,1
MDT,Medtronic plc. Ordinary Shares,$99.30,+3.47,3.62%,"4,565,447","133,078,497,404",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,25.2,18.22,$117.50,$3.94,$99.53/$96.50,$2.16,2.25%,"Mar 26, 2020","Apr 17, 2020",,$122.15/$72.13,1
TMO,Thermo Fisher Scientific Inc Common Stock,$328.70,+8.19,2.56%,"1,955,022","129,820,427,885",Capital Goods,Industrial Machinery/Components,36.04,26.40,$365.00,$9.12,$329.86/$320.24,$0.88,0.26%,"Mar 13, 2020","Apr 16, 2020",,$342.26/$250.21,1
SNYNF,Sanofi,$99.96,+5.1099,5.39%,"5,043",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$102.90/$97.95,N/A,N/A,N/A,N/A,0,N/A,
SNY,Sanofi ADR,$49.85,+1.48,3.06%,"3,855,843","124,666,584,970",Health Care,Major Pharmaceuticals,38.35,14.23,$56.00,$1.30,$50.12/$48.94,$1.212,2.4%,"Apr 30, 2020","May 26, 2020","3,118,796",$51.84/$37.62,1
MNBEF,Minebea Co. Ltd. (Japan),$14.70,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
ASML,ASML Holding N.V. New York Registry Shares,$291.84,+3.9362,1.37%,"463,495","124,224,528,015",Technology,Industrial Machinery/Components,42.05,37.68,$320.00,$6.94,$292.46/$285.97,$2.544,0.67%,"Apr 24, 2020","May 6, 2020","1,244,393",$319.22/$186.31,1
ABBV,AbbVie Inc. Common Stock,$83.59,+1.55,1.89%,"6,741,609","123,435,080,021",Health Care,Major Pharmaceuticals,15.83,8.07,$97.00,$5.28,$83.67/$82.35,$4.72,5.79%,"Apr 14, 2020","May 15, 2020",,$97.86/$62.55,1
VNJA,Vanjia Corp,$14.38,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
CHTR,"Charter Communications, Inc. Class A Common Stock New",$508.55,+9.43,1.89%,"767,218","119,100,169,329",Consumer Services,Television Services,67.63,38.25,$540.00,$7.52,$508.86/$494.11,N/A,N/A,N/A,N/A,"1,982,244",$546.54/$345.67,1
PROSY,Prosus NV - ADR,$14.64,+0.2476,1.72%,"424,474",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$14.66/$14.50,N/A,N/A,N/A,N/A,0,N/A,
PROSF,Prosus NV - Ordinary Shares - Class N,$73.0134,+2.3988,3.4%,"4,212",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$73.01/$73.01,N/A,N/A,N/A,N/A,0,N/A,
NEE,"NextEra Energy, Inc. Common Stock",$239.70,-1.44,0.6%,"1,967,467","117,317,060,377",Public Utilities,Electric Utilities: Central,33.2,26.67,$255.00,$7.22,$241.95/$235.95,$5.60,2.27%,"Feb 27, 2020","Mar 16, 2020",,$283.35/$174.80,1
UN,Unilever NV Common Stock,$49.35,+0.25,0.51%,"2,557,047","116,296,824,449",Basic Industries,Package Goods/Cosmetics,N/A,17.92,$57.00,N/A,$49.54/$48.80,$1.807,3.57%,"Feb 20, 2020","Mar 18, 2020",,$63.62/$42.00,1
DHR,Danaher Corporation Common Stock,$165.07,+4.42,2.75%,"3,909,548","115,036,486,207",Capital Goods,Industrial Machinery/Components,40.76,32.92,$170.00,$4.05,$165.68/$161.47,$0.72,0.45%,"Mar 26, 2020","Apr 24, 2020",,$169.19/$119.60,1
PM,Philip Morris International Inc Common Stock,$73.67,+1.89,2.63%,"4,136,919","114,711,971,320",Consumer Non-Durables,Farming/Seeds/Milling,14.97,13.78,$93.00,$4.92,$73.97/$72.30,$4.68,6.41%,"Mar 20, 2020","Apr 9, 2020",,$90.17/$56.01,1
ISRMF,isrmf,--,--,--,--,,,,,,,,,,,,,,,
CIHHF,China Merchants Bank Co Ltd,$4.45,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
TMUS,"T-Mobile US, Inc. Common Stock",$90.80,+0.46,0.51%,"3,559,844","112,091,667,756",Public Utilities,Telecommunications Equipment,22.53,41.44,$107.00,$4.03,$91.00/$89.01,N/A,N/A,N/A,N/A,"6,535,516",$101.35/$63.50,1
ACN,Accenture plc Class A Ordinary Shares (Ireland),$175.46,+2.56,1.48%,"2,088,595","111,876,012,823",Miscellaneous,Business Services,22.88,22.84,$197.00,$7.67,$176.40/$172.57,$3.20,1.86%,"Apr 15, 2020","May 15, 2020",,$216.39/$137.15,1
IBM,International Business Machines Corporation Common Stock,$124.72,+3.37,2.78%,"4,925,796","110,802,248,629",Technology,Computer Manufacturing,12.35,10.75,$135.00,$10.10,$125.00/$120.76,$6.48,5.43%,"Feb 7, 2020","Mar 10, 2020",,$158.75/$90.56,1
BACHF,Bank of China Ltd,$0.375,+0.02,5.63%,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$0.38/$0.38,N/A,N/A,N/A,N/A,0,N/A,
WFC,Wells Fargo & Company Common Stock,$26.92,+0.39,1.47%,"34,209,763","110,275,365,384",Finance,Major Banks,9.51,29.81,$34.00,$2.83,$27.29/$26.37,$2.04,7.61%,"Feb 6, 2020","Mar 1, 2020",,$54.75/$25.11,1
AAGIY,AIA Group Ltd. ADR (Sponsored),$36.15,+0.31,0.86%,"165,227",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$36.50/$35.15,N/A,N/A,N/A,N/A,0,N/A,
AAIGF,AIA Group Ltd.,$9.00,+0.13,1.47%,"7,154",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$9.02/$8.90,N/A,N/A,N/A,N/A,0,N/A,
BACHY,Bank of China Ltd ADR,$9.235,+0.015,0.16%,"61,597",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$9.24/$9.20,N/A,N/A,N/A,N/A,0,N/A,
AMT,American Tower Corporation (REIT) Common Stock,$244.61,-3.99,1.6%,"1,756,268","108,472,755,316",Consumer Services,Real Estate Investment Trusts,57.83,30.10,$250.00,$4.23,$251.49/$243.77,$4.32,1.71%,"Apr 13, 2020","Apr 29, 2020",,$260.43/$174.32,1
GSK,GlaxoSmithKline PLC Common Stock,$42.50,+0.29,0.69%,"3,605,452","106,612,182,918",Health Care,Major Pharmaceuticals,17.86,14.61,$50.50,$2.38,$42.59/$42.08,$2.238,5.34%,"Feb 20, 2020","Apr 9, 2020",,$48.25/$31.43,1
LMT,Lockheed Martin Corporation Common Stock,$381.77,+5.04,1.34%,"1,020,265","106,513,830,000",Capital Goods,Military/Government/Technical,17.33,15.73,$410.00,$22.03,$384.06/$372.98,$9.60,2.52%,"May 29, 2020","Jun 26, 2020",,$442.53/$266.11,1
UNP,Union Pacific Corporation Common Stock,$156.09,+3.80,2.5%,"4,718,196","105,915,480,592",Transportation,Railroads,18.13,18.87,$168.00,$8.61,$158.08/$153.44,$3.88,2.64%,"Feb 27, 2020","Mar 31, 2020",,$188.96/$105.08,1
AVGO,Broadcom Inc. Common Stock,$264.81,+5.88,2.27%,"2,340,086","105,868,746,069",Technology,Semiconductors,43.7,14.86,$315.00,$6.06,$265.07/$258.88,$13.00,5%,"Mar 20, 2020","Mar 31, 2020","4,026,826",$331.58/$155.67,1
TXN,Texas Instruments Incorporated Common Stock,$113.93,+3.47,3.14%,"5,561,279","104,984,312,329",Technology,Semiconductors,21.87,26.36,$114.50,$5.21,$114.00/$111.04,$3.60,3.21%,"Jan 30, 2020","Feb 10, 2020","7,953,613",$135.70/$93.09,1
HSBC,"HSBC Holdings, plc. Common Stock",$24.98,-0.03,0.12%,"2,301,332","101,743,605,023",Finance,Savings Institutions,16.65,8.96,$28.40,$1.50,$25.18/$24.69,N/A,N/A,N/A,N/A,,$44.93/$23.95,1
FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,$56.62,+0.09,0.16%,"716,889","101,299,585,704",Consumer Non-Durables,Beverages (Production/Distribution),20.08,19.77,$75.00,$2.82,$56.99/$55.87,$1.477,2.63%,"Nov 1, 2019","Nov 18, 2019",,$100.35/$55.40,1
GILD,"Gilead Sciences, Inc. Common Stock",$79.64,+1.86,2.39%,"24,425,036","100,267,968,139",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),18.92,12.83,$80.00,$4.21,$80.15/$76.25,$2.72,3.35%,"Mar 12, 2020","Mar 30, 2020","25,337,914",$85.97/$60.89,1
BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),$39.07,+0.72,1.88%,"1,678,251","98,806,529,556",Basic Industries,Precious Metals,N/A,10.71,$37.90,N/A,$39.21/$38.49,$2.60,6.89%,"Mar 5, 2020","Mar 24, 2020",,$59.02/$29.78,1
NTDMF,NTT DoCoMo Inc,$30.60,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
DCMYY,NTT DOCOMO Inc American Depositary Shares,$30.59,+0.12,0.39%,"25,943",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$31.09/$30.45,N/A,N/A,N/A,N/A,0,N/A,
BHPLF,BHP Group Ltd,$19.3825,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
LIN,Linde plc Ordinary Share,$181.47,+0.17,0.09%,"1,163,781","96,716,203,292",Basic Industries,Major Chemicals,43.21,23.76,$230.00,$4.20,$182.76/$178.85,N/A,N/A,N/A,N/A,,$227.85/$146.71,1
RTX,Raytheon Technologies Corporation Common Stock,$63.43,+0.14,0.22%,"8,361,985","96,176,940,577",Capital Goods,Aerospace,9.9,17.58,$81.00,$6.41,$64.08/$62.50,$2.94,4.63%,"Feb 13, 2020","Mar 10, 2020",,$158.44/$48.05,
HON,Honeywell International Inc. Common Stock,$135.52,+0.84,0.62%,"2,816,464","95,851,490,603",Capital Goods,Aerospace,16.11,17.24,$158.00,$8.41,$136.24/$132.36,$3.60,2.71%,"Feb 27, 2020","Mar 6, 2020",,$184.06/$101.08,1
CSLLY,CSL Ltd ADR (Sponsored),$101.04,+2.39,2.42%,"35,179",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$101.80/$96.51,N/A,N/A,N/A,N/A,0,N/A,
CMXHF,Csl Ltd,$199.50,+3.75,1.92%,102,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$200.65/$199.50,N/A,N/A,N/A,N/A,0,N/A,
