symbol,company,price,change,percen_change,volume,market_cap,sector,industry,pe_ratio,forward_pe,one_yr_tar,eps,day_high_low,div,yield,ex_div_date,div_pay_date,fifty_day_vol,year_high_low,beta
SBUX,Starbucks Corporation Common Stock,$75.58,+0.43,0.57%,"8,442,018","88,708,246,000",Consumer Services,Restaurants,24.7,43.44,$77.50,$3.06,$76.03/$74.21,$1.64,2.12%,"Feb 5, 2020","Feb 21, 2020","15,333,999",$99.72/$50.02,1
TOT,Total S.A.,$34.15,-0.46,1.33%,"2,643,115","87,873,886,192",Energy,Oil & Gas Production,8.19,37.62,$44.00,$4.17,$35.23/$34.15,$2.468,7.18%,"Mar 26, 2020","Apr 21, 2020",,$56.91/$22.13,1
QCOM,QUALCOMM Incorporated Common Stock,$76.04,+2.23,3.02%,"6,067,959","86,916,974,968",Technology,Radio And Television Broadcasting And Communications Equipment,21.6,24.28,$95.00,$3.52,$76.11/$73.66,$2.60,3.32%,"Jun 3, 2020","Jun 25, 2020","12,572,687",$96.17/$58.00,1
RTNTF,Rio Tinto Ltd Aud2 Ord,$53.66,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
NTTYY,Nippon Telegraph & Telephone Corp (Japan) ADR (Sponsored),$23.70,-0.34,1.41%,"161,176",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$23.86/$23.59,N/A,N/A,N/A,N/A,0,N/A,
UPS,"United Parcel Service, Inc. Common Stock",$100.18,+0.73,0.73%,"2,786,005","85,999,188,703",Transportation,Trucking Freight/Courier Services,19.6,14.80,$109.00,$5.11,$100.45/$98.59,$4.04,4.14%,"Feb 24, 2020","Mar 10, 2020",,$125.31/$82.00,1
BTI,"British American Tobacco Industries, p.l.c. Common Stock ADR",$37.15,+0.86,2.37%,"1,304,391","85,218,197,801",Consumer Non-Durables,Farming/Seeds/Milling,N/A,8.66,$50.08,N/A,$37.26/$36.50,$2.688,7.46%,"Jul 9, 2020","Aug 24, 2020",,$45.64/$27.32,1
NPPXF,Nippon Tel & Tel Cp,$23.42,-0.44,1.84%,468,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$23.42/$23.42,N/A,N/A,N/A,N/A,0,N/A,
SFTBY,SoftBank Group Corp ADR,$20.48,-0.15,0.73%,"599,693",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$20.75/$20.32,N/A,N/A,N/A,N/A,0,N/A,
SFTBF,Softbank Corp Fgn,$40.91,-0.29,0.7%,"4,571",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$41.10/$40.79,N/A,N/A,N/A,N/A,0,N/A,
MMM,3M Company Common Stock,$147.00,+2.67,1.85%,"2,214,452","84,563,325,399",Health Care,Medical/Dental Instruments,18.82,17.77,$157.00,$7.81,$147.34/$144.31,$5.88,4.09%,"Feb 13, 2020","Mar 12, 2020",,$219.75/$114.04,1
RY,Royal Bank Of Canada Common Stock,$58.88,+0.46,0.79%,"941,241","83,840,291,781",Finance,Commercial Banks,8.68,9.64,$72.52,$6.78,$58.96/$57.82,$3.071,5.26%,"Apr 22, 2020","May 22, 2020",,$82.74/$49.55,1
KYCCF,Keyence Corp,$345.00,-5.00,1.43%,"2,237",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$350.33/$342.45,N/A,N/A,N/A,N/A,0,N/A,
BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),$41.91,-0.02,0.05%,"1,764,848","82,117,579,171",Consumer Non-Durables,Beverages (Production/Distribution),9.07,21.50,$54.00,$4.62,$42.50/$41.15,$1.313,3.16%,"Nov 19, 2019","Dec 18, 2019",,$102.70/$32.58,1
CVS,CVS Health Corporation Common Stock,$62.31,+1.03,1.68%,"6,027,839","81,351,416,522",Health Care,Medical/Nursing Services,12.27,8.64,$80.00,$5.08,$62.70/$60.98,$2.00,3.31%,"Apr 22, 2020","May 4, 2020",,$77.03/$51.72,1
BBL,BHP Group PlcSponsored ADR,$32.11,+0.45,1.42%,"877,821","81,191,287,685",Energy,Coal Mining,N/A,8.87,$33.05,N/A,$32.32/$31.69,$2.60,8.35%,"Mar 5, 2020","Mar 24, 2020",,$51.87/$23.64,1
HESAF,Hermes Intl Sa,$769.55,+45.51,6.29%,138,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$774.50/$718.82,N/A,N/A,N/A,N/A,0,N/A,
BP,BP p.l.c. Common Stock,$23.39,+0.01,0.04%,"12,408,389","78,975,753,969",Energy,Integrated oil Companies,19.49,179.85,$25.50,$1.20,$23.82/$23.04,$2.50,10.72%,"Feb 13, 2020","Mar 27, 2020",,$44.69/$15.51,1
DEO,Diageo plc Common Stock,$133.06,+1.08,0.82%,"343,927",,,,,,,,,,,,,,,
FIS,"Fidelity National Information Services, Inc. Common Stock",$125.73,+4.55,3.75%,"3,979,801","77,668,065,718",Miscellaneous,Business Services,132.35,21.37,$145.50,$0.95,$126.19/$121.70,$1.40,1.14%,"Mar 12, 2020","Mar 27, 2020",,$158.21/$91.68,1
HESAY,Hermes International SCA ADR,$73.89,-1.42,1.89%,"14,237",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$74.13/$72.85,N/A,N/A,N/A,N/A,0,N/A,
SNE,Sony Corporation Common Stock,$62.96,+0.90,1.45%,"1,144,250","76,821,269,822",Consumer Non-Durables,Consumer Electronics/Appliances,13.2,14.07,$71.20,$4.77,$63.19/$62.25,$0.268,0.43%,"Sep 27, 2019","Dec 10, 2019",,$73.86/$46.39,1
SNEJF,Sony Corp,$62.80,+0.40,0.64%,298,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$62.80/$62.80,N/A,N/A,N/A,N/A,0,N/A,
DGEAF,Diageo Plc Ord,$32.53,-0.50,1.51%,"4,759",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$32.93/$32.08,N/A,N/A,N/A,N/A,0,N/A,
SHOP,Shopify Inc. Class A Subordinate Voting Shares,$643.19,+22.70,3.66%,"5,398,369","67,644,164,305",Technology,Computer Software: Prepackaged Software,,-279.50,$475.00,$-1.11,$651.99/$605.60,N/A,N/A,N/A,N/A,,$665.74/$216.62,1
MPNGF,Meituan Dianping,$12.855,-0.11,0.85%,"24,079",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$12.90/$12.67,N/A,N/A,N/A,N/A,0,N/A,
LOW,"Lowe's Companies, Inc. Common Stock",$98.75,+3.85,4.06%,"5,432,695","74,551,178,990",Consumer Services,RETAIL: Building Materials,18.05,16.17,$121.00,$5.47,$99.66/$95.72,$2.20,2.32%,"Apr 21, 2020","May 6, 2020",,$126.73/$60.00,1
BLK,"BlackRock, Inc. Common Stock",$475.14,+3.94,0.84%,"513,106","73,687,469,863",Finance,Investment Bankers/Brokers/Service,17.6,18.51,$520.00,$27.00,$476.03/$469.64,$14.52,3.02%,"Mar 4, 2020","Mar 23, 2020",,$576.81/$323.98,1
LFC,China Life Insurance Company Limited American Depositary Shares,$10.31,--,--,"286,844","73,625,524,560",Finance,Life Insurance,6.92,8.31,$14.10,$1.49,$10.33/$10.24,$0.084,0.83%,"Jun 6, 2019","Aug 13, 2019",,$14.70/$8.27,1
MDLZ,"Mondelez International, Inc. Class A Common Stock",$51.41,+0.08,0.16%,"6,255,188","73,500,584,837",Consumer Non-Durables,Packaged Foods,19.33,19.74,$59.00,$2.66,$51.63/$50.95,$1.14,2.18%,"Mar 30, 2020","Apr 14, 2020","10,078,371",$59.96/$41.19,1
MO,"Altria Group, Inc.",$39.42,+0.97,2.52%,"8,603,480","73,256,868,846",Consumer Non-Durables,Farming/Seeds/Milling,,8.90,$50.00,$-0.72,$39.57/$38.69,$3.36,8.89%,"Mar 24, 2020","Apr 30, 2020",,$55.03/$30.95,1
HDB,HDFC Bank Limited Common Stock,$39.95,-0.93,2.27%,"1,714,466","73,000,226,232",Finance,Commercial Banks,19.83,17.55,$53.00,$2.02,$40.80/$39.70,$0.411,1.01%,"Jul 31, 2019","Aug 23, 2019",,$65.89/$29.50,1
BA,Boeing Company (The) Common Stock,$128.98,-8.76,6.36%,"35,671,647","72,773,850,520",Capital Goods,Aerospace,,-45.31,$175.00,$-1.20,$137.57/$128.33,N/A,N/A,N/A,N/A,,$391.00/$89.00,1
BDX,"Becton, Dickinson and Company Common Stock",$268.17,+3.09,1.17%,"1,820,105","72,720,503,099",Health Care,Medical/Dental Instruments,98.59,23.17,$272.50,$2.72,$268.67/$262.50,$3.16,1.18%,"Mar 9, 2020","Mar 31, 2020",,$286.72/$197.75,1
CILJF,China Life Insurance Co Ltd,$1.995,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
SYK,Stryker Corporation Common Stock,$188.12,+5.64,3.09%,"1,210,717","70,512,681,172",Health Care,Medical/Dental Instruments,34.33,23.98,$214.50,$5.48,$188.65/$182.26,$2.30,1.26%,"Mar 30, 2020","Apr 30, 2020",,$226.30/$124.54,1
TD,Toronto Dominion Bank (The) Common Stock,$38.90,+0.24,0.62%,"2,141,672","70,531,969,319",Finance,Commercial Banks,7.84,8.97,$53.41,$4.96,$39.00/$38.22,$2.247,5.81%,"Apr 8, 2020","Apr 30, 2020",,$59.55/$33.74,1
CI,Cigna Corporation Common Stock,$188.20,+3.92,2.13%,"1,326,354","69,995,250,088",Health Care,Medical Specialities,14.01,10.05,$243.00,$13.43,$188.83/$183.00,$0.04,0.02%,"Mar 9, 2020","Apr 9, 2020",,$224.64/$118.50,1
VRTX,Vertex Pharmaceuticals Incorporated Common Stock,$269.86,+1.95,0.73%,"1,805,896","69,966,222,507",Health Care,Major Pharmaceuticals,59.84,42.19,$265.00,$4.51,$271.35/$266.43,N/A,N/A,N/A,N/A,"2,225,201",$277.80/$164.07,1
VWAGY,Volkswagen AG ADR Repstg 1/10th Sh,$13.935,+0.03,0.22%,"140,963",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$14.02/$13.71,N/A,N/A,N/A,N/A,0,N/A,
SIEGY,Siemens AG (Germany) ADR (Sponsored),$42.887,+0.387,0.91%,"263,347","36,287,929,191",N/A,N/A,N/A,N/A,N/A,N/A,$43.19/$42.34,N/A,N/A,N/A,N/A,0,N/A,
INTU,Intuit Inc. Common Stock,$263.66,+5.60,2.17%,"1,069,858","68,680,651,815",Technology,Computer Software: Prepackaged Software,42.66,41.03,$300.00,$6.18,$264.84/$256.58,$2.12,0.8%,"Apr 9, 2020","Apr 20, 2020","1,937,955",$306.89/$187.68,1
CHGCF,Chugai Pharmaceutical,$125.00,+2.25,1.83%,"2,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$125.00/$125.00,N/A,N/A,N/A,N/A,0,N/A,
SPGI,S&P Global Inc. Common Stock,$283.94,+4.38,1.57%,"1,095,948","68,412,316,484",Finance,Finance: Consumer Services,33.05,28.21,$277.50,$8.59,$284.53/$280.38,$2.68,0.97%,"Feb 25, 2020","Mar 11, 2020",,$312.94/$186.06,1
KDDIY,KDDI Corp ADR,$14.81,-0.18,1.2%,"96,613",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$15.25/$14.66,N/A,N/A,N/A,N/A,0,N/A,
KDDIF,KDDI Corp,$29.45,+0.24,0.82%,140,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$29.45/$29.20,N/A,N/A,N/A,N/A,0,N/A,
CCI,Crown Castle International Corp. (REIT) Common Stock,$161.61,+1.06,0.66%,"1,475,015","67,350,881,685",Consumer Services,Real Estate Investment Trusts,82.04,27.40,$170.50,$1.97,$162.25/$158.53,$4.80,2.94%,"Mar 12, 2020","Mar 31, 2020",,$168.75/$114.18,1
CMWAY,Commonwealth Bank of Australia ADR (Sponsored),$37.95,+0.40,1.07%,"27,926",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$38.15/$37.47,N/A,N/A,N/A,N/A,0,N/A,
NPSNY,Naspers Ltd ADR (Sponsored) Repstg Cl N (New),$30.62,+0.52,1.73%,"156,983",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$30.67/$30.25,N/A,N/A,N/A,N/A,0,N/A,
AXP,American Express Company Common Stock,$83.17,+0.71,0.86%,"8,925,727","67,016,566,490",Finance,Finance: Consumer Services,10.42,13.39,$107.00,$7.98,$84.78/$81.31,$1.72,2.08%,"Apr 2, 2020","May 8, 2020",,$138.13/$67.00,1
ANTM,"Anthem, Inc. Common Stock",$264.12,+2.57,0.98%,"1,371,639","66,594,487,301",Health Care,Medical Specialities,14.32,12.03,$324.00,$18.44,$267.23/$260.57,$3.80,1.45%,"Mar 13, 2020","Mar 27, 2020",,$312.48/$171.03,1
JD,"JD.com, Inc. American Depositary Shares",$45.05,+0.11,0.24%,"8,876,902","66,161,527,283",Consumer Services,Other Specialty Stores,37.54,107.00,$47.00,$1.20,$45.67/$44.23,N/A,N/A,N/A,N/A,"19,339,175",$47.98/$25.48,1
AKSJF,Sberbank of Russia. - Ordinary Shares,$3.05,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
PLD,"Prologis, Inc. Common Stock",$89.04,+2.29,2.64%,"2,870,974","65,808,533,799",Consumer Services,Real Estate Investment Trusts,33.98,24.16,$95.00,$2.62,$89.53/$86.75,$2.32,2.64%,"Mar 13, 2020","Mar 31, 2020",,$99.79/$59.82,1
AMD,"Advanced Micro Devices, Inc. Common Stock",$56.18,+0.28,0.5%,"72,801,281","65,778,482,045",Technology,Semiconductors,187.27,61.43,$53.25,$0.30,$56.78/$54.42,N/A,N/A,N/A,N/A,"86,584,119",$59.27/$26.03,1
CME,CME Group Inc. Class A Common Stock,$182.72,+4.24,2.38%,"1,477,961","65,501,391,598",Finance,Investment Bankers/Brokers/Service,30.92,22.97,$207.50,$5.91,$183.62/$179.24,$3.40,1.9%,"Mar 9, 2020","Mar 25, 2020","2,802,771",$225.36/$131.80,1
D,"Dominion Energy, Inc. Common Stock",$77.92,+1.01,1.31%,"2,367,100","65,296,985,324",Public Utilities,Electric Utilities: Central,46.38,17.84,$87.00,$1.68,$78.32/$76.57,$3.76,4.78%,"Feb 27, 2020","Mar 20, 2020",,$90.89/$57.79,1
KOF,"Coca Cola Femsa S.A.B. de C.V. American Depositary Shares, each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares)",$38.78,-0.92,2.32%,"303,563","65,176,220,073",Consumer Non-Durables,Beverages (Production/Distribution),12.93,14.76,$54.00,$3.00,$40.13/$38.72,$2.517,4.49%,"May 1, 2020","May 15, 2020",,$65.58/$37.73,1
FISV,"Fiserv, Inc. Common Stock",$96.29,+1.68,1.78%,"3,270,985","65,124,408,654",Technology,EDP Services,53.2,20.30,$115.00,$1.81,$96.69/$93.62,N/A,N/A,N/A,N/A,"5,659,647",$125.05/$73.50,1
DTEGY,Deutsche Telekom AG ADR (Sponsored),$13.64,+0.27,2.02%,"185,305",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$13.77/$13.55,N/A,N/A,N/A,N/A,0,N/A,
PTR,PetroChina Company Limited Common Stock,$35.10,+0.08,0.23%,"108,415","64,240,363,208",Energy,Oil & Gas Production,9.7,89.79,$37.80,$3.62,$35.27/$34.59,$1.743,5.01%,"Sep 13, 2019","Nov 12, 2019",,$65.19/$27.74,1
BAYRY,Bayer AG ADR (Sponsored),$16.23,+0.29,1.82%,"446,160",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$16.28/$16.03,N/A,N/A,N/A,N/A,0,N/A,
NAPRF,Naspers Ltd N Shs,$145.1875,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
DUK,Duke Energy Corporation (Holding Company) Common Stock,$85.69,+0.57,0.67%,"3,688,670","62,898,912,448",Public Utilities,Power Generation,16.93,16.69,$96.00,$5.06,$86.17/$83.70,$3.78,4.34%,"Feb 13, 2020","Mar 16, 2020",,$103.79/$62.13,1
CAT,"Caterpillar, Inc. Common Stock",$114.04,+1.13,1%,"2,997,392","62,731,420,844",Capital Goods,Construction/Ag Equipment/Trucks,10.65,17.40,$128.50,$10.71,$114.34/$111.21,$4.12,3.72%,"Apr 17, 2020","May 20, 2020",,$150.55/$87.50,1
REGN,"Regeneron Pharmaceuticals, Inc. Common Stock",$566.21,+0.69,0.12%,"837,183","62,294,316,054",Health Care,Major Pharmaceuticals,30.67,22.46,$465.50,$18.46,$574.00/$556.47,N/A,N/A,N/A,N/A,"1,452,433",$574.32/$271.37,1
PCCYF,PetroChina Co Ltd,$0.3375,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
AGN,Allergan plc Ordinary Shares,$186.90,+1.35,0.73%,"4,247,846",,,,,,,,,,,,,,,
CL,Colgate-Palmolive Company Common Stock,$71.40,+0.17,0.24%,"3,480,033","61,221,733,150",Consumer Non-Durables,Package Goods/Cosmetics,25.96,25.08,$73.00,$2.75,$71.91/$70.60,$1.76,2.47%,"Apr 17, 2020","May 15, 2020",,$77.41/$58.49,1
SO,Southern Company (The) Common Stock,$57.73,+0.93,1.64%,"4,781,876","61,020,995,348",Public Utilities,Electric Utilities: Central,12.69,18.15,$59.50,$4.55,$58.19/$56.29,$2.56,4.35%,"May 15, 2020","Jun 8, 2020",,$71.10/$41.96,1
GS,"Goldman Sachs Group, Inc. (The) Common Stock",$177.00,+1.95,1.11%,"1,996,131","60,865,652,865",Finance,Investment Bankers/Brokers/Service,9.62,13.29,$204.00,$18.40,$177.95/$173.49,$5.00,2.84%,"May 29, 2020","Jun 29, 2020",,$250.46/$130.85,1
ADP,"Automatic Data Processing, Inc. Common Stock",$139.23,+3.31,2.44%,"1,998,832","60,113,144,506",Technology,EDP Services,24.6,22.73,$169.00,$5.66,$139.73/$135.38,$3.64,2.62%,"Jun 11, 2020","Jul 1, 2020","3,108,657",$182.32/$103.11,1
ISRG,"Intuitive Surgical, Inc. Common Stock",$514.93,+1.71,0.33%,"517,086","60,049,995,515",Health Care,Industrial Specialties,44.35,71.08,$565.00,$11.61,$520.49/$508.66,N/A,N/A,N/A,N/A,"1,148,940",$619.00/$360.50,1
MS,Morgan Stanley Common Stock,$37.97,+0.50,1.33%,"8,284,939","59,823,600,922",Finance,Investment Bankers/Brokers/Service,7.89,9.78,$43.00,$4.81,$38.19/$37.26,$1.40,3.7%,"Apr 29, 2020","May 15, 2020",,$57.57/$27.20,1
ZTS,Zoetis Inc. Class A Common Stock,$125.91,+2.27,1.84%,"1,922,189","59,795,976,270",Health Care,Major Pharmaceuticals,40.36,33.24,$130.00,$3.12,$126.85/$122.66,$0.80,0.64%,"Apr 16, 2020","Jun 1, 2020",,$146.26/$90.14,1
EL,"Estee Lauder Companies, Inc. (The) Common Stock",$166.31,+3.56,2.19%,"1,252,318","59,795,138,312",Consumer Non-Durables,Package Goods/Cosmetics,32.8,36.09,$180.00,$5.07,$168.00/$162.41,$1.92,1.16%,"Feb 27, 2020","Mar 16, 2020",,$220.42/$137.01,1
AIQUY,Air Liquide S.A - ADR,$25.23,+0.08,0.32%,"46,966",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$25.28/$24.63,N/A,N/A,N/A,N/A,0,N/A,
IBDRY,Iberdrola S.A. - ADR - Level I,$38.03,+0.01,0.03%,"53,218",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$38.69/$37.55,N/A,N/A,N/A,N/A,0,N/A,
ENB,Enbridge Inc Common Stock,$29.21,+0.34,1.18%,"2,784,019","59,137,827,191",Energy,Natural Gas Distribution,14.68,16.78,$42.83,$1.99,$29.35/$28.84,$2.286,8.53%,"May 14, 2020","Jun 1, 2020",,$43.15/$22.57,1
SNPMF,China Petroleum & Chemical Corp. Inc,$0.4875,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
SNP,China Petroleum & Chemical Corporation Common Stock,$48.70,-0.15,0.31%,"149,732",,,,,,,,,,,,,,,
RBGLY,Reckitt Benckiser Group Plc ADR (Sponsored),$16.52,+0.525,3.28%,"3,891,180",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$16.57/$16.27,N/A,N/A,N/A,N/A,0,N/A,
EQIX,"Equinix, Inc. Common Stock REIT",$685.10,-0.39,0.06%,"459,620","58,537,604,243",Consumer Services,Real Estate Investment Trusts,114.18,30.59,$675.00,$6.00,$689.55/$672.91,$10.64,1.55%,"Feb 25, 2020","Mar 18, 2020","695,131",$698.99/$440.72,1
RIO,Rio Tinto Plc Common Stock,$46.50,+0.46,1%,"2,327,783","57,970,611,630",Basic Industries,Precious Metals,N/A,10.01,$52.05,N/A,$47.06/$45.97,$4.62,9.98%,"Mar 6, 2020","Apr 16, 2020",,$64.02/$35.35,1
BX,The Blackstone Group Inc. Class A Common Stock,$48.43,--,--,"4,675,904","57,961,331,434",Finance,Investment Managers,66.34,22.95,$52.00,$0.73,$49.46/$47.75,$2.44,5.27%,"Feb 7, 2020","Feb 18, 2020",,$64.97/$33.00,1
PDD,Pinduoduo Inc. American Depositary Shares,$49.57,+0.40,0.81%,"4,512,026","57,680,627,141",Miscellaneous,Business Services,,-75.65,$38.00,$-0.84,$50.58/$49.18,N/A,N/A,N/A,N/A,"8,684,427",$53.67/$18.46,1
NOW,"ServiceNow, Inc. Common Stock",$302.94,+5.63,1.89%,"1,464,135","57,498,012,000",Technology,Computer Software: Prepackaged Software,95.56,362.57,$340.00,$3.17,$303.68/$292.70,N/A,N/A,N/A,N/A,,$362.95/$213.99,1
NOC,Northrop Grumman Corporation Common Stock,$339.31,+3.48,1.04%,"551,952","56,764,256,031",Capital Goods,Industrial Machinery/Components,25.74,14.62,$410.00,$13.18,$340.84/$332.00,$5.28,1.54%,"Feb 21, 2020","Mar 11, 2020",,$385.00/$263.31,1
CNI,Canadian National Railway Company Common Stock,$78.91,+1.67,2.16%,"1,442,034","56,115,197,123",Transportation,Railroads,17.93,19.46,$85.00,$4.40,$79.11/$76.90,$1.675,2.18%,"Mar 9, 2020","Mar 31, 2020",,$96.53/$65.13,1
BKNG,Booking Holdings Inc. Common Stock,$1362.77,+2.77,0.2%,"333,749","55,957,808,265",Consumer Services,Transportation Services,12.1,23.67,"$1,625.00",$112.58,"$1,374.58/$1,338.66",N/A,N/A,N/A,N/A,"727,215","$2,094.00/$1,107.29",1
TJX,"TJX Companies, Inc. (The) Common Stock",$46.05,+0.31,0.68%,"9,217,142","55,154,001,557",Consumer Services,Clothing/Shoe/Accessory Stores,17.18,25.41,$60.00,$2.68,$46.55/$44.87,$0.92,1.98%,"Feb 12, 2020","Mar 5, 2020",,$64.95/$32.72,1
OGZPY,PJSC Gazprom ADR (Sponsored),$4.98,+0.04,0.81%,"174,338",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$5.00/$4.90,N/A,N/A,N/A,N/A,0,N/A,
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),$17.56,+0.42,2.45%,"2,086,643","54,700,925,226",Health Care,Major Pharmaceuticals,67.54,9.42,$20.90,$0.26,$17.66/$17.39,$0.599,3.51%,"Sep 27, 2019","Dec 12, 2019",,$20.93/$12.43,1
SBRCY,Sberbank of Russia. - ADR,$10.12,+0.06,0.6%,"170,986",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$10.25/$10.00,N/A,N/A,N/A,N/A,0,N/A,
GE,General Electric Company Common Stock,$6.26,-0.26,3.99%,"144,085,638","54,462,000,000",Energy,Consumer Electronics/Appliances,,19.18,$10.00,$-0.62,$6.60/$6.25,$0.04,0.62%,"Mar 6, 2020","Apr 27, 2020",,$13.26/$5.90,1
TKPHF,Takeda Pharmaceutical Co Ltd,$34.96,+0.73,2.13%,830,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$34.96/$34.96,N/A,N/A,N/A,N/A,0,N/A,
TGT,Target Corporation Common Stock,$107.82,+3.96,3.81%,"6,052,927","54,013,717,557",Consumer Services,Department/Specialty Retail Stores,16.93,15.83,$125.00,$6.37,$108.45/$103.86,$2.64,2.47%,"May 19, 2020","Jun 10, 2020",,$130.24/$70.03,1
VMW,"Vmware, Inc. Common stock, Class A",$128.17,+1.75,1.38%,"747,266","53,576,262,106",Technology,Computer Software: Prepackaged Software,8.38,34.26,$160.00,$15.30,$129.61/$126.38,N/A,N/A,N/A,N/A,,$206.80/$86.00,1
NTDOY,Nintendo Co. Ltd. ADR,$54.825,+0.645,1.19%,"424,921",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$54.87/$54.32,N/A,N/A,N/A,N/A,0,N/A,
NTDOF,Nintendo Co. Ltd.,$438.00,+6.50,1.51%,628,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$439.80/$432.50,N/A,N/A,N/A,N/A,0,N/A,
ECL,Ecolab Inc. Common Stock,$180.08,+5.04,2.88%,"1,251,445","52,073,059,020",Basic Industries,Package Goods/Cosmetics,33.79,31.31,$170.50,$5.33,$180.22/$174.94,$1.88,1.08%,"Mar 16, 2020","Apr 15, 2020",,$211.24/$124.60,1
USB,U.S. Bancorp Common Stock,$34.00,+0.63,1.89%,"7,597,725","51,722,885,560",Finance,Major Banks,8.81,14.38,$40.50,$3.86,$34.30/$32.87,$1.68,5.05%,"Mar 30, 2020","Apr 15, 2020",,$61.11/$28.59,1
BSX,Boston Scientific Corporation Common Stock,$36.90,+0.50,1.37%,"7,784,047","51,630,472,103",Health Care,Medical/Dental Instruments,11.08,29.12,$45.00,$3.33,$37.27/$36.46,N/A,N/A,N/A,N/A,,$46.62/$24.10,1
ATVI,"Activision Blizzard, Inc. Common Stock",$66.65,+0.77,1.17%,"7,298,999","51,268,614,575",Technology,Computer Software: Prepackaged Software,34.18,28.77,$69.00,$1.95,$66.88/$65.80,$0.41,0.61%,"Apr 14, 2020","May 6, 2020","9,131,098",$68.32/$41.84,1
MBFJF,Mitsubishi UFJ Financial Group Inc,$3.98,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
NEM,Newmont Corporation,$63.11,+0.67,1.07%,"6,884,048","51,087,225,537",Basic Industries,Precious Metals,18.19,24.78,$58.00,$3.47,$63.88/$61.76,$1.00,0.91%,"Jun 3, 2020","Jun 18, 2020",,$64.65/$29.77,1
UBER,"Uber Technologies, Inc. Common Stock",$29.49,+1.16,4.09%,"19,991,549","50,937,967,828",Miscellaneous,Business Services,,-11.29,$41.50,$-8.30,$29.59/$28.14,N/A,N/A,N/A,N/A,,$47.08/$13.71,1
ITW,Illinois Tool Works Inc. Common Stock,$158.23,+3.11,2%,"1,312,662","50,240,793,076",Technology,Industrial Machinery/Components,20.42,25.60,$143.00,$7.75,$158.41/$152.94,$4.28,2.75%,"Mar 30, 2020","Apr 15, 2020",,$190.85/$115.94,1
ESLOY,EssilorLuxottica ADR,$57.34,+1.31,2.34%,"71,213",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$57.70/$56.14,N/A,N/A,N/A,N/A,0,N/A,
BIIB,Biogen Inc. Common Stock,$297.80,+5.55,1.9%,"1,778,457","49,460,759,822",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),9.19,8.98,$318.00,$32.40,$297.94/$290.10,N/A,N/A,N/A,N/A,"2,189,144",$374.99/$215.78,1
MUFG,"Mitsubishi UFJ Financial Group, Inc. Common Stock",$3.85,-0.02,0.52%,"1,655,039","49,436,392,583",Finance,Commercial Banks,9.17,7.59,$5.80,$0.42,$3.88/$3.80,$0.193,5.09%,"Sep 27, 2019","Dec 16, 2019",,$5.54/$3.32,1
